"is_loaded","burst_date_mother","position_mother","position_ancestor","nature_ancestor","probas"
"yes","1","A","A","F",3.32977436865013
"no","1","A","A","F",5.64641943997428
"yes","2","A","A","F",4.16822201297674
"no","2","A","A","F",7.06820558948013
"yes","8","A","A","F",1.60207341818448
"no","8","A","A","F",2.71669413335356
"yes","9","A","A","F",2.1285826970074
"no","9","A","A","F",3.60951505697602
"yes","10","A","A","F",2.54856042292208
"no","10","A","A","F",4.32168655372586
"yes","11","A","A","F",1.81788065904803
"no","11","A","A","F",3.08264631665214
"yes","12","A","A","F",0.688821227879756
"no","12","A","A","F",1.16805919595805
"yes","1","L","A","F",1.99711913034125
"no","1","L","A","F",3.38658750805232
"yes","2","L","A","F",2.5
"no","2","L","A","F",4.23934087932157
"yes","8","L","A","F",0.960885368627687
"no","8","L","A","F",1.62940824942613
"yes","9","L","A","F",1.27667305770937
"no","9","L","A","F",2.16490091323032
"yes","10","L","A","F",1.52856566600085
"no","10","L","A","F",2.59204436584193
"yes","11","L","A","F",1.09032139686208
"no","11","L","A","F",1.84889762772657
"yes","12","L","A","F",0.413138519094761
"no","12","L","A","F",0.700574005128318
"yes","1","A","L","F",2.59840943261987
"no","1","A","L","F",4.40621733156808
"yes","2","A","L","F",3.25269708895118
"no","2","A","L","F",5.5157166948964
"yes","8","A","L","F",1.25018761654042
"no","8","A","L","F",2.11998858784857
"yes","9","A","L","F",1.66105229534147
"no","9","A","L","F",2.8167067593328
"yes","10","A","L","F",1.98878443682868
"no","10","A","L","F",3.37245406528253
"yes","11","A","L","F",1.41859409343779
"no","11","A","L","F",2.40556157258998
"yes","12","A","L","F",0.537525783357252
"no","12","A","L","F",0.911502010830299
"yes","1","L","L","F",1.5584639113094
"no","1","L","L","F",2.64274390726454
"yes","2","L","L","F",1.95089001906851
"no","2","L","L","F",3.30819512355902
"yes","8","L","L","F",0.749832670049886
"no","8","L","L","F",1.27151851631733
"yes","9","L","L","F",0.996259490359551
"no","9","L","L","F",1.68939343355733
"yes","10","L","L","F",1.19282540051675
"no","10","L","L","F",2.02271739292151
"yes","11","L","L","F",0.850838852286028
"no","11","L","L","F",1.44279837128448
"yes","12","L","L","F",0.322395125357885
"no","12","L","L","F",0.546697133689473
"yes","1","A","A","V",2.74564856265228
"no","1","A","A","V",4.65589607676093
"yes","2","A","A","V",3.43701149438083
"no","2","A","A","V",5.82826533233071
"yes","8","A","A","V",1.32102962270229
"no","8","A","A","V",2.24011795292662
"yes","9","A","A","V",1.75517598956537
"no","9","A","A","V",2.97631572918726
"yes","10","A","A","V",2.10147910558433
"no","10","A","A","V",3.56355451173751
"yes","11","A","A","V",1.49897886943374
"no","11","A","A","V",2.54187295937187
"yes","12","A","A","V",0.567984735560066
"no","12","A","A","V",0.963152363316176
"yes","1","L","A","V",1.64677442450545
"no","1","L","A","V",2.79249525473088
"yes","2","L","A","V",2.06143739685682
"no","2","L","A","V",3.49565433066295
"yes","8","L","A","V",0.792322013192667
"no","8","L","A","V",1.34356924004562
"yes","9","L","A","V",1.05271263388866
"no","9","L","A","V",1.78512308120899
"yes","10","L","A","V",1.26041697097821
"no","10","L","A","V",2.13733487602343
"yes","11","L","A","V",0.899051720833868
"no","11","L","A","V",1.52455468510217
"yes","12","L","A","V",0.340663677337595
"no","12","L","A","V",0.577675781374911
"yes","1","A","L","V",2.14258335069925
"no","1","A","L","V",3.63325647438925
"yes","2","A","L","V",2.68209256792452
"no","2","A","L","V",4.54812186613079
"yes","8","A","L","V",1.03087340232949
"no","8","A","L","V",1.74808950236029
"yes","9","A","L","V",1.3696621279007
"no","9","A","L","V",2.32258585986721
"yes","10","A","L","V",1.63990184494619
"no","10","A","L","V",2.7808411717421
"yes","11","A","L","V",1.16973716606915
"no","11","A","L","V",1.98356583447148
"yes","12","A","L","V",0.443230300634959
"no","12","A","L","V",0.751601732974309
"yes","1","L","L","V",1.28507031536998
"no","1","L","L","V",2.17914044830026
"yes","2","L","L","V",1.60865505698502
"no","2","L","L","V",2.72785485752158
"yes","8","L","L","V",0.618293242970336
"no","8","L","L","V",1.04846232813298
"yes","9","L","L","V",0.821490628160279
"no","9","L","L","V",1.39303152077577
"yes","10","L","L","V",0.983573955418376
"no","10","L","L","V",1.66788211081645
"yes","11","L","L","V",0.701580411520463
"no","11","L","L","V",1.18969540747598
"yes","12","L","L","V",0.265838947190835
"no","12","L","L","V",0.450792766456766
