"is_loaded","burst_date_mother","position_mother","position_ancestor","nature_ancestor","0","1","2","3","4","5","6","7"
"no",2,"A","L","F",0.0492219140739738,0.0388597227816056,0.242350715746353,0.38582947829024,0.144324476948187,0.0394296197716363,0.0490150706938186,0.0509690016941862
"yes",3,"A","L","F",0.0516970070321318,0.0406240215328041,0.249641060294163,0.384681870058295,0.140026590063001,0.0378996620527285,0.0469028091820832,0.0485269797847935
"no",3,"A","L","F",0.0441688988445524,0.0352034967569191,0.226423356517078,0.386819691149597,0.153772775054464,0.0429287320535302,0.0539292781937104,0.0567537714301483
"yes",4,"A","L","F",0.0464023047508813,0.0368285629639999,0.233641803994234,0.386631971272769,0.149481593410244,0.0413151032100773,0.0516482850909532,0.0540503753068415
"no",4,"A","L","F",0.0396130029121605,0.0318438162933265,0.210764965822996,0.385690287866835,0.163116008146159,0.0466006906903991,0.0592198284415449,0.0631513998265784
"yes",5,"A","L","F",0.0416260718693187,0.0333357570802301,0.21784312287403,0.386466202434972,0.158888547919974,0.0449106061264423,0.056766993842977,0.060162697852055
"no",5,"A","L","F",0.0355095766155682,0.0287659500235313,0.195509540454945,0.382463777319917,0.172219866523149,0.050425118265907,0.0648896487698311,0.070216522027151
"yes",6,"A","L","F",0.0373222198625901,0.0301316577983106,0.202389295907352,0.384187869977497,0.168118618403547,0.0486686396978573,0.0622643591597805,0.0669173391930652
"no",6,"A","L","F",0.0318171332849762,0.0259539064468254,0.180768249572339,0.377204076056926,0.180940181267019,0.0543749542109941,0.0709352514541832,0.0780062477067361
"yes",7,"A","L","F",0.0334478264258078,0.0272007718422691,0.187401873375473,0.379842264444321,0.177031709571817,0.0525652487399506,0.068139971904821,0.0743703336955407
"no",7,"A","L","F",0.0284973020258701,0.0233909842501639,0.166629817304203,0.370014136298068,0.189126662476045,0.0584160117737424,0.0773454018488856,0.0865796840230223
"yes",8,"A","L","F",0.0299631127338855,0.0245266593076818,0.172979690513136,0.373514974497272,0.18547979602654,0.0565695288529217,0.074386288643749,0.0825799494248148
"no",8,"A","L","F",0.0255147366442644,0.0210602190840018,0.153161601229201,0.361032166749504,0.196627459303,0.0625067680420017,0.0840997571339908,0.0959972918140372
"yes",9,"A","L","F",0.0268313707056797,0.0220924262514833,0.159199649840637,0.365328727209926,0.193311124980547,0.0606433013659918,0.0809872766125816,0.0916061230331533
"no",9,"A","L","F",0.0228369926182563,0.0189447377400291,0.140411200155583,0.350426645264846,0.203294368752037,0.0665984603206383,0.091167542481168,0.106320052667442
"yes",10,"A","L","F",0.0240188531654816,0.0198811195492232,0.1461181090501,0.355438921130589,0.200375156816294,0.0647410614373235,0.0879170633620152,0.101509715488974
"no",10,"A","L","F",0.0204343819759528,0.0170280314575738,0.128408426762944,0.338390385149306,0.208988439661072,0.0706355573143767,0.0985063505752951,0.11760842710348
"yes",11,"A","L","F",0.021494637667979,0.0178760355099578,0.13377270749988,0.344028087067583,0.206528025524679,0.0688102709589762,0.0951386683264941,0.112351567444451
"no",11,"A","L","F",0.0182798141024486,0.0152941600566974,0.117167493566628,0.325133963779046,0.213585651097558,0.0745566599112437,0.106061168436505,0.129921089049874
"yes",12,"A","L","F",0.019230472817574,0.016060954042103,0.122184472797357,0.331299566201091,0.21163822647105,0.07279205845721,0.10260291235999,0.124191336853626
"no",12,"A","L","F",0.0163486288863511,0.0137278980208899,0.106689280858719,0.310878849132112,0.216982300922271,0.0782958627838778,0.113763749840195,0.143313429555583
"yes",1,"L","L","F",0.0690912979542568,0.0525394720229943,0.292716901516497,0.369156184753615,0.114969658908707,0.0296096454782626,0.035807737867853,0.0361091014978132
"no",1,"L","L","F",0.0591883307572952,0.045858680430123,0.269840157996188,0.379271619099541,0.128213703932427,0.0338676591179529,0.041435515901043,0.0423243327654297
"yes",2,"L","L","F",0.0621318290254778,0.0478726217491485,0.277066900835079,0.376540538160129,0.124018206362588,0.0324909134664493,0.0396000757955827,0.040278914605546
"no",2,"L","L","F",0.0531694002556589,0.0416653352159906,0.253827286809127,0.383829110057267,0.137566994504221,0.0370399448691586,0.0457251871675163,0.0471767411210596
"yes",3,"L","L","F",0.0558313339922068,0.0435324060643658,0.26112164496979,0.38200753077835,0.133295748995147,0.0355728686817326,0.0437306505995103,0.044907815918898
"no",3,"L","L","F",0.047731488736363,0.037788899676242,0.23780217768778,0.386326433567991,0.147014997173638,0.0404062657083801,0.0503747976109404,0.0525549398386654
"yes",4,"L","L","F",0.0501355885334861,0.0395130367881497,0.245079615980351,0.385450324309671,0.142713576806705,0.0388519307643086,0.0482149876155896,0.0500409392017387
"no",4,"L","L","F",0.0428245858072699,0.034218414146415,0.221936360188808,0.386713980122688,0.156446386465833,0.043956244150168,0.0553954191597157,0.0585086099591023
"yes",5,"L","L","F",0.0449932161161742,0.0358049569230171,0.229121425777845,0.386800783989698,0.1521672653246,0.0423200179623887,0.0530657712117161,0.0557265626945604
"no",5,"L","L","F",0.0384017809984675,0.0309404490970661,0.206379933933854,0.384984020315312,0.165735697270291,0.0476739206729306,0.060793793993288,0.0650904037187914
"yes",6,"L","L","F",0.0403558840669247,0.0323957602784438,0.213407123639598,0.386032004921608,0.16153756640199,0.0459637982514748,0.0582918514272383,0.0620160110127225
"no",6,"L","L","F",0.0344193259450479,0.0279398523581786,0.191260411262346,0.381170993418907,0.174745487637944,0.051537072898117,0.0665711566853161,0.0723556997941431
"yes",7,"L","L","F",0.0361784031867897,0.0292709930013806,0.198074573669589,0.383159315603125,0.170692157209275,0.0497639757715644,0.0638971206192567,0.0689634609390198
"no",7,"L","L","F",0.0308366270867667,0.0252003792539548,0.176682505496267,0.375350223700414,0.183329429213122,0.0555166498173489,0.0727219540960086,0.0803622313361179
"yes",8,"L","L","F",0.0324187499556504,0.0264148363498335,0.183238828022838,0.378239705783658,0.179488308524798,0.0536946649881826,0.0698792762754991,0.0766256300995399
"no",8,"L","L","F",0.0276161846406034,0.0227052124471019,0.162728728009711,0.367635132099506,0.191336291905645,0.059576387599383,0.0792324994494482,0.0891695638486013
"yes",9,"L","L","F",0.029038028131014,0.0238106756257657,0.168992374980064,0.371369708788765,0.187776471798502,0.0577229152022232,0.0762284994650608,0.0850613260086059
"no",9,"L","L","F",0.0247234913193399,0.0204373812130293,0.149460634338491,0.358173090195941,0.198614709697473,0.0636726793466932,0.0860796140917885,0.0988383997972446
"yes",10,"L","L","F",0.026000384243689,0.0214415638515476,0.155406110530308,0.362681849892479,0.195404709115472,0.061808455676962,0.0829260943951862,0.0943308322943562
"no",10,"L","L","F",0.0221269021003228,0.0183800914124541,0.136920552072646,0.347140134702674,0.205018530905895,0.0677547715218961,0.0932293291707845,0.109429688113327
"yes",11,"L","L","F",0.0232728892616412,0.019290590901783,0.14253086782341,0.352339847829053,0.202223807291176,0.0659037347584811,0.0899431526560016,0.104495109478454
"no",11,"L","L","F",0.0197974843596243,0.0165169779508394,0.125133628816125,0.33473481942102,0.210412478391978,0.0717653525733007,0.100635738507789,0.121003519979324
"yes",12,"L","L","F",0.0208253966165652,0.0173411697496326,0.130399338836476,0.340532821547449,0.208092835597421,0.0699543228448326,0.0972393248507821,0.115614789956841
"no",12,"L","L","F",0.0177088559125654,0.0148322913046588,0.11411005382683,0.321171523171224,0.214677783742105,0.0756415828813397,0.10824011118649,0.133617797974786
"yes",1,"A","A","V",0.0947794016349498,0.0686443404711981,0.336097493970022,0.336690742125036,0.0896284935932397,0.0220907651065799,0.0262007348464299,0.025868028252545
"no",1,"A","A","V",0.0815169317476268,0.0605463958327303,0.316233479898209,0.354002912094837,0.101362781727942,0.0254799094728662,0.0304815101243113,0.030376079101478
"yes",2,"A","A","V",0.0854699761080051,0.0630078665685064,0.322670834748843,0.348901949344558,0.0976014295187103,0.0243772169496642,0.0290800591998832,0.0288906675618298
"no",2,"A","A","V",0.0734045394405581,0.0553657076944199,0.301482559058195,0.364106324870587,0.109909344944453,0.0280468945614338,0.033777487393157,0.033907142037196
"yes",3,"A","A","V",0.076997164119483,0.0576816040289913,0.308282557426912,0.359709582891768,0.105977807883356,0.0268551260302057,0.0322413546093271,0.0322548030099571
"no",3,"A","A","V",0.0660414261435682,0.0505106147242813,0.286097273091372,0.372529051185945,0.118792576573673,0.030812865319908,0.0373835356685116,0.0378326572927413
"yes",4,"A","A","V",0.0693006317418591,0.0526777986165107,0.293158148343068,0.36891807452476,0.114714951271422,0.0295301837883449,0.0357040613248633,0.0359961503891719
"no",4,"A","A","V",0.0593695739381354,0.045983381286213,0.270296180418672,0.379111739452584,0.127948533168756,0.0337798342224759,0.0413179663929747,0.0421927911201891
"yes",5,"A","A","V",0.0623214885523737,0.0480015647046154,0.277519664561954,0.376355346029642,0.123755801429403,0.0324056974644964,0.0394869737910533,0.0401534634664616
"no",5,"A","A","V",0.0533332574229329,0.0417808403632206,0.254286381041269,0.383727027976097,0.137297628092117,0.0369464668117285,0.0455975392098374,0.0470308590827979
"yes",6,"A","A","V",0.056002909471734,0.0436520655135557,0.261580019983333,0.381878846456184,0.13302795017145,0.0354819420167407,0.0436076460857071,0.0447686203012958
"no",6,"A","A","V",0.047879434824624,0.0378954779515278,0.238259141022552,0.38628416959802,0.146744396940072,0.0403073565022299,0.050236681587694,0.0523933415732797
"yes",7,"A","A","V",0.0502905927164352,0.0396236353263326,0.245538157398248,0.385380681792913,0.142443142336558,0.0387554548084827,0.0480816715467679,0.0498866640742625
"no",7,"A","A","V",0.0429580088146265,0.0343164172215152,0.222386575694516,0.386732376697153,0.156177941480066,0.0438522747722845,0.0552465731819819,0.0583298321378578
"yes",8,"A","A","V",0.0451330770578455,0.0359068116271754,0.229575242505531,0.386791568030523,0.151897394464398,0.0422182933156153,0.0529218289695751,0.0555557840293371
"no",8,"A","A","V",0.038521979011455,0.0310302883457362,0.206819418560363,0.385062710319551,0.165473175417857,0.0475654316367394,0.0606340958395608,0.0648929008687368
"yes",9,"A","A","V",0.0404819409544141,0.032489258021825,0.213851940307087,0.386083399466909,0.161271862431073,0.0458572858957206,0.0581370930916806,0.061827219831291
"no",9,"A","A","V",0.0345275064058741,0.0280219791311213,0.191685835237562,0.38130841390326,0.174492960884093,0.0514247924272165,0.066400659051211,0.0721378529596629
"yes",10,"A","A","V",0.0362919046505675,0.0293565691871292,0.198506762732247,0.383270296922302,0.170434564788148,0.049653316539199,0.0637315147897058,0.0687550703907011
"no",10,"A","A","V",0.0309339078182396,0.0252752684264984,0.177091186424513,0.375543674019472,0.183091172436383,0.0554015078418315,0.0725409223384629,0.0801223606945998
"yes",11,"A","A","V",0.0325208543510557,0.0264929569951764,0.183655414872527,0.378408080646519,0.179243024433237,0.0535806956951886,0.0697029868090572,0.0763959861972389
"no",11,"A","A","V",0.0277035962100766,0.0227733489970993,0.163118603982162,0.36788087341445,0.191116657325509,0.0594595235694214,0.0790414505565936,0.0889059459446879
"yes",12,"A","A","V",0.0291298053410181,0.0238818225969147,0.169391020027336,0.371592195682373,0.187547830061904,0.057606679532043,0.0760419240781262,0.0848087226802843
"no",12,"A","A","V",0.0248019803871358,0.0204992495237171,0.149830220798974,0.358466481097464,0.198417981295251,0.0635554417572226,0.0858793550931385,0.098549290047097
"yes",1,"L","A","V",0.101988578137796,0.0728571114496829,0.34499128013932,0.327208502710993,0.0841876847276156,0.0205680104338931,0.0243024956419011,0.023896336758798
"no",1,"L","A","V",0.0878151904566528,0.0644488941103255,0.326274958032487,0.345843640809653,0.0954814045991457,0.0237626228134117,0.0283026090328934,0.028070680145431
"yes",2,"L","A","V",0.0920430524165051,0.0670107477523635,0.332389779028391,0.340294411588436,0.0918530496197092,0.0227219742924885,0.026992084818839,0.0266949004832681
"no",2,"L","A","V",0.0791300085299321,0.0590402170688481,0.312115781170076,0.357037048371168,0.103756105634156,0.0261899594819246,0.0313884648178743,0.0313424149260205
"yes",3,"L","A","V",0.0829777596790695,0.0614607918357172,0.318666730648385,0.352127441914905,0.0999442824163405,0.025062183712718,0.029949608059887,0.0298112017329787
"no",3,"L","A","V",0.0712367342516721,0.0539515388869541,0.297161736803126,0.366680323687528,0.112404042378844,0.0288131653413135,0.0347707018797364,0.0349817567708256
"yes",4,"L","A","V",0.0747318175053134,0.0562253254485691,0.304046181314743,0.362499265333947,0.108428212426469,0.0275956766179511,0.0331946670888731,0.0332788542641338
"no",4,"L","A","V",0.0640760335502287,0.0491897189609452,0.281636359012045,0.374594649379169,0.121372017025624,0.031636229367904,0.0384683355712856,0.0390266571327978
"yes",5,"L","A","V",0.0672452287882853,0.0513144443571636,0.288753267505273,0.3712203392358,0.117258192638573,0.0303275284361556,0.0367465720753817,0.037134426963368
"no",5,"L","A","V",0.0575904922292415,0.0447553616357987,0.265755450980672,0.380629235960268,0.130591694960688,0.0346602834407062,0.0424993076970048,0.0435181730956212
"yes",6,"L","A","V",0.0604596347988493,0.0467314520644275,0.273007992051506,0.378126402820309,0.126372879913782,0.0332602527342395,0.040623830494981,0.0414175551219054
"no",6,"L","A","V",0.0517251144330808,0.0406439572249681,0.249722009794509,0.384666716310635,0.139978970644261,0.0378829103693628,0.0468797998595227,0.0485005213636609
"yes",7,"L","A","V",0.0543188880622981,0.0424740276534921,0.257019744028126,0.383084286531703,0.135695385474999,0.0363931353108378,0.0448435177895325,0.0461710151490116
"no",7,"L","A","V",0.0464276743865358,0.0368469399701089,0.233722145010924,0.386627428434951,0.149433912147412,0.0412974087718568,0.051623414936563,0.054021076341648
"yes",8,"L","A","V",0.0487694679439558,0.0385353250384421,0.240982750919405,0.385996732091679,0.145132938539237,0.0397215159050693,0.049420519628908,0.0514407499333034
"no",8,"L","A","V",0.0416489442354766,0.033352640670165,0.217922071030184,0.386472361138743,0.158841421755654,0.0448920421623011,0.0567402228005335,0.0601302962069431
"yes",9,"L","A","V",0.0437607620672579,0.0349049754876097,0.225072577575328,0.386805969918556,0.154577205278863,0.0432360404145103,0.0543666394546263,0.0572758298032491
"no",9,"L","A","V",0.0373428195277486,0.0301471227634738,0.202466180029548,0.38420460740806,0.168072727961761,0.0486493102639588,0.0622356734462128,0.0668815585992372
"yes",10,"L","A","V",0.039245235781878,0.0315699774935695,0.209443711317699,0.385495865486182,0.163905390551698,0.0469219166752557,0.0596895709572062,0.0637283317365118
"no",10,"L","A","V",0.0334663619944331,0.027214899177583,0.187476137630276,0.379869248925041,0.176987784694123,0.0525452917570188,0.0681093903641119,0.0743308854574133
"yes",11,"L","A","V",0.0351785102504463,0.0285154677295821,0.194228203314558,0.382092521530171,0.17298221841026,0.0507582179158964,0.065391743584467,0.0708531172646191
"no",11,"L","A","V",0.0299797770983845,0.0245395334606128,0.17305089227714,0.373551677802215,0.185438596704457,0.0565491183136593,0.0743538694882271,0.082536534855304
"yes",12,"L","A","V",0.0315193676423307,0.0257253740580929,0.179535278603211,0.376663304380617,0.181662838268346,0.0547172890534793,0.0714690603757757,0.0787074876181479
"no",12,"L","A","V",0.0268463415163766,0.0221041328916055,0.159267454092896,0.36537444395543,0.193273418152989,0.0606226483514308,0.0809531243039294,0.0915584367353434
"yes",1,"A","L","V",0.057776665121367,0.0448842816471117,0.266237395067648,0.380476016576676,0.130310854149897,0.0345661978970647,0.0423727595120761,0.0433758300281596
"no",1,"A","L","V",0.0494093659925174,0.0389939522800775,0.242914232174412,0.385756143910347,0.143991621707569,0.0393098276227979,0.0488489075076148,0.0507759488046643
"yes",2,"A","L","V",0.0518933703876284,0.0407632490731262,0.250205738132165,0.384575062642333,0.139694459798954,0.0377829134030585,0.0467425012980126,0.0483427052647227
"no",2,"A","L","V",0.0443380047399681,0.0353270440529086,0.226980127956448,0.386820833793,0.153441320731346,0.0428025633925506,0.0537499921265925,0.0565401132071871
"yes",3,"A","L","V",0.0465795448066933,0.0369569117389358,0.234202325719033,0.386599158882584,0.149148970706267,0.0411917722438631,0.0514750024577211,0.053846313444903
"no",3,"A","L","V",0.0397653916883256,0.0319571689893999,0.211309864128201,0.385765884725313,0.162790463819454,0.0464687479850325,0.0590272154296828,0.0629152632345917
"yes",4,"A","L","V",0.0417858678540052,0.0334536811763986,0.218394005482846,0.38650803966769,0.158559728932315,0.0447812005920135,0.0565804546100936,0.0599370216846373
"no",4,"A","L","V",0.0356467656806289,0.0288696514594574,0.196038237664113,0.382612323946119,0.171905145166015,0.0502882288931746,0.0646837070851327,0.069955940105359
"yes",5,"A","L","V",0.0374661399267197,0.0302396780998973,0.202925845564424,0.384303522488138,0.167798344763077,0.048533882025915,0.0620644641034481,0.0666681230283811
"no",5,"A","L","V",0.0319405292464347,0.0260485343278616,0.181277219095052,0.377422642424462,0.180641484516492,0.0542341893964065,0.0707162273872773,0.0777191736060141
"yes",6,"A","L","V",0.0335773273511798,0.0272994528248524,0.187920200802055,0.380029440093432,0.17672506798633,0.0524260972993071,0.0679268486983993,0.0740955649444448
"no",6,"A","L","V",0.0286082031728259,0.0234771330989666,0.167116307685901,0.370298475116157,0.188849334370905,0.0582726986552818,0.0771138374112117,0.0862640104887513
"yes",7,"A","L","V",0.0300795416646302,0.0246165897914689,0.173476696539758,0.373770008450483,0.185192085742865,0.0564271934536477,0.0741603388518146,0.0822775455053333
"no",7,"A","L","V",0.025614336758409,0.0211384861579793,0.153623588229874,0.361376868324603,0.196376813547953,0.0623624922833776,0.0838565377715741,0.09565087692623
"yes",8,"A","L","V",0.0269359684068924,0.0221742037910197,0.159672986614249,0.365646716505224,0.19304769633232,0.0604992504933405,0.0807492236902584,0.091273954166696
"no",8,"A","L","V",0.0229263857305226,0.0190157120100566,0.140847323041309,0.350825330760214,0.203075497010625,0.0664550567299936,0.0909139421241864,0.105940752593093
"yes",9,"A","L","V",0.0241127583927817,0.0199553380714864,0.146566122782354,0.355813901625348,0.200141227032483,0.0645970186276814,0.0876679992912535,0.101145634176611
"no",9,"A","L","V",0.0205145677543249,0.0170922852319766,0.128817914431067,0.338835928128379,0.208806011050455,0.0704950862355594,0.0982440706804981,0.11719413648774
"yes",10,"A","L","V",0.0215788923032184,0.0179432757866993,0.134194368550805,0.344453243475379,0.206328480815576,0.0686681979048442,0.0948800958451349,0.111953445318343
"no",10,"A","L","V",0.0183517036173181,0.0153522428460699,0.117550085527176,0.325618728586455,0.213443715077883,0.0744213678001056,0.105792367091265,0.129469789453727
"yes",11,"A","L","V",0.0193060274903864,0.0161217765843412,0.122579298420844,0.331767464290278,0.211477421770297,0.0726541229163769,0.102336779104256,0.123757109423221
"no",11,"A","L","V",0.0164130505526734,0.0137803322663687,0.107045147298453,0.311394934093729,0.216884106797254,0.0781681263834741,0.113491056586969,0.142823246021079
"yes",12,"A","L","V",0.017268334168809,0.0144752497914248,0.111728040614886,0.317973560662216,0.215473752717915,0.0764908966091006,0.109976338024979,0.13661382741067
"no",12,"A","L","V",0.0146761327703001,0.0123621110626943,0.0972932436969974,0.296390037655474,0.219047575069791,0.0816668294732152,0.121258971176658,0.15730509909487
"yes",1,"L","L","V",0.0623652208866604,0.048031282723283,0.277623847251726,0.376312496298077,0.123695427878283,0.032386105714001,0.0394609791069808,0.0401246401409889
"no",1,"L","L","V",0.0533710415183179,0.0418074641375011,0.254392053787426,0.383703291805266,0.137235636641748,0.0369249725544568,0.0455681988706097,0.0469973406846744
"yes",2,"L","L","V",0.0560424729236859,0.0436796459823997,0.261685517351775,0.381848991199219,0.132966324814044,0.0354610353869476,0.043579373852344,0.0447366384895853
