"is_loaded","burst_date_mother","position_mother","position_ancestor","nature_ancestor","1","2","3","4","5"
"yes","6","L","L","F",0.0145885716453842,0.26354395441539,0.500278122555972,0.189290031596622,0.0322993197866316
"no","6","L","L","F",0.00617347591620382,0.132993784877026,0.456621476675333,0.330525014342982,0.073686248188455
"yes","7","L","L","F",0.195667668721878,0.667928102635933,0.119375101026306,0.0150019925034101,0.00202713511247343
"no","7","L","L","F",0.0926184455978551,0.633894539560965,0.233835778284486,0.0348335050191825,0.00481773153751119
"yes","9","L","L","F",0.0187782144697447,0.313694119120446,0.48705493494397,0.155302388785312,0.0251703426805271
"no","9","L","L","F",0.00796595204895736,0.164892320644768,0.482949662781461,0.286222337231835,0.0579697272929788
"yes","10","L","L","F",0.308302150807905,0.612332983260684,0.0699981343451365,0.00825932737029422,0.00110740421598032
"no","10","L","L","F",0.157553011380025,0.672009260201772,0.148399680243362,0.0194028249577464,0.0026352232170952
"yes","11","L","L","F",0.386365585684613,0.556118732031424,0.0508667892251835,0.00586470887382196,0.000784184184957293
"no","11","L","L","F",0.208978273591691,0.664047592891042,0.111272339910386,0.0138348842315288,0.00186690937535272
"yes","12","L","L","F",0.0581152515003684,0.558125459758998,0.319822872625258,0.0559914705676364,0.00794494554773861
"no","12","L","L","F",0.0252357347299324,0.37731272413018,0.45745449160613,0.121267815586901,0.0187292339468568
"yes","1","A","A","V",0.0994856825868301,0.642463574471882,0.221305062084568,0.032292817446788,0.00445286340993212
"no","1","A","A","V",0.044301152169152,0.502472875457031,0.369886654662946,0.0727918425814432,0.0105474751294274
"yes","2","A","A","V",0.18643394043922,0.669968626868177,0.12553864358018,0.0159070982423698,0.00215169087005385
"no","2","A","A","V",0.0877173621703581,0.626763455468771,0.243528875772789,0.0368774317075958,0.00511287488048584
"yes","3","A","A","V",0.999996092195432,3.75765110938175e-06,1.33684360803521e-07,1.45380986138477e-08,1.93099936041108e-09
"no","3","A","A","V",0.999990686637833,8.95550373614107e-06,3.18607873195376e-07,3.46484362312438e-08,4.60212135067195e-09
"yes","5","A","A","V",0.00342749733887445,0.0787279716867549,0.367208106832095,0.425011186738058,0.125625237404218
"no","5","A","A","V",0.00144100653631139,0.0347565596218617,0.218878125948238,0.489849334634637,0.255074973258952
"yes","6","A","A","V",0.0114841363529312,0.220674699229719,0.501645547554987,0.225397255274829,0.0407983615875334
"no","6","A","A","V",0.00485095031721935,0.107730381771656,0.423737390729555,0.371641485000854,0.0920397921807153
"yes","7","A","A","V",0.160298045717859,0.672148250288898,0.14595395095665,0.0190179581582012,0.00258179487839172
"no","7","A","A","V",0.0741589375512544,0.601651662755978,0.274204508919359,0.0438536343497795,0.00613125642362955
"yes","9","A","A","V",0.0147956131981243,0.266217566983713,0.499854627986982,0.187276930985167,0.0318552608460149
"no","9","A","A","V",0.00626184902401565,0.134627694673096,0.458338791899988,0.328055716563262,0.0727159478396385
"yes","10","A","A","V",0.259131751729213,0.64188656342794,0.0870760090526809,0.0104949105866332,0.00141076520353267
"no","10","A","A","V",0.127976912604371,0.664531267614832,0.179576928515482,0.0245591841667478,0.00335570709856725
"yes","11","A","A","V",0.330697389214241,0.597147360291841,0.0636978204721119,0.007458338798224,0.000999091223582216
"no","11","A","A","V",0.171716246596171,0.67192371437773,0.136436656227032,0.0175455497759288,0.00237783302313854
"yes","12","A","A","V",0.0461824719643407,0.511362634008352,0.362383473917877,0.0699689891899437,0.0101024309194867
"no","12","A","A","V",0.0199113736623373,0.325951424432616,0.482333437753414,0.148058618329317,0.0237451458223159
"yes","1","L","A","V",0.101882689739598,0.645102680897507,0.217194589767601,0.031483008579911,0.00433703101538396
"no","1","L","A","V",0.0454356297560638,0.507890402538752,0.365334896371104,0.0710643315790499,0.0102747397550306
"yes","2","L","A","V",0.190482744577829,0.669144864446873,0.12277711001008,0.015499688062289,0.00209559290292805
"no","2","L","A","V",0.0898591175421235,0.629991473540677,0.239211243367007,0.0359582060685476,0.0049799594816452
"yes","3","L","A","V",0.999996194291611,3.65947788738552e-06,1.30191679770242e-07,1.41582708890198e-08,1.88055082617211e-09
"no","3","L","A","V",0.999990929959542,8.72153154907185e-06,3.10283823967694e-07,3.37432012331718e-08,4.48188330892663e-09
"yes","5","L","A","V",0.00351912398150788,0.0806548282936725,0.371748573152167,0.421331495078743,0.122745979493909
"no","5","L","A","V",0.00147960753744242,0.0356529799933089,0.223005955687686,0.489784096498797,0.250077360282766
"yes","6","L","A","V",0.0117885918938402,0.22512289347047,0.502032037822001,0.221281629978593,0.0397748468350959
"no","6","L","A","V",0.00498043968898761,0.110273042955469,0.427642032368737,0.367253292528001,0.0898511924588054
"yes","7","L","A","V",0.163893596740776,0.672212807166167,0.142846287737259,0.0185327966756411,0.00251451168015626
"no","7","L","A","V",0.0759972209092044,0.605586308222433,0.269673847501898,0.0427705974917275,0.00597202587473722
"yes","9","L","A","V",0.0151865104674946,0.271206412565073,0.498971187823022,0.18358704842472,0.0310488407196901
"no","9","L","A","V",0.00642875707446423,0.137695717824113,0.461444586795614,0.323479998244127,0.0709509400616808
"yes","10","L","A","V",0.264246551255126,0.639107863308745,0.0850473535394205,0.0102242741602775,0.00137395773643012
"no","10","L","A","V",0.130960555186706,0.665867227229932,0.175966798528425,0.0239370977055605,0.0032683213493766
"yes","11","L","A","V",0.336583020180864,0.59301416079141,0.06216453021651,0.00726527477032124,0.000973014040894893
"no","11","L","A","V",0.175514379449323,0.671586082649051,0.133486574926065,0.0170971101179257,0.00231585285763591
"yes","12","L","A","V",0.0473627393822214,0.516702806275948,0.357791533294097,0.068301832059194,0.00984108898853986
"no","12","L","A","V",0.0204346249756134,0.331441811935289,0.480054002557938,0.144930433180097,0.0231391273510625
"yes","1","A","L","V",0.105424395924396,0.648698142310139,0.211351036431264,0.0303509468198441,0.00417547851435607
"no","1","A","L","V",0.0471180354768676,0.515610157260412,0.358736336717851,0.0686412624302245,0.0098942081146447
"yes","2","A","L","V",0.196430786314098,0.667734324059759,0.118886618550729,0.0149309072566022,0.00201736381881168
"no","2","A","L","V",0.0930261462072198,0.634447788378814,0.233058785418855,0.0346727064931053,0.00479457350200674
"yes","3","A","L","V",0.999996336646458,3.52259290026247e-06,1.25321762745045e-07,1.36286714136347e-08,1.81020709533186e-09
"no","3","A","L","V",0.999991269228227,8.39529909724135e-06,2.98677430676797e-07,3.24810074392445e-08,4.31423785585139e-09
"yes","5","A","L","V",0.00365537483375774,0.0835044244738167,0.378234251223823,0.415906377301851,0.118699572166752
"no","5","A","L","V",0.00153701569138342,0.036982936307133,0.229022857487476,0.489461095075873,0.242996095438134
"yes","6","A","L","V",0.012241080836207,0.231631477605578,0.502357914821446,0.215425439155852,0.0383440875809169
"no","6","A","L","V",0.00517297497633622,0.114025328449953,0.433141299197159,0.360878486208896,0.0867819111676555
"yes","7","A","L","V",0.169184885375715,0.672078939006195,0.138460194487462,0.0178552989577024,0.00242068217292535
"no","7","A","L","V",0.0787179506121057,0.61108150823811,0.263195469863675,0.0412551490410377,0.0057499222450722
"yes","9","A","L","V",0.0157673428783248,0.278479924329952,0.497473263723635,0.178357281673186,0.0299221873949024
"no","9","A","L","V",0.00667690612926024,0.142214269745832,0.465746236496102,0.316883879899112,0.0684787077296948
"yes","10","A","L","V",0.271724800338135,0.634907179856888,0.0821987827779402,0.00984660523198055,0.00132263179505598
"no","10","A","L","V",0.135360736155037,0.66756915989891,0.17085564708074,0.0230680048537626,0.00314645201155006
"yes","11","A","L","V",0.345148079713724,0.5869036315665,0.0600157147654238,0.00699592214061784,0.000936651813734479
"no","11","A","L","V",0.181099581304242,0.670873589314224,0.129326443398525,0.0164709662071684,0.00222941977584012
"yes","12","A","L","V",0.049112831375278,0.524303094858512,0.351143635137441,0.065963974520784,0.00947646410798531
"no","12","A","L","V",0.0212118565750939,0.339407266843392,0.476574558160251,0.14051343212892,0.0222928862923427
"yes","1","L","L","V",0.107947338081233,0.651050909408578,0.207347017540167,0.0295879027092275,0.00406683226079474
"no","1","L","L","V",0.048321001439177,0.520910262789524,0.354127853294984,0.06700268217924,0.00963820029707541
"yes","2","L","L","V",0.200643150722224,0.666599688552359,0.116244373872567,0.0145480257792072,0.00196476107364274
"no","2","L","L","V",0.0952839852919805,0.637406783948954,0.228833411941573,0.0338059249232328,0.00466989389425998
"yes","3","L","L","V",0.999996432356077,3.43056083929039e-06,1.2204756627554e-07,1.32726042378906e-08,1.76291337083967e-09
"no","3","L","L","V",0.999991497329257,8.17596273106069e-06,2.90874091590787e-07,3.16323991444989e-08,4.20152090896408e-09
"yes","5","L","L","V",0.0037530703410539,0.0855362030177885,0.382697147524822,0.412055583394276,0.11595799572206
"no","5","L","L","V",0.00157818447561614,0.0379343192095965,0.233250001969066,0.489078015590905,0.238159478754817
"yes","6","L","L","V",0.0125653486236976,0.236221960926738,0.502423741690455,0.211409204572333,0.0373797441867763
"no","6","L","L","V",0.00531101447246646,0.116694902583367,0.436870143779022,0.356417265522891,0.0847066736422538
"yes","7","L","L","V",0.172938718225629,0.671828518700797,0.135476052934992,0.0173991223898864,0.00235758774869599
"no","7","L","L","V",0.0806593992166049,0.614776147335949,0.258731165403438,0.040232748792371,0.00560053925163673
"yes","9","L","L","V",0.0161834913429808,0.283591239526711,0.496277579896254,0.174784460045872,0.0291632291881819
"no","9","L","L","V",0.0068548011108702,0.145422464544284,0.468611319905342,0.312302275582007,0.0668091388574976
"yes","10","L","L","V",0.276995231181395,0.631853761731146,0.0802704060839781,0.00959248020337156,0.00128812080010887
"no","10","L","L","V",0.138489185446914,0.668596164959394,0.167367583254459,0.0224825676341154,0.00306449870511649
"yes","11","L","L","V",0.351155962601975,0.582553305782655,0.0585638052593962,0.00681472348809931,0.000912202867874745
"no","11","L","L","V",0.18505888989016,0.670221991342611,0.126498402986811,0.0160494160769403,0.00217129970347651
"yes","12","L","L","V",0.0503640344567333,0.529514682795385,0.346506732546093,0.0643833857646382,0.00923116443715022
"no","12","L","L","V",0.0217685242377989,0.344976962182389,0.474024435750207,0.137506970489369,0.0217231073402365
"yes","4","A","A","F",0,0,0,0,0
"no","4","A","A","F",0,0,0,0,0
"yes","8","A","A","F",0,0,0,0,0
"no","8","A","A","F",0,0,0,0,0
"yes","4","L","A","F",0,0,0,0,0
"no","4","L","A","F",0,0,0,0,0
"yes","8","L","A","F",0,0,0,0,0
"no","8","L","A","F",0,0,0,0,0
"yes","4","A","L","F",0,0,0,0,0
"no","4","A","L","F",0,0,0,0,0
"yes","8","A","L","F",0,0,0,0,0
"no","8","A","L","F",0,0,0,0,0
"yes","4","L","L","F",0,0,0,0,0
"no","4","L","L","F",0,0,0,0,0
"yes","8","L","L","F",0,0,0,0,0
"no","8","L","L","F",0,0,0,0,0
"yes","4","A","A","V",0,0,0,0,0
"no","4","A","A","V",0,0,0,0,0
"yes","8","A","A","V",0,0,0,0,0
"no","8","A","A","V",0,0,0,0,0
"yes","4","L","A","V",0,0,0,0,0
"no","4","L","A","V",0,0,0,0,0
"yes","8","L","A","V",0,0,0,0,0
"no","8","L","A","V",0,0,0,0,0
"yes","4","A","L","V",0,0,0,0,0
"no","4","A","L","V",0,0,0,0,0
"yes","8","A","L","V",0,0,0,0,0
"no","8","A","L","V",0,0,0,0,0
"yes","4","L","L","V",0,0,0,0,0
"no","4","L","L","V",0,0,0,0,0
"yes","8","L","L","V",0,0,0,0,0
"no","8","L","L","V",0,0,0,0,0
