"is_loaded","burst_date_mother","position_mother","nature_mother","3","4","5","6","7","8","9","10","11","12","13","14","15","17"
"yes",1,"A","F",0.000413955513166859,0.000828787130508859,0.00343540226797178,0.0202905330064006,0.00839635470312337,0.0252739655047791,0.096405958071136,0.258802122645352,0.0609810501802659,0.208864655731943,0.193279678625323,0.0812120496084118,0.0362839768705859,0.00553151014103148
"no",1,"A","F",0.00231973712846403,0.00461790160381811,0.0187729498567418,0.0999934822830847,0.0366312932697259,0.0967807376169064,0.248331027926864,0.29110584257202,0.0368737008316119,0.088445070947533,0.0517510238835671,0.0166644422070221,0.00672307808985895,0.00098971178278251
"yes",2,"A","F",0.00031005238401102,0.000620954723464199,0.00257667597267824,0.0153098641967721,0.00638133818788885,0.0193733542683578,0.0762475821177286,0.225058720133243,0.0578643085339947,0.21440012872713,0.224091185036885,0.102703466589238,0.0476900722679662,0.00737229686064267
"no",2,"A","F",0.00173831332508338,0.00346649928087995,0.0141755056700847,0.0778302770257032,0.0295317203372268,0.0808189097167535,0.227967075995101,0.312505582816795,0.0437093159731476,0.109136062777415,0.0668348101944587,0.0220139575763552,0.0089508914923162,0.00132107781867929
"yes",3,"A","F",0.000232222955579669,0.000465191251781126,0.00193188048301865,0.0115304702913996,0.00483238199477543,0.0147667593826838,0.0595563930043975,0.190355270409607,0.0528105977829885,0.211508737686476,0.251934988058391,0.127885493313521,0.0623699979794942,0.00981961540588738
"no",3,"A","F",0.00130242856599574,0.00260066781278493,0.0106822113239003,0.0600391883346083,0.0234153940335747,0.0659535438173957,0.202230277335477,0.32354376789695,0.050304745198912,0.131833120341529,0.0854463809753239,0.0289796618071295,0.0119054196381405,0.00176319291827853
"yes",4,"A","F",0.000173926891080662,0.000348473035915118,0.00144803603817674,0.00867195155991122,0.00364938915473186,0.0112071242437331,0.0460635988770871,0.157176054457899,0.0465135899171498,0.200624390881309,0.273765456652401,0.156244295163444,0.0810450597307925,0.0130686533963684
"no",4,"A","F",0.0009757357530446,0.0019502442165762,0.00803741826443062,0.0459916309544425,0.0183221478637367,0.0528152575918514,0.173953782437315,0.32273945947876,0.0559647906632351,0.155253372857377,0.107852639945075,0.037975709813461,0.0158148914304891,0.0023529187302056
"yes",5,"A","F",0.000130263266057865,0.000261024561656356,0.00108514435233031,0.00651523433479284,0.00275029746233996,0.00847775862937526,0.0353555661127336,0.127169782767339,0.0397012997051216,0.183308897365374,0.286838870348329,0.1865839134379,0.104448102233909,0.0173738454227415
