"is_loaded","burst_date_mother","position_mother","position_ancestor","nature_ancestor","probas"
"yes","1","A","A","F",1.45418101227747
"no","1","A","A","F",1.59850008881945
"yes","2","A","A","F",1.36443087824747
"no","2","A","A","F",1.49984277174045
"yes","3","A","A","F",1.35093534206777
"no","3","A","A","F",1.4850078814484
"yes","8","A","A","F",1.25916488307771
"no","8","A","A","F",1.38412973381198
"yes","9","A","A","F",1.20508204144376
"no","9","A","A","F",1.32467948214071
"yes","10","A","A","F",1.25541242913497
"no","10","A","A","F",1.3800048704627
"yes","11","A","A","F",1.17097560404626
"no","11","A","A","F",1.28718817758583
"yes","12","A","A","F",1.40345473423671
"no","12","A","A","F",1.54273952031454
"yes","1","L","A","F",1.05375063769874
"no","1","L","A","F",1.1583293095795
"yes","2","L","A","F",0.98871453822475
"no","2","L","A","F",1.08683875241508
"yes","3","L","A","F",0.978935198695915
"no","3","L","A","F",1.07608886985338
"yes","8","L","A","F",0.912435100794602
"no","8","L","A","F",1.00298902086328
"yes","9","L","A","F",0.873244774157703
"no","9","L","A","F",0.959909280390096
"yes","10","L","A","F",0.909715940867668
"no","10","L","A","F",0.999999999999976
"yes","11","L","A","F",0.848530051675554
"no","11","L","A","F",0.932741764276686
"yes","12","L","A","F",1.01699259493636
"no","12","L","A","F",1.11792324312394
"yes","1","A","L","F",1.39754367007893
"no","1","A","L","F",1.53624181713904
"yes","2","A","L","F",1.31128911810543
"no","2","A","L","F",1.44142699847022
"yes","3","A","L","F",1.29831920514203
"no","3","A","L","F",1.42716989646646
"yes","8","A","L","F",1.21012301568627
"no","8","A","L","F",1.33022074399625
"yes","9","A","L","F",1.15814658885408
"no","9","A","L","F",1.27308595664426
"yes","10","A","L","F",1.20651671206199
"no","10","A","L","F",1.32625653554143
"yes","11","A","L","F",1.12536852663803
"no","11","A","L","F",1.23705486084442
"yes","12","A","L","F",1.34879307563161
"no","12","A","L","F",1.48265300742683
"yes","1","L","L","F",1.01270923022925
"no","1","L","L","F",1.11321477917967
"yes","2","L","L","F",0.950206152291141
"no","2","L","L","F",1.04450863132599
"yes","3","L","L","F",0.940807697806667
"no","3","L","L","F",1.03417743445204
"yes","8","L","L","F",0.87689764115144
"no","8","L","L","F",0.963924673360184
"yes","9","L","L","F",0.839233696664952
"no","9","L","L","F",0.922522799660395
"yes","10","L","L","F",0.874284386878598
"no","10","L","L","F",0.961052068676189
"yes","11","L","L","F",0.815481561496724
"no","11","L","L","F",0.896413402098809
"yes","12","L","L","F",0.977382837191975
"no","12","L","L","F",1.07438244542549
"yes","1","A","A","V",1.55366620920751
"no","1","A","A","V",1.70785861763137
"yes","2","A","A","V",1.4577759800428
"no","2","A","A","V",1.60245183639672
"yes","3","A","A","V",1.44335717085707
"no","3","A","A","V",1.586602043579
"yes","8","A","A","V",1.34530839980826
"no","8","A","A","V",1.47882249763052
"yes","9","A","A","V",1.28752557715058
"no","9","A","A","V",1.4153050631635
"yes","10","A","A","V",1.34129922843054
"no","10","A","A","V",1.47441543912181
"yes","11","A","A","V",1.25108580874929
"no","11","A","A","V",1.37524885796329
"yes","12","A","A","V",1.49946958344675
"no","12","A","A","V",1.64828328941511
"yes","1","L","A","V",1.12584110568142
"no","1","L","A","V",1.23757434063164
"yes","2","L","A","V",1.05635567761003
"no","2","L","A","V",1.16119288467395
"yes","3","L","A","V",1.04590730203227
"no","3","L","A","V",1.14970756809502
"yes","8","L","A","V",0.974857718695701
"no","8","L","A","V",1.07160672348544
"yes","9","L","A","V",0.932986255852025
"no","9","L","A","V",1.02557975950398
"yes","10","L","A","V",0.971952532298519
"no","10","L","A","V",1.06841321409787
"yes","11","L","A","V",0.906580719769335
"no","11","L","A","V",0.996553626294199
"yes","12","L","A","V",1.08656832706972
"no","12","L","A","V",1.1944039653008
"yes","1","A","L","V",1.49315412439121
"no","1","A","L","V",1.64134105748112
"yes","2","A","L","V",1.40099862128662
"no","2","A","L","V",1.54003965232306
"yes","3","A","L","V",1.38714139489083
"no","3","A","L","V",1.5248071761475
"yes","8","A","L","V",1.29291142064321
"no","8","A","L","V",1.42122542055273
"yes","9","A","L","V",1.2373791193941
"no","9","A","L","V",1.36018185876119
"yes","10","A","L","V",1.28905839819698
"no","10","A","L","V",1.41699000785616
"yes","11","A","L","V",1.20235860458996
"no","11","A","L","V",1.32168575989022
"yes","12","A","L","V",1.44106834508856
"no","12","A","L","V",1.58408606505682
"yes","1","L","L","V",1.08199192361584
"no","1","L","L","V",1.18937338020463
"yes","2","L","L","V",1.01521280922498
"no","2","L","L","V",1.11596682394799
"yes","3","L","L","V",1.00517137626167
"no","3","L","L","V",1.10492883669042
"yes","8","L","L","V",0.936889027217475
"no","8","L","L","V",1.02986985841302
"yes","9","L","L","V",0.896648371233062
"no","9","L","L","V",0.985635549463755
"yes","10","L","L","V",0.934096991820574
"no","10","L","L","V",1.02680072960976
"yes","11","L","L","V",0.871271276156288
"no","11","L","L","V",0.95773992409682
"yes","12","L","L","V",1.0442487384884
"no","12","L","L","V",1.1478844016874
