"is_loaded","position_mother","nature_mother","probas"
"yes","A","F",1.80841010021201
"no","A","F",2.32205762436325
"yes","L","F",0.917342493554279
"no","L","F",1.17789771858738
"yes","A","V",1.54255916298066
"no","A","V",1.98069633929312
"yes","L","V",0.782485714306609
"no","L","V",1.00473721013169
