CodeUC,Days,TTS,Length,Pheno_stage,Date
3-BM-cog-F-B14-2-A,5,55.81,4.92393093729,0,2010-07-25 00:00:00
3-BM-cog-F-B8-1-A,2,26.71,1.93050714065,0,2010-07-25 00:00:00
3-BM-cog-F-B9-1-A,7,74.215,7.75297641425,0,2010-07-25 00:00:00
3-BM-cog-F-F4-1-A,3,37.71,3.43739166533,0,2010-07-25 00:00:00
3-BM-cog-F-B10-1-L,8,82.685,4.84706190562,0,2010-07-26 00:00:00
3-BM-cog-F-B14-1-L,13,127.61,10.9255697211,1,2010-07-26 00:00:00
3-BM-cog-F-B14-2-A,6,64.28,5.70183284772,0,2010-07-26 00:00:00
3-BM-cog-F-B8-1-A,3,35.18,2.25563661618,0,2010-07-26 00:00:00
3-BM-cog-F-B9-1-A,8,82.685,8.65353899665,0,2010-07-26 00:00:00
3-BM-cog-F-F4-1-A,4,46.18,3.96878438791,0,2010-07-26 00:00:00
3-BM-cog-F-B10-1-L,9,89.305,5.39846474015,1,2010-07-27 00:00:00
3-BM-cog-F-B14-1-L,14,134.23,11.3954931573,1,2010-07-27 00:00:00
3-BM-cog-F-B14-2-A,7,70.9,6.38077061512,0,2010-07-27 00:00:00
3-BM-cog-F-B8-1-A,4,41.8,2.54422916088,0,2010-07-27 00:00:00
3-BM-cog-F-B9-1-A,9,89.305,9.38798848829,1,2010-07-27 00:00:00
3-BM-cog-F-F4-1-A,5,52.8,4.43003587171,0,2010-07-27 00:00:00
3-BM-cog-F-B10-1-L,10,95.26,5.93511142182,1,2010-07-28 00:00:00
3-BM-cog-F-B14-1-L,15,140.185,11.7988523147,1,2010-07-28 00:00:00
3-BM-cog-F-B14-2-A,8,76.855,7.04778852383,0,2010-07-28 00:00:00
3-BM-cog-F-B8-1-A,5,47.755,2.83224467693,0,2010-07-28 00:00:00
3-BM-cog-F-B9-1-A,10,95.26,10.067101029,1,2010-07-28 00:00:00
3-BM-cog-F-F4-1-A,6,58.755,4.8809041648,0,2010-07-28 00:00:00
3-BM-cog-F-B10-1-L,11,102.525,6.64271217453,1,2010-07-29 00:00:00
3-BM-cog-F-B14-1-L,16,147.45,12.2640275499,1,2010-07-29 00:00:00
3-BM-cog-F-B14-2-A,9,84.12,7.93686248241,0,2010-07-29 00:00:00
3-BM-cog-F-B8-1-A,6,55.02,3.22324554533,0,2010-07-29 00:00:00
3-BM-cog-F-B9-1-A,11,102.525,10.9130412424,1,2010-07-29 00:00:00
3-BM-cog-F-F3-1-A,1,13.22,1.55427564063,0,2010-07-29 00:00:00
3-BM-cog-F-F4-1-A,7,66.02,5.47837835133,0,2010-07-29 00:00:00
3-BM-cog-F-F7-1-A,1,13.22,2.72717316666,0,2010-07-29 00:00:00
3-BM-cog-F-B10-1-L,12,109.665,7.39471695506,1,2010-07-30 00:00:00
3-BM-cog-F-B11-1-A,1,14.405,1.46544950375,0,2010-07-30 00:00:00
3-BM-cog-F-B14-1-L,17,154.59,12.6908092343,1,2010-07-30 00:00:00
3-BM-cog-F-B14-2-A,10,91.26,8.8938702219,1,2010-07-30 00:00:00
3-BM-cog-F-B8-1-A,7,62.16,3.65346667851,0,2010-07-30 00:00:00
3-BM-cog-F-B9-1-A,12,109.665,11.7556407176,1,2010-07-30 00:00:00
3-BM-cog-F-F3-1-A,2,20.36,1.77470485603,0,2010-07-30 00:00:00
3-BM-cog-F-F4-1-A,8,73.16,6.11708759594,0,2010-07-30 00:00:00
3-BM-cog-F-F7-1-A,2,20.36,3.09652678941,0,2010-07-30 00:00:00
3-BM-cog-F-B10-1-L,13,118.125,8.35656395958,1,2010-07-31 00:00:00
3-BM-cog-F-B11-1-A,2,22.865,1.70636108332,0,2010-07-31 00:00:00
3-BM-cog-F-B14-1-L,18,163.05,13.1562982695,1,2010-07-31 00:00:00
3-BM-cog-F-B14-2-A,11,99.72,10.1365520189,1,2010-07-31 00:00:00
3-BM-cog-F-B8-1-A,8,70.62,4.22711465398,0,2010-07-31 00:00:00
3-BM-cog-F-B9-1-A,13,118.125,12.7570928439,1,2010-07-31 00:00:00
3-BM-cog-F-B9-2-L,1,15.6,2.9806068218,0,2010-07-31 00:00:00
3-BM-cog-F-F3-1-A,3,28.82,2.07372091325,0,2010-07-31 00:00:00
3-BM-cog-F-F4-1-A,9,81.62,6.93969937941,0,2010-07-31 00:00:00
3-BM-cog-F-F7-1-A,3,28.82,3.59100709646,0,2010-07-31 00:00:00
3-BM-cog-F-B10-1-L,14,124.545,9.135164116,1,2010-08-01 00:00:00
3-BM-cog-F-B11-1-A,3,29.285,1.91236277644,0,2010-08-01 00:00:00
3-BM-cog-F-B14-1-L,19,169.47,13.480289343,1,2010-08-01 00:00:00
3-BM-cog-F-B14-2-A,12,106.14,11.1581370772,1,2010-08-01 00:00:00
3-BM-cog-F-B8-1-A,9,77.04,4.71190073032,0,2010-08-01 00:00:00
3-BM-cog-F-B9-1-A,14,124.545,13.5113074822,1,2010-08-01 00:00:00
3-BM-cog-F-B9-2-L,2,22.02,3.32469436156,0,2010-08-01 00:00:00
3-BM-cog-F-F3-1-A,4,35.24,2.33107982391,0,2010-08-01 00:00:00
3-BM-cog-F-F4-1-A,10,88.04,7.61030295304,1,2010-08-01 00:00:00
3-BM-cog-F-F7-1-A,4,35.24,4.01067453086,0,2010-08-01 00:00:00
3-BM-cog-F-B10-1-L,15,131.215,9.98503898952,1,2010-08-02 00:00:00
3-BM-cog-F-B11-1-A,4,35.955,2.14941167091,0,2010-08-02 00:00:00
3-BM-cog-F-B14-1-L,20,176.14,13.7905300432,1,2010-08-02 00:00:00
3-BM-cog-F-B14-2-A,13,112.81,12.2896005138,1,2010-08-02 00:00:00
3-BM-cog-F-B8-1-A,10,83.71,5.26332344092,0,2010-08-02 00:00:00
3-BM-cog-F-B9-1-A,15,131.215,14.2826936396,1,2010-08-02 00:00:00
3-BM-cog-F-B9-2-L,3,28.69,3.71664746077,0,2010-08-02 00:00:00
3-BM-cog-F-F3-1-A,5,41.91,2.62915326813,0,2010-08-02 00:00:00
3-BM-cog-F-F4-1-A,11,94.71,8.34715847801,1,2010-08-02 00:00:00
3-BM-cog-F-F7-1-A,5,41.91,4.4900288161,0,2010-08-02 00:00:00
3-BM-cog-F-B10-1-L,16,137.5,10.8200531222,1,2010-08-03 00:00:00
3-BM-cog-F-B11-1-A,5,42.24,2.39575186858,0,2010-08-03 00:00:00
3-BM-cog-F-B14-1-L,21,182.425,14.0589269648,1,2010-08-03 00:00:00
3-BM-cog-F-B14-2-A,14,119.095,13.418282405,1,2010-08-03 00:00:00
3-BM-cog-F-B8-1-A,11,89.995,5.82920226009,1,2010-08-03 00:00:00
3-BM-cog-F-B9-1-A,16,137.5,14.9927306726,1,2010-08-03 00:00:00
3-BM-cog-F-B9-2-L,4,34.975,4.11950676032,0,2010-08-03 00:00:00
3-BM-cog-F-F3-1-A,6,48.195,2.94111710633,0,2010-08-03 00:00:00
3-BM-cog-F-F4-1-A,12,100.995,9.0761233226,1,2010-08-03 00:00:00
3-BM-cog-F-F7-1-A,6,48.195,4.98417857211,0,2010-08-03 00:00:00
3-BM-cog-F-B10-1-L,17,144.035,11.7183747907,1,2010-08-04 00:00:00
3-BM-cog-F-B11-1-A,6,48.775,2.67699626528,0,2010-08-04 00:00:00
3-BM-cog-F-B14-1-L,22,188.96,14.3143072315,2,2010-08-04 00:00:00
3-BM-cog-F-B14-2-A,15,125.63,14.6517995501,1,2010-08-04 00:00:00
3-BM-cog-F-B8-1-A,12,96.53,6.46651744064,1,2010-08-04 00:00:00
3-BM-cog-F-B9-1-A,17,144.035,15.708591428,1,2010-08-04 00:00:00
3-BM-cog-F-B9-2-L,5,41.51,4.57398976072,0,2010-08-04 00:00:00
3-BM-cog-F-F3-1-A,7,54.73,3.30006487576,0,2010-08-04 00:00:00
3-BM-cog-F-F4-1-A,13,107.53,9.86594103958,1,2010-08-04 00:00:00
3-BM-cog-F-F7-1-A,7,54.73,5.54343193881,0,2010-08-04 00:00:00
3-BM-cog-F-B10-1-L,18,150.32,12.6056595583,1,2010-08-05 00:00:00
3-BM-cog-F-B11-1-A,7,55.06,2.97287493085,0,2010-08-05 00:00:00
3-BM-cog-F-B14-1-L,23,195.245,14.5382003684,2,2010-08-05 00:00:00
3-BM-cog-F-B14-2-A,16,131.915,15.8902355465,1,2010-08-05 00:00:00
3-BM-cog-F-B8-1-A,13,102.815,7.12714334939,1,2010-08-05 00:00:00
3-BM-cog-F-B9-1-A,18,150.32,16.3713053485,1,2010-08-05 00:00:00
3-BM-cog-F-B9-2-L,6,47.795,5.0459559022,0,2010-08-05 00:00:00
3-BM-cog-F-F3-1-A,8,61.015,3.68093025783,0,2010-08-05 00:00:00
3-BM-cog-F-F4-1-A,14,113.815,10.6517997006,1,2010-08-05 00:00:00
3-BM-cog-F-F7-1-A,8,61.015,6.12620802549,0,2010-08-05 00:00:00
3-BM-cog-F-B10-1-L,19,157.205,13.5965889885,1,2010-08-06 00:00:00
3-BM-cog-F-B11-1-A,8,61.945,3.32679851254,0,2010-08-06 00:00:00
3-BM-cog-F-B14-1-L,24,202.13,14.7604220024,2,2010-08-06 00:00:00
3-BM-cog-F-B14-2-A,17,138.8,17.2975258745,1,2010-08-06 00:00:00
3-BM-cog-F-B8-1-A,14,109.7,7.9044133528,1,2010-08-06 00:00:00
3-BM-cog-F-B9-1-A,19,157.205,17.0642410573,1,2010-08-06 00:00:00
3-BM-cog-F-B9-2-L,7,54.68,5.60237915221,0,2010-08-06 00:00:00
3-BM-cog-F-F3-1-A,9,67.9,4.14093767243,0,2010-08-06 00:00:00
3-BM-cog-F-F4-1-A,15,120.7,11.5362814739,1,2010-08-06 00:00:00
3-BM-cog-F-F7-1-A,9,67.9,6.8159144114,0,2010-08-06 00:00:00
3-BM-cog-F-B10-1-L,20,165.405,14.7908670037,1,2010-08-07 00:00:00
3-BM-cog-F-B11-1-A,9,70.145,3.79028780117,0,2010-08-07 00:00:00
3-BM-cog-F-B14-1-L,25,210.33,14.9958628424,2,2010-08-07 00:00:00
3-BM-cog-F-B14-2-A,18,147.0,19.0285087647,1,2010-08-07 00:00:00
3-BM-cog-F-B8-1-A,15,117.9,8.90155523341,1,2010-08-07 00:00:00
3-BM-cog-F-B9-1-A,20,165.405,17.839836327,1,2010-08-07 00:00:00
3-BM-cog-F-B9-2-L,8,62.88,6.31798719276,0,2010-08-07 00:00:00
3-BM-cog-F-F3-1-A,10,76.1,4.75076268299,0,2010-08-07 00:00:00
3-BM-cog-F-F4-1-A,16,128.9,12.6119617194,1,2010-08-07 00:00:00
3-BM-cog-F-F7-1-A,10,76.1,7.70716961063,0,2010-08-07 00:00:00
3-BM-cog-F-B10-1-L,21,172.77,15.8646335301,1,2010-08-08 00:00:00
3-BM-cog-F-B11-1-A,10,77.51,4.24612566282,0,2010-08-08 00:00:00
3-BM-cog-F-B14-1-L,26,217.695,15.1824706556,2,2010-08-08 00:00:00
3-BM-cog-F-B14-2-A,19,154.365,20.6184026984,1,2010-08-08 00:00:00
3-BM-cog-F-B8-1-A,16,125.265,9.86000363556,1,2010-08-08 00:00:00
3-BM-cog-F-B9-1-A,21,172.77,18.487316384,1,2010-08-08 00:00:00
3-BM-cog-F-B9-2-L,9,70.245,7.00772514372,0,2010-08-08 00:00:00
3-BM-cog-F-F3-1-A,11,83.465,5.35887612724,0,2010-08-08 00:00:00
3-BM-cog-F-F4-1-A,17,136.265,13.5882673177,1,2010-08-08 00:00:00
3-BM-cog-F-F7-1-A,11,83.465,8.57074635656,0,2010-08-08 00:00:00
3-BM-cog-F-B10-1-L,22,180.86,17.031523587,1,2010-08-09 00:00:00
3-BM-cog-F-B11-1-A,11,85.6,4.789767469,0,2010-08-09 00:00:00
3-BM-cog-F-B14-1-L,27,225.785,15.3628935286,2,2010-08-09 00:00:00
3-BM-cog-F-B14-2-A,20,162.455,22.3834247843,1,2010-08-09 00:00:00
3-BM-cog-F-B8-1-A,17,133.355,10.9752690428,1,2010-08-09 00:00:00
3-BM-cog-F-B9-1-A,22,180.86,19.1430178345,1,2010-08-09 00:00:00
3-BM-cog-F-B9-2-L,10,78.335,7.81266781395,0,2010-08-09 00:00:00
3-BM-cog-F-F3-1-A,12,91.555,6.09520107538,1,2010-08-09 00:00:00
3-BM-cog-F-F4-1-A,18,144.355,14.6592304424,1,2010-08-09 00:00:00
3-BM-cog-F-F7-1-A,12,91.555,9.5842475255,1,2010-08-09 00:00:00
3-BM-cog-F-B10-1-L,23,190.02,18.3195731604,2,2010-08-10 00:00:00
3-BM-cog-F-B11-1-A,12,94.76,5.45772523629,1,2010-08-10 00:00:00
3-BM-cog-F-B14-1-L,28,234.945,15.5394164813,2,2010-08-10 00:00:00
3-BM-cog-F-B14-2-A,21,171.615,24.3783007092,1,2010-08-10 00:00:00
3-BM-cog-F-B8-1-A,18,142.515,12.3058115355,1,2010-08-10 00:00:00
3-BM-cog-F-B9-1-A,23,190.02,19.814817335,2,2010-08-10 00:00:00
3-BM-cog-F-B9-2-L,11,87.495,8.77631342518,1,2010-08-10 00:00:00
3-BM-cog-F-F3-1-A,13,100.715,7.01682508585,1,2010-08-10 00:00:00
3-BM-cog-F-F4-1-A,19,153.515,15.8536503818,1,2010-08-10 00:00:00
3-BM-cog-F-F7-1-A,13,100.715,10.8056977051,1,2010-08-10 00:00:00
3-BM-cog-F-B10-1-L,24,198.03,19.4030798186,2,2010-08-11 00:00:00
3-BM-cog-F-B11-1-A,13,102.77,6.08422623105,1,2010-08-11 00:00:00
3-BM-cog-F-B14-1-L,29,242.955,15.6723838452,2,2010-08-11 00:00:00
3-BM-cog-F-B14-2-A,22,179.625,26.0955681912,1,2010-08-11 00:00:00
3-BM-cog-F-B8-1-A,19,150.525,13.5156651729,1,2010-08-11 00:00:00
3-BM-cog-F-B9-1-A,24,198.03,20.3419297675,2,2010-08-11 00:00:00
3-BM-cog-F-B9-2-L,12,95.505,9.65570837192,1,2010-08-11 00:00:00
3-BM-cog-F-F3-1-A,14,108.725,7.89869133749,1,2010-08-11 00:00:00
3-BM-cog-F-F4-1-A,20,161.525,16.8685061712,1,2010-08-11 00:00:00
3-BM-cog-F-F7-1-A,14,108.725,11.9281636157,1,2010-08-11 00:00:00
3-BM-cog-F-B10-1-L,25,206.31,20.4694074036,2,2010-08-12 00:00:00
3-BM-cog-F-B11-1-A,14,111.05,6.76857323423,1,2010-08-12 00:00:00
3-BM-cog-F-B14-1-L,30,251.235,15.7913984018,2,2010-08-12 00:00:00
3-BM-cog-F-B14-2-A,23,187.905,27.8217566324,1,2010-08-12 00:00:00
3-BM-cog-F-B8-1-A,20,158.805,14.7970089107,1,2010-08-12 00:00:00
3-BM-cog-F-B9-1-A,25,206.31,20.8299876593,2,2010-08-12 00:00:00
3-BM-cog-F-B9-2-L,13,103.785,10.5903645747,1,2010-08-12 00:00:00
3-BM-cog-F-F3-1-A,15,117.005,8.88187809566,1,2010-08-12 00:00:00
3-BM-cog-F-F4-1-A,21,169.805,17.8764233038,1,2010-08-12 00:00:00
3-BM-cog-F-F7-1-A,15,117.005,13.129417928,1,2010-08-12 00:00:00
3-BM-cog-F-B10-1-L,26,212.605,21.2379341664,2,2010-08-13 00:00:00
3-BM-cog-F-B11-1-A,15,117.345,7.30996690997,1,2010-08-13 00:00:00
3-BM-cog-F-B14-1-L,31,257.53,15.8707561606,2,2010-08-13 00:00:00
3-BM-cog-F-B14-2-A,24,194.2,29.0887466939,2,2010-08-13 00:00:00
3-BM-cog-F-B8-1-A,21,165.1,15.7822049492,1,2010-08-13 00:00:00
3-BM-cog-F-B9-1-A,26,212.605,21.16434493,2,2010-08-13 00:00:00
3-BM-cog-F-B9-2-L,14,110.08,11.3113188975,1,2010-08-13 00:00:00
3-BM-cog-F-F3-1-A,16,123.3,9.67483820511,1,2010-08-13 00:00:00
3-BM-cog-F-F4-1-A,22,176.1,18.6085521851,1,2010-08-13 00:00:00
3-BM-cog-F-F7-1-A,16,123.3,14.0618807712,1,2010-08-13 00:00:00
3-BM-cog-F-B10-1-L,27,219.125,21.9919285737,2,2010-08-14 00:00:00
3-BM-cog-F-B11-1-A,16,123.865,7.88596633098,1,2010-08-14 00:00:00
3-BM-cog-F-B14-1-L,32,264.05,15.9439231319,2,2010-08-14 00:00:00
3-BM-cog-F-B14-2-A,25,200.72,30.3508975977,2,2010-08-14 00:00:00
3-BM-cog-F-B8-1-A,22,171.62,16.8038714517,1,2010-08-14 00:00:00
3-BM-cog-F-B9-1-A,27,219.125,21.4791854706,2,2010-08-14 00:00:00
3-BM-cog-F-B9-2-L,15,116.6,12.0611006433,1,2010-08-14 00:00:00
3-BM-cog-F-F3-1-A,17,129.82,10.5336037072,1,2010-08-14 00:00:00
3-BM-cog-F-F4-1-A,23,182.62,19.3315287006,1,2010-08-14 00:00:00
3-BM-cog-F-F7-1-A,17,129.82,15.0370975425,1,2010-08-14 00:00:00
3-BM-cog-F-B10-1-L,28,226.775,22.8190561136,2,2010-08-15 00:00:00
3-BM-cog-F-B11-1-A,17,131.515,8.57589646796,1,2010-08-15 00:00:00
3-BM-cog-F-B14-1-L,33,271.7,16.0193247411,2,2010-08-15 00:00:00
3-BM-cog-F-B14-2-A,26,208.37,31.7577717356,2,2010-08-15 00:00:00
3-BM-cog-F-B8-1-A,23,179.27,17.9931032065,1,2010-08-15 00:00:00
3-BM-cog-F-B9-1-A,28,226.775,21.8104457087,2,2010-08-15 00:00:00
3-BM-cog-F-B9-2-L,16,124.25,12.9366105641,1,2010-08-15 00:00:00
3-BM-cog-F-F3-1-A,18,137.47,11.5833490938,1,2010-08-15 00:00:00
3-BM-cog-F-F4-1-A,24,190.27,20.1300287577,2,2010-08-15 00:00:00
3-BM-cog-F-F7-1-A,18,137.47,16.1829661642,1,2010-08-15 00:00:00
3-BM-cog-F-B10-1-L,29,233.58,23.5010068833,2,2010-08-16 00:00:00
3-BM-cog-F-B11-1-A,18,138.32,9.19667766156,1,2010-08-16 00:00:00
3-BM-cog-F-B14-1-L,34,278.505,16.0779891288,2,2010-08-16 00:00:00
3-BM-cog-F-B14-2-A,27,215.175,32.9356694848,2,2010-08-16 00:00:00
3-BM-cog-F-B8-1-A,24,186.075,19.0323202805,1,2010-08-16 00:00:00
3-BM-cog-F-B9-1-A,29,233.58,22.0730924846,2,2010-08-16 00:00:00
3-BM-cog-F-B9-2-L,17,131.055,13.7041180322,1,2010-08-16 00:00:00
3-BM-cog-F-F3-1-A,19,144.275,12.548165372,1,2010-08-16 00:00:00
3-BM-cog-F-F4-1-A,25,197.075,20.7926667544,2,2010-08-16 00:00:00
3-BM-cog-F-F7-1-A,19,144.275,17.1938501997,1,2010-08-16 00:00:00
3-BM-cog-F-B10-1-L,30,242.075,24.2806571385,2,2010-08-17 00:00:00
3-BM-cog-F-B11-1-A,19,146.815,9.97227693609,1,2010-08-17 00:00:00
3-BM-cog-F-B14-1-L,35,287.0,16.1415014974,2,2010-08-17 00:00:00
3-BM-cog-F-B14-2-A,28,223.67,34.3026728112,2,2010-08-17 00:00:00
3-BM-cog-F-B8-1-A,25,194.57,20.2915330015,2,2010-08-17 00:00:00
3-BM-cog-F-B9-1-A,30,242.075,22.3624339289,2,2010-08-17 00:00:00
3-BM-cog-F-B9-2-L,18,139.55,14.6371641037,1,2010-08-17 00:00:00
3-BM-cog-F-F3-1-A,20,152.77,13.781531448,1,2010-08-17 00:00:00
3-BM-cog-F-F4-1-A,26,205.57,21.5550348457,2,2010-08-17 00:00:00
3-BM-cog-F-F7-1-A,20,152.77,18.430859124,1,2010-08-17 00:00:00
3-BM-cog-F-B10-1-L,31,251.2,25.0308936565,2,2010-08-18 00:00:00
3-BM-cog-F-B11-1-A,20,155.94,10.7947619379,1,2010-08-18 00:00:00
3-BM-cog-F-B14-1-L,36,296.125,16.1993153255,2,2010-08-18 00:00:00
3-BM-cog-F-B14-2-A,29,232.795,35.639077589,2,2010-08-18 00:00:00
3-BM-cog-F-B8-1-A,26,203.695,21.5815596472,2,2010-08-18 00:00:00
3-BM-cog-F-B9-1-A,31,251.2,22.6304426958,2,2010-08-18 00:00:00
3-BM-cog-F-B9-2-L,19,148.675,15.5965398767,1,2010-08-18 00:00:00
3-BM-cog-F-F3-1-A,21,161.895,15.1246202677,1,2010-08-18 00:00:00
3-BM-cog-F-F4-1-A,27,214.695,22.2935197951,2,2010-08-18 00:00:00
3-BM-cog-F-F7-1-A,21,161.895,19.7121324715,1,2010-08-18 00:00:00
3-BM-cog-F-B10-1-L,32,261.59,25.7798260834,2,2010-08-19 00:00:00
3-BM-cog-F-B11-1-A,21,166.33,11.7022205438,1,2010-08-19 00:00:00
3-BM-cog-F-B14-1-L,37,306.515,16.2540514842,2,2010-08-19 00:00:00
3-BM-cog-F-B14-2-A,30,243.185,36.9941678036,2,2010-08-19 00:00:00
3-BM-cog-F-B8-1-A,27,214.085,22.9535752533,2,2010-08-19 00:00:00
3-BM-cog-F-B9-1-A,32,261.59,22.8883534011,2,2010-08-19 00:00:00
3-BM-cog-F-B9-2-L,20,159.065,16.6207958582,1,2010-08-19 00:00:00
3-BM-cog-F-F3-1-A,22,172.285,16.6502645276,1,2010-08-19 00:00:00
3-BM-cog-F-F4-1-A,28,225.085,23.0355408369,2,2010-08-19 00:00:00
3-BM-cog-F-F7-1-A,22,172.285,21.0906458322,1,2010-08-19 00:00:00
3-BM-cog-F-B10-1-L,33,271.04,26.3700890399,2,2010-08-20 00:00:00
3-BM-cog-F-B11-1-A,22,175.78,12.4875630451,1,2010-08-20 00:00:00
3-BM-cog-F-B14-1-L,38,315.965,16.2952428456,2,2010-08-20 00:00:00
3-BM-cog-F-B14-2-A,31,252.635,38.0772848215,2,2010-08-20 00:00:00
3-BM-cog-F-B8-1-A,28,223.535,24.0997654599,2,2010-08-20 00:00:00
3-BM-cog-F-B9-1-A,33,271.04,23.0851770056,2,2010-08-20 00:00:00
3-BM-cog-F-B9-2-L,21,168.515,17.4795693499,1,2010-08-20 00:00:00
3-BM-cog-F-F3-1-A,23,181.735,18.0093084375,1,2010-08-20 00:00:00
3-BM-cog-F-F4-1-A,29,234.535,23.6237809531,2,2010-08-20 00:00:00
3-BM-cog-F-F7-1-A,23,181.735,22.2549646945,1,2010-08-20 00:00:00
3-BM-cog-F-B10-1-L,34,280.38,26.8756701532,2,2010-08-21 00:00:00
3-BM-cog-F-B11-1-A,23,185.12,13.2162927388,1,2010-08-21 00:00:00
3-BM-cog-F-B14-1-L,39,325.305,16.3292426605,2,2010-08-21 00:00:00
3-BM-cog-F-B14-2-A,32,261.975,39.0158162238,2,2010-08-21 00:00:00
3-BM-cog-F-B8-1-A,29,232.875,25.1308134815,2,2010-08-21 00:00:00
3-BM-cog-F-B9-1-A,34,280.38,23.2494405279,2,2010-08-21 00:00:00
3-BM-cog-F-B9-2-L,22,177.855,18.2544998367,1,2010-08-21 00:00:00
3-BM-cog-F-F3-1-A,24,191.075,19.3038700678,2,2010-08-21 00:00:00
3-BM-cog-F-F4-1-A,30,243.875,24.1300488875,2,2010-08-21 00:00:00
3-BM-cog-F-F7-1-A,24,191.075,23.3123521228,2,2010-08-21 00:00:00
3-BM-cog-F-B10-1-L,35,289.69,27.3101457071,2,2010-08-22 00:00:00
3-BM-cog-F-B11-1-A,24,194.43,13.8888302704,2,2010-08-22 00:00:00
3-BM-cog-F-B14-1-L,40,334.615,16.3575628656,2,2010-08-22 00:00:00
3-BM-cog-F-B14-2-A,33,271.285,39.8304456312,2,2010-08-22 00:00:00
3-BM-cog-F-B8-1-A,30,242.185,26.055793748,2,2010-08-22 00:00:00
3-BM-cog-F-B9-1-A,35,289.69,23.3875280147,2,2010-08-22 00:00:00
3-BM-cog-F-B9-2-L,23,187.165,18.9516746567,1,2010-08-22 00:00:00
3-BM-cog-F-F3-1-A,25,200.385,20.5283204639,2,2010-08-22 00:00:00
3-BM-cog-F-F4-1-A,31,253.185,24.5669102501,2,2010-08-22 00:00:00
3-BM-cog-F-F7-1-A,25,200.385,24.2691584366,2,2010-08-22 00:00:00
3-BM-cog-F-B10-1-L,36,299.105,27.6866797516,2,2010-08-23 00:00:00
3-BM-cog-F-B11-1-A,25,203.845,14.5099870497,2,2010-08-23 00:00:00
3-BM-cog-F-B14-1-L,41,344.03,16.3814635525,2,2010-08-23 00:00:00
3-BM-cog-F-B14-2-A,34,280.7,40.5425735771,2,2010-08-23 00:00:00
3-BM-cog-F-B8-1-A,31,251.6,26.8883575484,2,2010-08-23 00:00:00
3-BM-cog-F-B9-1-A,36,299.105,23.5049714853,2,2010-08-23 00:00:00
3-BM-cog-F-B9-2-L,24,196.58,19.5807885279,2,2010-08-23 00:00:00
3-BM-cog-F-F3-1-A,26,209.8,21.6854798306,2,2010-08-23 00:00:00
3-BM-cog-F-F4-1-A,32,262.6,24.946862212,2,2010-08-23 00:00:00
