"is_loaded","burst_date_mother","position_mother","nature_mother","3","4","5","6","7","8","9","10","11","13","14","15","16","18"
"yes","1","A","F",2.62170896899202e-05,5.49609734565022e-05,0.000246379450687304,0.00170541224337796,0.000753502543093715,0.00232907917108928,0.0119220773092074,0.0622691367270768,0.0257034870222057,0.154614356647941,0.387950868633343,0.263298669393514,0.0853787996769604,0.00374705311835744
"no","1","A","F",0.000147289568349428,0.000308659125436703,0.00138173647529872,0.0094788142675642,0.00414106634383654,0.0126220149086084,0.0606669805703405,0.237393940696731,0.0711795480294664,0.26601445244011,0.248360514664502,0.0711887809059587,0.0164472583782229,0.000668943625574348
"yes","2","A","F",0.000152613418324293,0.000319810481696122,0.00143156890313356,0.00981681419292238,0.00428661992332359,0.0130577540025439,0.0625955827390168,0.242332161206038,0.0718611461850137,0.26536466972317,0.243293828379888,0.0689585370469712,0.015883274337138,0.000645619460819868
"no","2","A","F",0.0008568933963111,0.00179176136058029,0.00795615481493784,0.0518694554833975,0.0212755537447927,0.0602315412989836,0.217852523600143,0.37622997745695,0.0552436517775685,0.126505748088325,0.0638220927537755,0.013382389845178,0.00286729100271377,0.000114965376343146
"yes","3","A","F",0.000123390083863907,0.00025859464480457,0.00115793660463117,0.00795755662696151,0.00348416862688862,0.010648805299284,0.0518005008372884,0.213051255889977,0.0673000605929401,0.266939264163772,0.273640005870421,0.0832740479829217,0.0195659855182476,0.000798427257998724
"no","3","A","F",0.000692903758444008,0.00144959484719189,0.00644883604611871,0.0425301454682971,0.0176931518849546,0.0508937262126347,0.19461154481358,0.380625623516044,0.0613345906865813,0.146387794008896,0.0771692557040864,0.0164767641793688,0.00354387516150856,0.000142193712293293
"yes","4","A","F",0.000392090375265873,0.000821039779365607,0.00366514938937249,0.0246975517574675,0.0105515486875057,0.031304826427321,0.13448727353282,0.357153575398375,0.0740022625192699,0.202830336847322,0.124995103048121,0.0286016327394671,0.00624627596756033,0.000251333530767672
"no","4","A","F",0.00219907729347097,0.0045792239789931,0.0200275775400272,0.119401085341669,0.0440052915065811,0.111578599840457,0.291216203160574,0.28564782209984,0.0292905446990654,0.0592437737529112,0.026378409978762,0.00526976654950184,0.00111788383651334,4.47404216328273e-05
"yes","5","A","F",0.00137236153339468,0.0028650324331469,0.0126476898309932,0.0795917627078862,0.0312771887842388,0.0845458710649324,0.263737816174148,0.342640877565195,0.0414633696017033,0.0882604108069894,0.0413216981344519,0.00841269213374307,0.00179147954726144,7.17496819162555e-05
"no","5","A","F",0.00766239435698013,0.0156894538286577,0.0646576131624476,0.286975783240299,0.0764546712217961,0.150844491017319,0.233910918200245,0.125881450155968,0.00979853618912352,0.0185348341847184,0.0077454134300371,0.00151232342272012,0.000319347160295025,1.27704293940711e-05
"yes","10","A","F",5.02870885055844e-09,1.0542938619716e-08,4.72762056320244e-08,3.27880730176655e-07,1.45224735105105e-07,4.5028078542848e-07,2.33830497918893e-06,1.319693291841e-05,5.9827755798922e-06,4.47508642962476e-05,0.000285060483222613,0.00160411662112511,0.0465656161454839,0.951477951638291
"no","10","A","F",2.82550823238673e-08,5.92381834111609e-08,2.65633320399028e-07,1.84227763144738e-06,8.15978713502682e-07,2.52999962549306e-06,1.3138101199373e-05,7.41435364042541e-05,3.36096917610937e-05,0.000251339934620102,0.00159858631505221,0.00891791064640472,0.21182523925385,0.777280491138151
"yes","12","A","F",1.3273296370982e-06,2.78280131318859e-06,1.24783318679488e-05,8.65340384871516e-05,3.83228366823374e-05,0.000118804386803165,0.000616498362010673,0.00346524351667166,0.00156307776624954,0.0115384814004824,0.067665744131895,0.255874776193426,0.589862335060626,0.0691535938438477
"no","12","A","F",7.45789430903304e-06,1.56354861067256e-05,7.01059871754352e-05,0.00048594485688658,0.000215083604953155,0.000666296019013582,0.00344584059766407,0.0190105779671404,0.00838129136709098,0.0584050672176988,0.252566116664642,0.400794301907237,0.24288683579864,0.0130494446314425
"yes","1","L","F",3.56804740408607e-05,7.47976280679193e-05,0.000335266881146089,0.00231904770953389,0.00102371664047276,0.00316079740039761,0.0160967483386171,0.0818845634357039,0.0327661920492808,0.185368786553172,0.391283322349508,0.218578799908814,0.0643163299698543,0.00275595066139056
"no","1","L","F",0.000200446808288091,0.000419985990899506,0.00187895334926841,0.0128394314407817,0.0055818148214038,0.0169115155744246,0.07920055090346,0.280084403603667,0.0757987880180443,0.255458622165095,0.205185773627006,0.0538059355273303,0.0121421731201522,0.000491605050178978
"yes","2","L","F",0.000207691652315982,0.000435155983467942,0.00194665980165036,0.01329501529666,0.00577602918412007,0.0174857262185629,0.0816063817538035,0.284897038575379,0.0761259493967545,0.253567660363406,0.200386055583242,0.0520722696727783,0.0117239052755621,0.000474461242297441
"no","2","L","F",0.00116585013613219,0.00243546037768436,0.0107765339991013,0.0687728997023277,0.0274859646398261,0.0756370287313207,0.249283733236865,0.357611024920927,0.0461519306749663,0.10048066927639,0.0481222813429945,0.00988362418260968,0.00210852341667844,8.44753621773719e-05
"yes","3","L","F",0.000167923377931779,0.000351876732044925,0.00157483045085019,0.0107870394913554,0.0047036247689051,0.0143031578998045,0.0680500156701606,0.255649552101552,0.0735138981239482,0.262862123547755,0.229733411978666,0.0632581842765311,0.0144575791668474,0.00058678241364829
"no","3","L","F",0.000942789094449535,0.00197084523185408,0.00874281033424659,0.0566579809428296,0.0230705515422582,0.064786689713934,0.228019022104019,0.371933163076103,0.0524227466412612,0.118041807132047,0.0585169518030143,0.0121835894170161,0.00260656975229479,0.000104483214672491
"yes","4","L","F",0.000533549803230231,0.00111676769181267,0.00497722980606375,0.0331992323418089,0.0140058287159438,0.0409410958957842,0.166087339956674,0.37601827548867,0.0680523966496689,0.172219785210344,0.0968163816880163,0.0212496444781122,0.00459778833080982,0.000184683943060482
"no","4","L","F",0.00299051598712721,0.00621206779730317,0.0269299277945056,0.152876222853074,0.0532326859166158,0.128139533941662,0.294386324286438,0.24310727898165,0.0227939717402956,0.0450115265309157,0.0195855572158193,0.00387986529210771,0.000821647478583376,3.28741839029645e-05
