"is_loaded","position_mother","nature_mother","1","2","3","4","9","10","11","12"
"yes","A","F",0.00296397822322585,0.0192230333681929,0.00102526452427434,0.0030869193744594,0.0259464274096592,0.344806006278001,0.0963071841261355,0.506641186696052
"no","A","F",0.00211200014785484,0.0137855897251234,0.000739574633498878,0.00222940727223744,0.0188979059522415,0.281421264483638,0.0902454290885804,0.590568828696826
"yes","L","F",0.00542127048886693,0.0345214731709475,0.00181072324615838,0.00543353221210606,0.0446112115452353,0.455187800424195,0.094012170285531,0.35900181862696
"no","L","F",0.0038656968219731,0.0249024354888984,0.001320021055542,0.00396943594845651,0.0330730346811331,0.395128585738501,0.0974416483340721,0.440299141931424
"yes","A","V",0.011353733408515,0.0692370647694011,0.00349203496346395,0.0103988805934577,0.0810853509594954,0.542258127907643,0.07217030150026,0.210004505897763
"no","A","V",0.00810978522295465,0.0506302474913078,0.00260840796264958,0.00779949037792167,0.0625046078502615,0.512618003031108,0.0838577935244571,0.27187166453934
"yes","L","V",0.0206227010081878,0.117844297759232,0.00560685723973486,0.0165173631588116,0.120226470431388,0.542641916542173,0.0499185650191348,0.126621828841338
"no","L","V",0.0147700210816639,0.0879065492660366,0.00433763327847451,0.0128637138679712,0.0976450224584199,0.551039860249437,0.0622519612460243,0.169185238551972
