"is_loaded","burst_date_mother","position_mother","position_ancestor","nature_ancestor","0","1","2","3","4","5","6","7","8","9","10","11","12"
"yes","1","A","A","F",0.0015469937284846,0.0117481864696467,0.0617054129139908,0.0729417145590572,0.128381781452592,0.266916696130114,0.239522456194809,0.116111346294783,0.0616872823473477,0.0198258164349204,0.0133120266179053,0.00372122589803148,0.00257906095831806
"no","1","A","A","F",0.0193685071058642,0.127218539671603,0.361674239459072,0.180538330610388,0.140769414059935,0.108554490790987,0.0405695896764107,0.0125587464997389,0.00553769839515095,0.00164361836346649,0.00106970698464048,0.000294319454310132,0.000202798928434667
"yes","2","A","A","F",0.00206847597392051,0.0156381978217923,0.0801494205145872,0.090640162133248,0.14960923437303,0.275956064197599,0.214129879810836,0.0942365855438395,0.0477954599069528,0.0150433555548408,0.0100161960119656,0.00278786388539598,0.00192910427199222
"no","2","A","A","F",0.0257426248447885,0.161108335109928,0.393464654648128,0.167224268166465,0.119334047533525,0.0861392908137601,0.0309737300258047,0.00945933625938011,0.00415195902359899,0.00123008810578673,0.000800022838285619,0.000220042672696485,0.000151599957853299
"yes","3","A","A","F",0.000660016350830974,0.00505082622272521,0.0276968949220065,0.0355042283397441,0.0710673963498547,0.196439115703252,0.269252276432173,0.185515368528626,0.120957426384549,0.0430301572434384,0.0301703908622066,0.00862647421061258,0.00602942844998122
"no","3","A","A","F",0.00834890869468658,0.05987380512252,0.237616521771799,0.179620172597859,0.18932037325586,0.191220712954266,0.0854080355103837,0.0283075658157016,0.0127847555857059,0.00383118372151869,0.00250252789991612,0.000689809937252317,0.000475627132531242
"yes","8","A","A","F",0.00308086952678303,0.0230914107944342,0.113038402744228,0.118023090036861,0.175100551963864,0.271126337116655,0.174394947215226,0.0687520727488455,0.0332230754380211,0.010239351561475,0.00676123995338118,0.00187395423425829,0.00129469666596727
"no","8","A","A","F",0.0379019956168697,0.217275165981964,0.418196580862172,0.141945216143512,0.0912981258755861,0.0613730363196792,0.0212127961936943,0.00639191984140863,0.00279300215585887,0.000826007092422421,0.000536858072661683,0.000147610790225627,0.000101685053946143
"yes","9","A","A","F",0.000612676647768297,0.00469047792662478,0.0257814721968917,0.0331995279852751,0.0669676051572879,0.188748516676115,0.26775067329372,0.190864363716855,0.127373950070987,0.0458853577186072,0.032354181398606,0.00927861179928746,0.00649258541197428
"no","9","A","A","F",0.00775436208300088,0.0558836640300281,0.226622585089733,0.176624573245331,0.19134318415992,0.198891861730952,0.0907272384197166,0.0303345323056103,0.0137437122597293,0.00412384212327066,0.00269501127805183,0.000743050418493651,0.000512382856163285
"yes","10","A","A","F",0.00105766922385403,0.0080661129801292,0.0433752654204537,0.053567209589726,0.100867982981228,0.241415774244423,0.262826847094435,0.147463905330913,0.0846827239615617,0.0282350785020916,0.0192486731380687,0.00542316513352492,0.00376959239959151
"no","10","A","A","F",0.0133173050648806,0.091730012161865,0.308895946053029,0.188050050726822,0.166858659500836,0.143124147415312,0.057149030052031,0.0181248418601841,0.00805894744049263,0.00239989200357738,0.00156387160110472,0.000430555963440882,0.000296740156424447
"yes","11","A","A","F",0.0011417911277488,0.00870133122572267,0.0466002691282673,0.0571094801170834,0.106237172155181,0.247575221390276,0.259290591876906,0.141031174711928,0.0795961833839713,0.0263176300210057,0.017878617500417,0.00502799419881039,0.00349254316268233
"no","11","A","A","F",0.0143624799336573,0.0981085793209856,0.320172654694411,0.187555130307613,0.161987809416581,0.135748758896392,0.053401594102876,0.0168422267357473,0.007474184607423,0.00222403698904716,0.00144885329569944,0.000398831121416365,0.000274860578150293
"yes","12","A","A","F",0.000424029268018193,0.00325155896490481,0.0180417552618754,0.0236635070978936,0.0492671015234685,0.150993633604105,0.250971485304825,0.212151550309129,0.160831773544851,0.0623132378952473,0.0454572855053869,0.0132772647499474,0.00935581697034771
"no","12","A","A","F",0.00537857493438311,0.0395370264203535,0.175655351633073,0.156763636313366,0.193972391976295,0.234556248544521,0.120477853535803,0.0424316048341341,0.0196004260854645,0.00592786343611573,0.00388572734103698,0.00107298598590411,0.000740308959551239
"yes","1","L","A","F",0.00147963917813887,0.0112432001209063,0.0592428131031643,0.0704445112552777,0.125088233009111,0.264660541113426,0.242927736148517,0.119662711961687,0.0640884536081694,0.0206740126017062,0.0139025134267821,0.003889307405613,0.002696327067501
"no","1","L","A","F",0.0185396295527256,0.122557559587163,0.356019202271849,0.182047198432685,0.144009226499933,0.112311667215715,0.042258836085453,0.0131133443990813,0.0057870146717327,0.00171817908066585,0.00111837124818204,0.000307728087885373,0.000212042866928663
"yes","2","L","A","F",0.00197846160152519,0.0149692238969123,0.0770425836969319,0.0877808836432055,0.146430289581604,0.275242221552028,0.218310964263882,0.09742261177477,0.0497308942053244,0.0156973357700922,0.0104635688164764,0.00291408363277468,0.00201687756447411
"no","2","L","A","F",0.0246478224249932,0.155523701488843,0.389248789078777,0.16961327465393,0.122610668888159,0.0893317876933102,0.032293063181019,0.00988043354523305,0.00433948097231907,0.00128596010438731,0.000836438192735156,0.000230069250757636,0.000158510525536615
"yes","3","L","A","F",0.000631255487367391,0.00483193470195854,0.0265344634593579,0.0341081434507311,0.0685921144449507,0.191841555680584,0.268434812355698,0.188750680307864,0.124779571022692,0.044721072098555,0.0314605428171847,0.00901126780412886,0.00630258636892744
"no","3","L","A","F",0.00798777484382641,0.0574548645864873,0.231014383011797,0.1778751894282,0.190588612803056,0.195821196200199,0.0885634594287352,0.0295054377179799,0.0133507160735715,0.00400381430600572,0.00261604529811399,0.000721205418345083,0.000497300883682383
"yes","8","L","A","F",0.00294692867844468,0.0221127465076303,0.10889404234955,0.114854466009678,0.17261930057035,0.272649492600818,0.178917154496172,0.0713148821411621,0.0346215733210745,0.0106915025294717,0.00706527503265553,0.00195899188881099,0.00135364387418357
"no","8","L","A","F",0.0363093425256405,0.210487210354568,0.416696865183339,0.145017973169698,0.0942621678966729,0.0638059576638814,0.0221366999290817,0.00667870716980812,0.00291953821391322,0.000863571533372576,0.000561307717190873,0.000154338111823638,0.000106320531009896
"yes","9","L","A","F",0.000585977448960818,0.00448711404743862,0.0246964860533612,0.0318843792986854,0.0645973061986111,0.184126622625419,0.266530058829491,0.193927137259998,0.131287605922491,0.0476679920642505,0.0337309396309106,0.00969179763938066,0.00678658298100332
"no","9","L","A","F",0.00741875307821894,0.0536137872656718,0.22013019192588,0.17464385331205,0.192322718218706,0.203443697276004,0.0940261072382739,0.0316108479313488,0.0143507452303034,0.00430949124542801,0.00281721209790542,0.000776864556911061,0.00053573062329948
"yes","10","L","A","F",0.00101159778490327,0.00771782829735155,0.0415956800831658,0.0515876220347064,0.0978004766478014,0.237637215736262,0.264583467976924,0.151208568257297,0.0877498015869993,0.0294081356770812,0.0200917639111189,0.00566706565626485,0.00394077635012458
"no","10","L","A","F",0.0127440240194896,0.0881851605825686,0.302241683027116,0.188093536632569,0.169569614464005,0.147496845932401,0.0594320347955147,0.0189135468205617,0.0084196705489139,0.0025085079921191,0.00163494578837176,0.000450164620800719,0.000310264775569169
"yes","11","L","A","F",0.00109205939483557,0.00832591040496336,0.0446974767780467,0.0550265161330368,0.10309849478972,0.244044567061943,0.261426596639748,0.14477261130755,0.08252770770798,0.0274185109818602,0.0186640071893602,0.0052543496898273,0.00365119192112939
"no","11","L","A","F",0.0137448331425361,0.0943522153268591,0.313637818033036,0.187907598548809,0.164853115835085,0.140018229229276,0.0555555219014565,0.0175776327681455,0.00780918665726316,0.00232474838139518,0.0015147155239893,0.00041699638057946,0.000287388271570488
"yes","12","L","A","F",0.000405547601292612,0.0031103355642406,0.0172741951128576,0.0226980606670112,0.0474079567709848,0.14657820253463,0.247997133265492,0.214005641098527,0.164979874493529,0.0645686750254808,0.0473338150403182,0.0138623713519773,0.00977819147365988
"no","12","L","A","F",0.00514525687177104,0.0378961622229453,0.169960447100383,0.153916560432991,0.193436561995825,0.238438140316983,0.124447511564707,0.0441547680963611,0.0204540598272367,0.0061932304098038,0.00406149218143592,0.00112177437949912,0.000774034600058315
"yes","1","A","L","F",0.00127623096513326,0.00971459337376108,0.0516898665710437,0.0625825722319495,0.114233087702914,0.255684498309565,0.253044353145893,0.131740834554858,0.0726131402214537,0.0237398381512828,0.0160521827826053,0.00450343727806091,0.00312536471148017
"no","1","A","L","F",0.0160286059132109,0.10805689743888,0.336092682837977,0.185898944043236,0.154499546705981,0.125372522885752,0.0483329142008967,0.0151305592126477,0.00669735964412355,0.00199084425851292,0.00129643702581395,0.000356805397256799,0.000245880435711943
"yes","2","A","L","F",0.00170659672453288,0.012942461218523,0.067466081141039,0.0786583273994789,0.135642881836411,0.271104606906207,0.231500554576537,0.108448657505571,0.0566531902518284,0.0180686246639228,0.0120944826161002,0.00337548001396326,0.00233805514588525
