"Burst_Month","Position_A","probability","number"
"8-9","0",0.458776801550879,81
"11-12-1","0",0.711825766322315,35
"2-3","0",0.585270558437285,1553
"8-9","1",0.58927193829194,15
"11-12-1","1",0.80697800435839,41
"2-3","1",0.704885557940293,220
