"Burst_Month","Position_A","1","2","3","4","5","6","7"
"8-9-10","0",0.00559459993094194,0.0865445021216214,0.345508742761852,0.193495560309765,0.0428457442653772,0.165339220292355,0.160671630318087
"11","0",0.0304157586385487,0.330969879294471,0.451325399379606,0.092418167887597,0.0150452689061267,0.0466330405803687,0.033192485313282
"12-1-2","0",0.426899350754077,0.503835870332766,0.0596530826072326,0.00521701204263592,0.000754642357211788,0.00219629588122505,0.00144374602485231
"8-9-10","1",0.00398223869650662,0.0632897588063789,0.288837255324728,0.192622399583401,0.0462758665847995,0.192783530960207,0.212208950043979
"11","1",0.0218068219828313,0.265002145070655,0.468317828649469,0.116339270852178,0.019742139141683,0.0627072804930362,0.0460845138101479
"12-1-2","1",0.346130733350502,0.559075615526968,0.0813211236552562,0.00729952262782674,0.00105844165903834,0.00308416631045738,0.00203039686995121
