"Position_A","Nb_Inflorescences","0","1","3","4","5","6","7","8","9","10","12"
"0","1",0,2,3,6,15,44,60,54,31,18,0
"1","1",0,0,2,0,3,9,12,12,3,6,0
"0","2",0,0,0,0,1,0,0,0,1,0,0
"1","2",0,0,0,0,2,1,1,1,0,2,0
"0","3",0,0,0,0,0,0,0,0,0,0,0
"1","3",0,0,0,0,1,1,1,0,0,0,0
"0","5",0,0,0,0,0,0,0,0,0,0,0
"1","5",0,0,0,0,0,1,0,1,0,0,0
