"Position_A","109","110","111-112","101-102-103-104","208","209-210-211-212-201-202","203"
"0",0.0518025302573392,0.383315539012157,0.286295601567622,0.100679692751524,0.0720412485341451,0.0288515004127748,0.0770138874644375
"1",0.0529529943808381,0.387870741849995,0.285224500273921,0.0994100182972634,0.0708505369070471,0.028308925803887,0.0753822824870484
