"burst_date_mother","position_mother_L","position_ancestor_L","nature_ancestor_V","probas"
"2","0","0","0",1.13778020480028
"3","0","0","0",1.11428715321864
"9","0","0","0",1.10411695976727
"11","0","0","0",1.02392169042759
"2","1","0","0",1.0114625028143
"3","1","0","0",0.990577677563118
"9","1","0","0",0.981536590999095
"11","1","0","0",0.910244695167234
"2","0","1","0",1.11119845925438
"3","0","1","0",1.08825427143097
"9","0","1","0",1.07832168230188
"11","0","1","0",1
"2","1","1","0",0.987831894050334
"3","1","1","0",0.967434997054759
"9","1","1","0",0.958605135700569
"11","1","1","0",0.888978819060974
"2","0","0","1",1.17991616925384
"3","0","0","1",1.15555308813382
"9","0","0","1",1.14500625699097
"11","0","0","1",1.06184107746654
"2","1","0","1",1.04892048273422
"3","1","0","1",1.02726221965147
"9","1","0","1",1.01788631015725
"11","1","0","1",0.943954227076639
"2","0","1","1",1.15235000907257
"3","0","1","1",1.12855611804773
"9","0","1","1",1.11825569054291
"11","0","1","1",1.03703348351095
"2","1","1","1",1.02441475021024
"3","1","1","1",1.0032624850661
"9","1","1","1",0.994105623187048
"11","1","1","1",0.921900801498252
"1","0","0","0",0
"4","0","0","0",0
"5","0","0","0",0
"6","0","0","0",0
"7","0","0","0",0
"8","0","0","0",0
"10","0","0","0",0
"12","0","0","0",0
"1","1","0","0",0
"4","1","0","0",0
"5","1","0","0",0
"6","1","0","0",0
"7","1","0","0",0
"8","1","0","0",0
"10","1","0","0",0
"12","1","0","0",0
"1","0","1","0",0
"4","0","1","0",0
"5","0","1","0",0
"6","0","1","0",0
"7","0","1","0",0
"8","0","1","0",0
"10","0","1","0",0
"12","0","1","0",0
"1","1","1","0",0
"4","1","1","0",0
"5","1","1","0",0
"6","1","1","0",0
"7","1","1","0",0
"8","1","1","0",0
"10","1","1","0",0
"12","1","1","0",0
"1","0","0","1",0
"4","0","0","1",0
"5","0","0","1",0
"6","0","0","1",0
"7","0","0","1",0
"8","0","0","1",0
"10","0","0","1",0
"12","0","0","1",0
"1","1","0","1",0
"4","1","0","1",0
"5","1","0","1",0
"6","1","0","1",0
"7","1","0","1",0
"8","1","0","1",0
"10","1","0","1",0
"12","1","0","1",0
"1","0","1","1",0
"4","0","1","1",0
"5","0","1","1",0
"6","0","1","1",0
"7","0","1","1",0
"8","0","1","1",0
"10","0","1","1",0
"12","0","1","1",0
"1","1","1","1",0
"4","1","1","1",0
"5","1","1","1",0
"6","1","1","1",0
"7","1","1","1",0
"8","1","1","1",0
"10","1","1","1",0
"12","1","1","1",0
