"burst_date_mother","position_mother_L","nature_mother_V","8","9","10","11","1","2","3"
"1","0","0",0.00320524894483152,0.0714307752509201,0.0363359843258252,0.0435434469472823,0.0145784579735909,0.094582131774762,0.736323954782788
"2","0","0",0.00288782169803095,0.0648373620676931,0.0333389485519703,0.0402738359849429,0.0135629510986075,0.0889733982343283,0.756125682364427
"3","0","0",0.000659834179647563,0.0156319131149376,0.00869860431448916,0.011178334065906,0.00394222588023367,0.0283831348210844,0.931505953623701
"4","0","0",0.00125965037507102,0.0294059132182388,0.0160090335243611,0.02021242827291,0.0070336024160209,0.0492378356571204,0.876841536536278
"10","0","0",3.55139058444147e-10,8.55282220958343e-09,4.87810688093526e-09,6.39799796920195e-09,2.29190373798157e-09,1.70738167972152e-08,0.999999960450213
"12","0","0",0.000468463638737646,0.0111509305673822,0.00624922371125658,0.00807751222945684,0.00286131491842372,0.0207979672555603,0.950394587679183
"1","1","0",0.00462709498986214,0.0997978970849786,0.04844273721869,0.0561181971758198,0.0183359485065271,0.11378128798274,0.658896837041383
"2","1","0",0.00416944624239179,0.0908697165196574,0.0447683653223452,0.0524116441768635,0.0172544371954063,0.108524347883991,0.682002042659345
"3","1","0",0.000953616363070782,0.0224289617918936,0.0123470783003391,0.0157285610376743,0.00551021685223865,0.0391177184706972,0.903913847184086
"4","1","0",0.00182000617995312,0.0419143212697793,0.0223663697935857,0.0277963189720739,0.00955897067188041,0.0653255398976658,0.831218473215062
"10","1","0",5.13410818691701e-10,1.23644846459629e-08,7.05209061893988e-09,9.24933838743935e-09,3.3133166412329e-09,2.46829567480693e-08,0.999999942824402
"12","1","0",0.000677098425093247,0.0160340752301801,0.00891671314965898,0.0114526619666766,0.00403737487589966,0.0290436282344154,0.929838448118076
"1","0","1",0.0726583566252285,0.590106009788648,0.0898027391312718,0.0640487546308384,0.0155616516303214,0.0650002678854467,0.102822220308245
"2","0","1",0.0659175917360865,0.573083665947024,0.093577368161593,0.067850737399334,0.0166274964675194,0.0700623315847776,0.112880808703665
"3","0","1",0.0158336041106992,0.271684392529059,0.0969193117138732,0.0931973507476832,0.0268732552947347,0.137283002939908,0.358209082664044
"4","0","1",0.0298154629752945,0.405482394340563,0.108699366630551,0.0919183924771796,0.0245194143741686,0.113444278566124,0.226120690636119
"10","0","1",8.65342870607229e-09,2.0840068153987e-07,1.18861406756605e-07,1.55895485120826e-07,5.58451837986255e-08,4.1602532860523e-07,0.999999036318486
"12","0","1",0.0112911349758401,0.211375985758432,0.0844828108791571,0.0864410023356538,0.0259423967053528,0.140284848093386,0.440181821252179
"1","1","1",0.101744779543285,0.637915680417302,0.0750506896732586,0.050836508620726,0.0120318605679469,0.0489675113101902,0.0734529698672917
"2","1","1",0.0925749488851306,0.626443673493993,0.0793794147274468,0.0545041308218579,0.0129881439508224,0.0532121184054267,0.0808975697153226
"3","1","1",0.022729639839656,0.345713336119934,0.106031944448663,0.0948373564188233,0.0261514481331067,0.125995749403564,0.278540525636254
"4","1","1",0.042537837361608,0.484510488414564,0.105929276063769,0.0833356871064358,0.0213387249464373,0.0942145272377932,0.168133458869392
"10","1","1",1.25099275745904e-08,3.01276785066729e-07,1.71833302121147e-07,2.2537199789995e-07,8.0733187676116e-08,6.01431342588984e-07,0.999998606843457
"12","1","1",0.0162414304429899,0.276599962740514,0.0977300774631582,0.0935149710973497,0.0268811757096634,0.136743004926147,0.352289377620178
"04-07","0","0",0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143
"04-08","0","0",0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143
"04-09","0","0",0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143
"04-10","0","0",0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143
"04-11","0","0",0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143
"04-12","0","0",0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143
"05-01","0","0",0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143
"05-02","0","0",0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143
"05-03","0","0",0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143
"05-04","0","0",0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143
"05-05","0","0",0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143
"05-06","0","0",0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143
"05-07","0","0",0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143
"04-07","1","0",0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143
