variete;parcelle;trait;arbre;uc.dep;EC1;EC2;EC3;EC4;EC5;ddeb;year;month;week;type;posit;diam;dsup;date.flo;fruits;pb;date.pb
cogshall;cpea;T;4;50;1;;;;;20/12/2007;2007;12;51;V;L;;NA;;NA;NA;
cogshall;cpea;T;4;50;2;;;;;20/12/2007;2007;12;51;V;L;;NA;;1;NA;
cogshall;cpea;T;4;50;2;;;;;24/08/2008;2008;8;35;F;A;;NA;;NA;NA;
cogshall;cpea;T;4;51;0;;;;;20/12/2007;2007;12;51;V;A;;NA;;NA;NA;
cogshall;cpea;T;4;51;1;;;;;20/12/2007;2007;12;51;V;L;;NA;;NA;NA;
cogshall;cpea;T;4;51;2;;;;;20/12/2007;2007;12;51;V;L;;NA;;NA;NA;
cogshall;cpea;T;4;51;0;;;;;22/09/2008;2008;9;39;F;A;;NA;;NA;NA;
cogshall;cpea;T;4;52;0;;;;;20/12/2007;2007;12;51;V;A;;NA;;NA;NA;
cogshall;cpea;T;4;53;0;;;;;28/08/2008;2008;8;35;F;A;;NA;;2;NA;
cogshall;cpea;T;4;54;1;;;;;20/12/2007;2007;12;51;V;L;;NA;;NA;NA;
cogshall;cpea;T;4;55;0;;;;;20/12/2007;2007;12;51;V;A;;NA;;NA;NA;
cogshall;cpea;T;4;56;0;;;;;20/12/2007;2007;12;51;V;A;;NA;;NA;NA;
cogshall;cpea;T;4;57;0;;;;;20/12/2007;2007;12;51;V;A;;NA;;NA;NA;
cogshall;cpea;T;4;58;1;;;;;20/12/2007;2007;12;51;V;L;;NA;;NA;NA;
cogshall;cpea;T;4;59;0;;;;;20/12/2007;2007;12;51;V;A;;NA;;NA;NA;
cogshall;cpea;T;4;60;;;;;;NA;#VALEUR!;#VALEUR!;#VALEUR!;V;NA;;NA;;NA;NA;
cogshall;cpea;T;37;1;;;;;;21/07/2008;2008;7;30;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;1;;;;;;21/07/2008;2008;7;30;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;2;;;;;;NA;#VALEUR!;#VALEUR!;#VALEUR!;V;NA;;NA;;NA;NA;
cogshall;cpea;T;37;3;0;;;;;10/08/2008;2008;8;33;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;4;0;;;;;27/12/2007;2007;12;52;V;A;;NA;;NA;NA;
cogshall;cpea;T;37;5;0;;;;;27/12/2007;2007;12;52;V;A;;NA;;NA;NA;
cogshall;cpea;T;37;6;0;;;;;09/08/2008;2008;8;32;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;7;1;;;;;09/08/2008;2008;8;32;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;7;2;;;;;09/08/2008;2008;8;32;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;7;3;;;;;09/08/2008;2008;8;32;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;8;0;;;;;06/08/2008;2008;8;32;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;9;0;;;;;07/08/2008;2008;8;32;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;9;1;;;;;27/12/2007;2007;12;52;V;L;;NA;;NA;NA;
cogshall;cpea;T;37;10;0;;;;;28/07/2008;2008;7;31;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;11;0;;;;;04/08/2008;2008;8;32;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;12;;;;;;10/07/2008;2008;7;28;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;12;0;;;;;04/07/2008;2008;7;27;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;13;0;;;;;27/12/2007;2007;12;52;V;A;;NA;;NA;NA;
cogshall;cpea;T;37;14;;;;;;15/07/2008;2008;7;29;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;14;0;;;;;10/07/2008;2008;7;28;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;14;0;;;;;10/07/2008;2008;7;28;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;15;0;;;;;03/08/2008;2008;8;32;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;16;0;;;;;19/07/2008;2008;7;29;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;17;1;;;;;27/12/2007;2007;12;52;V;L;;NA;;NA;NA;
cogshall;cpea;T;37;17;2;;;;;27/12/2007;2007;12;52;V;L;;NA;;NA;NA;
cogshall;cpea;T;37;18;0;;;;;29/07/2008;2008;7;31;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;19;0;;;;;27/12/2007;2007;12;52;V;A;;NA;;NA;NA;
cogshall;cpea;T;37;20;1;;;;;15/08/2008;2008;8;33;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;21;0;;;;;28/07/2008;2008;7;31;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;22;0;;;;;13/08/2008;2008;8;33;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;23;0;;;;;01/08/2008;2008;8;31;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;23;1;;;;;27/12/2007;2007;12;52;V;L;;NA;;NA;NA;
cogshall;cpea;T;37;24;;;;;;18/07/2008;2008;7;29;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;24;1;;;;;19/07/2008;2008;7;29;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;25;;;;;;NA;#VALEUR!;#VALEUR!;#VALEUR!;V;NA;;NA;;NA;P;29/07/2008
cogshall;cpea;T;37;26;;;;;;23/07/2008;2008;7;30;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;27;0;;;;;27/07/2008;2008;7;31;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;28;;;;;;28/07/2008;2008;7;31;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;29;0;;;;;25/07/2008;2008;7;30;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;30;;;;;;25/07/2008;2008;7;30;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;31;;;;;;26/07/2008;2008;7;30;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;31;;;;;;27/07/2008;2008;7;31;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;31;;;;;;27/07/2008;2008;7;31;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;32;0;;;;;17/07/2008;2008;7;29;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;32;0;;;;;16/08/2008;2008;8;33;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;32;0;;;;;13/08/2008;2008;8;33;F;L;;NA;;1;NA;
cogshall;cpea;T;37;33;;;;;;25/07/2008;2008;7;30;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;33;;;;;;25/07/2008;2008;7;30;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;34;0;;;;;25/07/2008;2008;7;30;F;A;;NA;;1;NA;
cogshall;cpea;T;37;35;;;;;;14/07/2008;2008;7;29;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;35;;;;;;14/07/2008;2008;7;29;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;35;;;;;;15/07/2008;2008;7;29;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;36;1;;;;;26/07/2008;2008;7;30;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;36;2;;;;;28/07/2008;2008;7;31;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;37;;;;;;27/07/2008;2008;7;31;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;37;;;;;;27/07/2008;2008;7;31;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;37;;;;;;27/07/2008;2008;7;31;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;38;;;;;;27/07/2008;2008;7;31;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;39;;;;;;NA;#VALEUR!;#VALEUR!;#VALEUR!;V;NA;;NA;;NA;NA;
cogshall;cpea;T;37;40;;;;;;NA;#VALEUR!;#VALEUR!;#VALEUR!;V;NA;;NA;;NA;NA;
cogshall;cpea;T;37;41;;;;;;10/08/2008;2008;8;33;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;42;;;;;;23/07/2008;2008;7;30;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;42;;;;;;23/07/2008;2008;7;30;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;42;;;;;;23/07/2008;2008;7;30;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;43;;;;;;26/07/2008;2008;7;30;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;43;;;;;;25/07/2008;2008;7;30;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;43;;;;;;25/07/2008;2008;7;30;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;43;;;;;;25/07/2008;2008;7;30;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;44;;;;;;08/08/2008;2008;8;32;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;44;;;;;;08/08/2008;2008;8;32;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;44;;;;;;08/08/2008;2008;8;32;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;44;;;;;;08/08/2008;2008;8;32;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;44;;;;;;10/08/2008;2008;8;33;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;45;;;;;;29/07/2008;2008;7;31;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;45;;;;;;29/07/2008;2008;7;31;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;45;;;;;;04/08/2008;2008;8;32;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;46;0;;;;;09/08/2008;2008;8;32;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;47;;;;;;19/07/2008;2008;7;29;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;47;;;;;;19/07/2008;2008;7;29;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;47;;;;;;19/07/2008;2008;7;29;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;48;;;;;;NA;#VALEUR!;#VALEUR!;#VALEUR!;V;NA;;NA;;NA;NA;
cogshall;cpea;T;37;49;0;;;;;04/08/2008;2008;8;32;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;50;;;;;;10/08/2008;2008;8;33;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;50;;;;;;10/08/2008;2008;8;33;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;50;;;;;;10/08/2008;2008;8;33;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;50;;;;;;10/08/2008;2008;8;33;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;50;;;;;;10/08/2008;2008;8;33;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;51;0;;;;;06/08/2008;2008;8;32;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;52;0;;;;;31/07/2008;2008;7;31;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;53;;;;;;07/08/2008;2008;8;32;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;53;;;;;;11/08/2008;2008;8;33;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;53;;;;;;11/08/2008;2008;8;33;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;53;;;;;;08/08/2008;2008;8;32;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;53;;;;;;11/08/2008;2008;8;33;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;54;0;;;;;27/12/2007;2007;12;52;V;A;;NA;;NA;NA;
cogshall;cpea;T;37;55;;;;;;10/08/2008;2008;8;33;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;55;;;;;;10/08/2008;2008;8;33;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;55;;;;;;08/08/2008;2008;8;32;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;55;;;;;;10/08/2008;2008;8;33;F;L;;NA;;NA;NA;
cogshall;cpea;T;37;56;;;;;;09/08/2008;2008;8;32;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;57;0;;;;;29/07/2008;2008;7;31;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;58;;;;;;05/08/2008;2008;8;32;F;A;;NA;;NA;NA;
cogshall;cpea;T;37;59;0;;;;;NA;#VALEUR!;#VALEUR!;#VALEUR!;V;NA;;NA;;NA;NA;
cogshall;cpea;T;37;60;;;;;;08/08/2008;2008;8;32;F;A;;NA;;NA;NA;
