"burst_date_mother","position_mother_L","position_ancestor_L","nature_ancestor_V","probas"
"1","0","0","0",0.888783442187928
"2","0","0","0",0.197315211237794
"8","0","0","0",0.489468327185273
"9","0","0","0",0.179234354232715
"10","0","0","0",0.487243222061711
"11","0","0","0",0.649276944441907
"12","0","0","0",0.642073368102415
"1","1","0","0",0.625896546198675
"2","1","0","0",0.0489446961986191
"8","1","0","0",0.167164952261967
"9","1","0","0",0.0437191659819083
"10","1","0","0",0.165928825895167
"11","1","0","0",0.279315565806295
"12","1","0","0",0.273021359736759
"1","0","1","0",0.881770419209918
"2","0","1","0",0.1866038207547
"8","0","1","0",0.472227647332535
"9","0","1","0",0.16929747659152
"10","0","1","0",0.470008763181126
"11","0","1","0",0.63339087682317
"12","0","1","0",0.626048938330311
"1","1","1","0",0.609588249953037
"2","1","1","0",0.0458278488619786
"8","1","1","0",0.157768588523346
"9","1","1","0",0.0409207677848712
"10","1","1","0",0.156588880883843
"11","1","1","0",0.26562581001931
"12","1","1","0",0.259529002385011
"1","0","0","1",0.948592867512206
"2","0","0","1",0.362083821395289
"8","0","0","1",0.688838656814097
"9","0","0","1",0.335209777764531
"10","0","0","1",0.686926700030275
"11","0","0","1",0.810412218300105
"12","0","0","1",0.805526936695873
"1","1","0","1",0.794371673032425
"2","1","0","1",0.106209981952236
"8","1","0","1",0.316689816481228
"9","1","0","1",0.0954844048615248
"10","1","0","1",0.314765893870133
"11","1","0","1",0.47227079832451
"12","1","0","1",0.464430527313891
"1","0","1","1",0.945118387011052
"2","0","1","1",0.346286638778184
"8","0","1","1",0.673844379630581
"9","0","1","1",0.319996923221238
"10","0","1","1",0.671884175427277
"11","0","1","1",0.799571749266831
"12","0","1","1",0.794477971583524
"1","1","1","1",0.782859767853635
"2","1","1","1",0.0998292072633894
"8","1","1","1",0.301935718198653
"9","1","1","1",0.0896833349972227
"10","1","1","1",0.300062067835767
"11","1","1","1",0.455095893842413
"12","1","1","1",0.447299078048736
"3","0","0","0",0
"4","0","0","0",0
"5","0","0","0",0
"6","0","0","0",0
"7","0","0","0",0
"3","1","0","0",0
"4","1","0","0",0
"5","1","0","0",0
"6","1","0","0",0
"7","1","0","0",0
"3","0","1","0",0
"4","0","1","0",0
"5","0","1","0",0
"6","0","1","0",0
"7","0","1","0",0
"3","1","1","0",0
"4","1","1","0",0
"5","1","1","0",0
"6","1","1","0",0
"7","1","1","0",0
"3","0","0","1",0
"4","0","0","1",0
"5","0","0","1",0
"6","0","0","1",0
"7","0","0","1",0
"3","1","0","1",0
"4","1","0","1",0
"5","1","0","1",0
"6","1","0","1",0
"7","1","0","1",0
"3","0","1","1",0
"4","0","1","1",0
"5","0","1","1",0
"6","0","1","1",0
"7","0","1","1",0
"3","1","1","1",0
"4","1","1","1",0
"5","1","1","1",0
"6","1","1","1",0
"7","1","1","1",0
