"burst_date_mother","position_mother_L","position_ancestor_L","nature_ancestor_V","0","1","2","3","4","5","6","7","8","9","10","11","12"
"1","0","0","0",0.000430435704742531,0.00970362999287779,0.00135605219694656,0.00678739665167098,0.0530809826588786,0.3412548055872,0.143288091636906,0.196287204455886,0.14313678766645,0.0509835163909494,0.0357149050065627,0.0105654586514758,0.0074107333994532
"2","0","0","0",0.00171387851309824,0.0375020816377723,0.00507342143882376,0.0248081180554771,0.165414772375989,0.502370382403343,0.0961876618163316,0.0906018952695684,0.0478387089293326,0.0144576255604862,0.00946103004636722,0.00270125160006363,0.00186917235334694
"3","0","0","0",0.000502455938224133,0.0113080514472537,0.00157734498684726,0.0078842950664787,0.061048634960607,0.368243633095511,0.143146201044677,0.186192376421771,0.12906615213196,0.0446821129009438,0.0309105065067627,0.00908343432978276,0.00635480116918086
"8","0","0","0",0.00231656577320319,0.0499986309366021,0.00666405751371786,0.0322509970329866,0.201724918538808,0.498176329891115,0.079828786938419,0.0714583687716672,0.0363592610657989,0.0108093005030929,0.0070294308237151,0.0020006327254708,0.00138271948540336
"9","0","0","0",0.000329169732901614,0.00743845685553436,0.00104221422662509,0.00522659602342945,0.041460448598637,0.293943883729501,0.139615619904266,0.209828487036765,0.168496915162513,0.0635438688538736,0.0456949087739694,0.0137099279729104,0.00966950312907489
"11","0","0","0",0.000742524226321035,0.0166170834498322,0.00230370485505805,0.0114634058513608,0.0859471416459914,0.430877633234135,0.135594085389554,0.15613978844334,0.0968616428747762,0.0316196989691662,0.0213365387451681,0.00618872286728644,0.00430802944801134
"1","1","0","0",0.000402773952213113,0.00908595038592544,0.00127063687572096,0.00636320418369965,0.0499559972500064,0.329528481820234,0.142834381620872,0.200154409743825,0.149336394600221,0.0538985783544091,0.0379815953382536,0.0112717187293264,0.00791587714529296
"2","1","0","0",0.00160386924285789,0.0351836288423763,0.00477283814049571,0.0233833550460593,0.15785073323564,0.501003282748641,0.0998261771692346,0.0952295789509395,0.0507595185844365,0.0154059381625088,0.010098166040316,0.00288557149686264,0.00199734233963222
"3","1","0","0",0.000470168015563136,0.01058943430462,0.00147833074200172,0.00739387743285346,0.0575063698765787,0.356735967853653,0.143413006567069,0.190697563934507,0.13503459857952,0.0473046647522404,0.032894539403354,0.00969301771925102,0.00678846081878925
"8","1","0","0",0.00216795563343779,0.0469490729320487,0.00628048015917627,0.0304711496903073,0.193514254125416,0.500555788004289,0.0833674965237756,0.0753986783818873,0.0386479431755256,0.0115269160258388,0.00750529119783183,0.00213739159105286,0.00147758255941244
"9","1","0","0",0.000308013786103159,0.00696386017261588,0.000976250005586648,0.00489776721753746,0.0389690171460714,0.282374704903165,0.137980362663245,0.212248806790992,0.174830886895944,0.0669787443978047,0.0485258798702538,0.0146186948318544,0.0103270113188269
"11","1","0","0",0.000694820190009936,0.0155668797465856,0.00216073865313475,0.0107615310537111,0.0811939457557812,0.421067311796514,0.137554393414444,0.161537507364796,0.101944534415184,0.0335721018609779,0.022736360569109,0.00660721338183301,0.00460266179791957
"1","0","1","0",0.000348826003898411,0.00787898618005414,0.0011033785453939,0.00553125839116997,0.0437552468019612,0.304125197958702,0.140816532404558,0.207392696276332,0.162962590621246,0.0606497728232404,0.0433448302290228,0.0129612584631954,0.00912942530122529
"2","0","1","0",0.00138926897308616,0.0306269656103343,0.00417707110085689,0.0205424218230236,0.142143873242995,0.495255302667201,0.107610493926971,0.105715049409751,0.0576153080108018,0.0176653250816259,0.011624787760949,0.00332847760680288,0.00230565478560185
"3","0","1","0",0.000407196915788665,0.00918476810098099,0.00128431004987091,0.00643113859606545,0.0504581189815004,0.331459100521276,0.142930056163033,0.199539877919457,0.148311813379344,0.0534104982135134,0.0376000665378452,0.011152520640765,0.00783053398055988
"8","0","1","0",0.00187802167509308,0.0409397139630022,0.00551594682598765,0.0268951621272297,0.176129501429518,0.502899781538695,0.0911681481092644,0.0844600568394028,0.0440538695971272,0.0132410812386276,0.00864677405899617,0.00246614127765177,0.00170580131940457
"9","0","1","0",0.000266754722669921,0.00603691918149641,0.000847205311742035,0.00425371157223588,0.0340449215190508,0.257814112305487,0.13355398512864,0.216054277320371,0.188396841449946,0.0748458610193072,0.0551909007594796,0.0167887458711183,0.011905763838455
"11","0","1","0",0.000601778824079165,0.0135118042606865,0.00187995265302362,0.00937935511229699,0.0716506456570451,0.398499311883569,0.140885208476115,0.172909597109922,0.113523724205167,0.0381650877953681,0.0260716998410823,0.0076108394747213,0.00531099470692298
"1","1","1","0",0.000326407148631233,0.00737651002477417,0.00103360834695174,0.00518371126103902,0.0411363860337396,0.29247000597566,0.139423286195769,0.210157781600744,0.169301291551681,0.063972574533497,0.0460457325509885,0.0138221339921504,0.00975057078437358
"2","1","1","0",0.00130006838509178,0.0287196192207921,0.00392572174016926,0.0193371050035962,0.13522125014527,0.491343947860433,0.111123382044065,0.110756010810364,0.061038432123706,0.0188115683747401,0.0124039836971707,0.00355522990219059,0.00246368069241132
"3","1","1","0",0.000381028024055859,0.00859980361854807,0.00120332414869008,0.00602859667638207,0.0474735652657124,0.319712427160624,0.142221258641264,0.203140831743711,0.154569856218881,0.0564326739644798,0.0399757241870182,0.0118968585475371,0.00836405180309641
"8","1","1","0",0.00175749504362649,0.0384180638754751,0.00519170403720918,0.0253671933860893,0.168327173353075,0.502672791176983,0.0948074437724418,0.0888863585199602,0.0467712477349062,0.0141131232527399,0.00923009641216754,0.00263452009677778,0.0018227893385484
"9","1","1","0",0.00024960922640578,0.00565119013692058,0.000793424277630937,0.00398499111628371,0.0319729569780293,0.246757100871913,0.131135380266151,0.217118728094071,0.194529405100511,0.0786719688374985,0.0585295423224768,0.0178923212762266,0.0127133814958815
"11","1","1","0",0.000563111988075186,0.012655096493327,0.00176249952951399,0.00879974014341018,0.0675752511445052,0.387566991669143,0.141974388697627,0.177954546097528,0.119123209821938,0.0404638243762097,0.0277639263425675,0.00812358327410923,0.00567383042204628
"1","0","0","1",0.000401792557584337,0.00906402130360946,0.00126760217440492,0.0063481248752166,0.0498444561200128,0.32909714867936,0.142811882827504,0.200290498745889,0.14956551520272,0.0540080765742771,0.0380673014723492,0.0112985131650172,0.00793506630205476
"2","0","0","1",0.00159996595682307,0.0351011511456552,0.00476211343717906,0.0233324134898779,0.157576468911099,0.500937427538663,0.0999595319286793,0.0954022335397526,0.0508696862065113,0.0154418710560547,0.0101223498345364,0.00289257383196029,0.00200221312320803
"3","0","0","1",0.000469022486343003,0.0105639187274121,0.00147481204040317,0.00737643816367869,0.0573798125041165,0.356310679832553,0.143416914013079,0.190858362752742,0.135256005548562,0.0474033355947935,0.0329696122492321,0.0097161503748342,0.00680493571225049
"8","0","0","1",0.00216268252182827,0.0468404868807621,0.00626676748728498,0.030407343961865,0.193214546212696,0.500627706154575,0.0834984031776368,0.0755463645011738,0.0387344350433941,0.0115541289637525,0.007523359675493,0.00214258769837994,0.00148118772115868
"9","0","0","1",0.000307263212090821,0.0069470136426958,0.000973907172902791,0.00488608337743688,0.0388802123121589,0.281952072596851,0.137915178387628,0.212329952445207,0.175063095468532,0.0671073259078843,0.0486327580743883,0.0146531530005671,0.0103519844016573
"11","0","0","1",0.000693127692122444,0.015529576288606,0.0021556539504746,0.0107365449605041,0.0810235919492465,0.420698963174618,0.137621507884614,0.161734390026112,0.102134488470269,0.0336457938211357,0.0227894027932082,0.0066231023637876,0.00461385662530145
"1","1","0","1",0.000375970851366731,0.00848667518772238,0.0011876492830489,0.0059506378024993,0.0468929761955945,0.317349934730556,0.142042248903461,0.203824568684919,0.15583545069416,0.057056144836523,0.0404697962901246,0.0120523011549161,0.00847564538510914
"2","1","0","1",0.00149725746204098,0.0329255505522957,0.00447843203278939,0.0219822888365097,0.150210062679745,0.498721818611584,0.103576825594353,0.10017414712892,0.053949822497715,0.0164514072681582,0.010803049595329,0.00308985152019736,0.00213948622036375
"3","1","0","1",0.000438882060838737,0.00989207444669519,0.001382086652571,0.00691660040590081,0.054027938629173,0.344675431328315,0.143362569097058,0.195099081995357,0.141338757362271,0.0501547294686349,0.0350756562437279,0.0103671039165203,0.00726908839293705
"8","1","0","1",0.00202392412896949,0.0439737228234257,0.00590338308031401,0.0287120566027851,0.185113155618367,0.502160799310315,0.0870841454617171,0.0796479887363762,0.0411575911846107,0.0123193212870979,0.00803211914418955,0.00228899700657081,0.00158279561526242
"9","1","0","1",0.000287514806293168,0.00650354865834784,0.000912202014903469,0.00457823477930587,0.0365334076901816,0.270518015653625,0.136005857804706,0.214322289701917,0.181364058103251,0.0706736504379392,0.0516238708280311,0.0156219675371672,0.0110553819843316
"11","1","0","1",0.000648595114038892,0.0145469926415592,0.00202156052668181,0.0100770343714853,0.0764984003925105,0.410467659877391,0.139310757506615,0.167048174554387,0.107393783250833,0.0357076242174782,0.024279657762489,0.00707045839455944,0.00492930138997072
"1","0","1","1",0.000325611767912535,0.00735867330024281,0.00103113017510132,0.0051713612068324,0.0410430138882916,0.292043646611056,0.139366777339209,0.210251917153907,0.169534124550227,0.064097062320095,0.0461477374612234,0.0138547805571524,0.0097741636687495
"2","0","1","1",0.00129690348922435,0.0286518005691163,0.00391676319974514,0.0192940716614023,0.134971179076117,0.491185565200064,0.111251015271968,0.110943324965056,0.0611673262533358,0.0188549705524086,0.0124335505470831,0.00356384332493176,0.00246968588954788
"3","0","1","1",0.00038009959517095,0.00857903678295834,0.00120044704302824,0.00601428853805766,0.0473670700920477,0.319281012491001,0.142189477123363,0.20326671570067,0.154800792149964,0.0565461228068193,0.0400655247690652,0.0119250946937195,0.00838431821413543
"8","0","1","1",0.00175321853985774,0.0383283349154585,0.00518012898912317,0.0253125222245713,0.168043745548663,0.502648673343952,0.094941247949839,0.0890517527099041,0.0468738084084607,0.0141461748930009,0.00925224016090243,0.00264091708537528,0.00182723523089201
"9","0","1","1",0.000249000938316621,0.00563749949135566,0.000791514551878957,0.00397544578166031,0.0318991674754106,0.246355000749261,0.131042410956328,0.217149266991326,0.194752385762241,0.0788147152577847,0.0586553977724809,0.017934143213277,0.012744051058679
"11","0","1","1",0.000561740135080999,0.0126246729275475,0.00175832417564675,0.00877911963264942,0.067429455197739,0.387160358693358,0.142008774832885,0.178136728672606,0.119331708012581,0.0405504522114476,0.0278280037815124,0.00814304601363391,0.00568761571331267
"1","1","1","1",0.000304684424076942,0.0068891285495927,0.000965856445640604,0.00484593136986146,0.0385748838879545,0.280493477387378,0.137687263933338,0.21260597105615,0.175864907435879,0.067552821292707,0.0490035706500347,0.0147727900020398,0.010438713565348
"2","1","1","1",0.00121362619080597,0.0268637232282008,0.0036800352277924,0.0181550877754031,0.128278460311253,0.486480359059228,0.114681405614104,0.116098429137571,0.0647645310587889,0.0200734421942297,0.01326549312921,0.00380648258292904,0.00263892449048375
"3","1","1","1",0.000355671518533147,0.00803230945579539,0.00112465172458099,0.00563716715011821,0.0445499453564948,0.30754907020693,0.141170177813713,0.206511839888543,0.161110537610047,0.0597020203108486,0.0425820283754819,0.0127193541237109,0.00895522646520241
"8","1","1","1",0.00164068828875787,0.0359608987260097,0.00487380104633416,0.0238625619469298,0.16041777446459,0.501563588284586,0.0985827866535387,0.0936303715737391,0.0497432259755283,0.0150750240338399,0.00987559580892516,0.00282114800201549,0.00195253519520644
"9","1","1","1",0.000232996289711553,0.00527714375870634,0.000741226363510985,0.00372401102245915,0.0299507508339698,0.235523708171304,0.128405017517729,0.217745431013505,0.200750720545903,0.082759918519868,0.0621720160242856,0.0191093098235295,0.0136077501155186
"11","1","1","1",0.000525644601160907,0.0118234773314777,0.0016482603921662,0.00823516694506782,0.0635632647768763,0.375966513445829,0.142789321705871,0.183001953125013,0.125082349017164,0.0429701800979507,0.0296269667228014,0.00869087764495424,0.00607602419366782
"4","0","0","0",0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769
"5","0","0","0",0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769
"6","0","0","0",0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769
"7","0","0","0",0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769
"10","0","0","0",0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769
"12","0","0","0",0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769
"4","1","0","0",0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769
"5","1","0","0",0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769
"6","1","0","0",0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769
"7","1","0","0",0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769
"10","1","0","0",0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769
"12","1","0","0",0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769
"4","0","1","0",0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769
"5","0","1","0",0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769
"6","0","1","0",0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769
"7","0","1","0",0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769
"10","0","1","0",0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769
"12","0","1","0",0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769
"4","1","1","0",0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769
"5","1","1","0",0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769
"6","1","1","0",0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769
"7","1","1","0",0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769
"10","1","1","0",0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769
