"Nature_Ancestor_F","Nb_Inflorescences","probability","number"
"0","1",0.30513465197389,70
"1","1",0.189542879706378,130
"2","1",0.211764705882353,85
"0","2",1.04394088392518,8
"1","2",0.648472928598522,1
"2","2",0.724499275362193,0
"0","3",1.14452364521305,2
"1","3",0.710952709573884,1
"2","3",0.7943041261819,0
"0","5",0.333333333333333,3
"1","5",0.207059275285234,0
"2","5",0.231334706948189,0
