"Nature_Ancestor_F","1","2","3","4","5"
"0",0.0957983595543236,0.736455200169655,0.0993227344057859,0.057387034544685,0.0110366713255504
"1",0.0936058939085084,0.735046938416771,0.101275222547918,0.0587526176344203,0.0113193274923821
"2",0.108925714087257,0.74236099581253,0.0888636222321572,0.0502699280426729,0.00957973982538296
