"1","2","3","4","5","6","7","8","9","10","11","12"
0.019014693172098,0.00259291270522152,0.0129645635263669,0.0898876404493935,0.39239412273106,0.132238547968803,0.157303370786504,0.112359550561946,0.0397579948141904,0.0285220397580228,0.00691443388076152,0.00605012964563267
