"Position_A","Nature_Ancestor_F","probability","number"
"0","0",0.157228049119392,54
"1","0",0.443067415329413,114
"0","1",0.0849475579254803,6
"1","1",0.239381555259316,48
"0","2",2.26032940698245e-07,1
"1","2",6.36959062809653e-07,0
