"Burst_Month","Position_A","probability","number"
"9","0",0.162051670907096,14
"10","0",0.138513718808683,90
"11","0",0.202819204290508,38
"12","0",0.222244454259291,106
"9","1",0.975570600663732,11
"10","1",0.833869290590801,63
"11","1",1.22099606778672,33
"12","1",1.33793841508873,96
