"Burst_Month","Position_A","probability","number"
"8","0",0.407414945620417,61
"9","0",0.0619052357872811,23
"10","0",1.27934006538737,6
"11","0",0.811492157346025,62
"12","0",0.667434612183733,2
"1","0",1.91327479549124,10
"2","0",0.328284355404289,13
"8","1",0.847726407047955,45
"9","1",0.128808978844635,20
"10","1",2.66197980383807,2
"11","1",1.68850784265403,62
"12","1",1.38876089796939,12
"1","1",3.98103600644128,7
"2","1",0.683075866726341,4
