"is_loaded","position_mother_L","nature_mother_V","probas"
"0","0","0",0.949889530194466
"1","0","0",0.961844958145353
"0","1","0",0.771035544575493
"1","1","0",0.817462191864001
"0","0","1",0.830269775905456
"1","0","1",0.866761148582172
"0","1","1",0.464955651407891
"1","1","1",0.536105054761075
