"Burst_Month","Position_A","probability","number"
"8","0",0.360655737704928,61
"9","0",0.043478260869568,23
"10","0",2.16666666666666,6
"11","0",0.677419354838732,62
"12","0",1.50000000000008,2
"1","0",2.10000000000003,10
"2","0",0.53846153846153,13
"8","1",0.911111111111131,45
"9","1",0.149999999999996,20
"10","1",8.31528717557823e-08,2
"11","1",1.82258064516127,62
"12","1",1.24999999999999,12
"1","1",3.71428571428574,7
"2","1",8.31528714087934e-08,4
