"Position_A","Nature_F","probability","number"
"0","0",0.81159423800898,69
"1","0",1.83870967744254,31
"0","1",1.61320754717688,106
"1","1",3.19791666666667,96
"0","2",1.46875000000068,32
"1","2",3.68333333333333,120
