"Burst_Month","3","5","6","7","8","9","10","11","12","13","14","15","17"
"10",0,0,0,0,0,0,4,0,0,0,0,0,8
"12",0,0,0,0,2,2,0,0,0,1,9,38,0
"1",0,0,0,8,12,1,8,0,0,12,51,0,0
"2",0,0,50,4,1,8,0,7,81,88,0,0,0
"3",0,0,0,0,0,0,0,2,13,0,0,0,0
"4",0,6,0,2,0,0,7,23,0,0,0,0,0
"5",2,0,0,0,2,1,1,0,0,0,0,0,0
