"Burst_Month","probability","number"
"8",0.594339622641526,106
"9",0.0930232558139553,43
"10",1.62499999999999,8
"11",1.25,124
"12",1.28571428571429,14
"1",2.76470588235292,17
"2",0.411764706861329,17
