"Burst_Month","probability","stderror","number"
"8",349.666666666667,33.1672181914697,6
"9",326.000000000001,81.2427607566564,1
"1",406.490196078412,19.704263759793,17
"2",385.331804281348,7.7816451736659,109
"3",360.877811860938,6.36342413485227,163
