"Burst_Month","1","2","3","4","5","6","7","8","9","10","11","12"
"8",0.0508986969561032,0.00667827515640543,0.032502428319923,0.193202170727716,0.470440348836702,0.0881771416693243,0.0817107587270905,0.0469956874706673,0.0148015332376292,0.010123402936851,0.0023932356282873,0.0020763203333003
"1",0.0113200232292393,0.00155571807660766,0.00782261963403232,0.0571202689373236,0.31736910711225,0.136845102862921,0.188743587663156,0.15499625203257,0.059363144091275,0.0442685786301591,0.0109442566939737,0.00965134103649323
"2-3",0.0180720527655597,0.00246437916111445,0.0123219250631314,0.0865847138217305,0.392826758662544,0.134061884446526,0.159470716013654,0.113108407957065,0.0397228673483756,0.0284531672526511,0.0068870012350315,0.00602612627261645
