"Burst_Month","1","2","3","4","5","6","7"
"8-9-10",0.00498462736246923,0.07614524742158,0.320472767496902,0.193466156179448,0.0443749853934015,0.177504132299578,0.183052083846621
"11",0.0264104017881432,0.297047455287095,0.460752926021035,0.104152173220892,0.0173277775024582,0.054574089231189,0.0397351769491877
"12-1-2",0.389443182614696,0.52887050869775,0.0701191904225573,0.0062511291185644,0.000907025871228817,0.00265224713831869,0.00175671613688477
