"Burst_Month","Nature_Ancestor_F","10","11","12","1","2","3"
"8-9-10","0",0.00585729300112109,0.376811818876582,0.0548017277875156,0.193649757657924,0.249627884012066,0.119251518664791
"11","0",0.00216894480346571,0.183956635550474,0.0368199609904683,0.164011154839499,0.344570984561324,0.268472319254769
"12-1-2","0",0.000382519618005205,0.0383196246438371,0.00937909031969211,0.0519274924047065,0.224173522653515,0.675817750360244
"8-9-10","1",0.00217633073612734,0.184465892833076,0.0368940939614881,0.164228884972253,0.344431053731099,0.267803743765957
"11","1",0.000804016643289519,0.0772469780010948,0.0179624760947845,0.0933938518423781,0.312753712177599,0.497838965240854
"12-1-2","1",0.000141638470942202,0.0145433972728408,0.00366990898427602,0.0211557800487809,0.111286667673021,0.849202607550139
"8-9-10","2",0.000256723649401651,0.0260494088344106,0.00647748549398386,0.0366105369440556,0.174117347702627,0.756488497375521
"11","2",9.47282488633949e-05,0.00977421195852078,0.00248141402443787,0.0144236952205447,0.0793770566758618,0.893848893871771
"12-1-2","2",1.66779165080147e-05,0.00173496197221307,0.000444954507639373,0.00262322192265873,0.0156588977663656,0.979521285914615
