"Burst_Month","Position_A","probability","number"
"9-10-11","0",0.762747649629796,193
"12","0",0.559705201015094,185
"1-2","0",0.0111653802669769,201
"3-4-5","0",1.78715564206501e-08,49
"9-10-11","1",0.848247530178784,120
"12","1",0.688493271414058,143
"1-2","1",0.0192540832645228,247
"3-4-5","1",3.10726899776955e-08,40
