"Position_A","Nature_Ancestor_F","1","2","3","4","5","6","7"
"0","0",0.084280973161464,0.271419824477123,0.366032211252573,0.111593199705195,0.0205608959800299,0.0776207001544883,0.0684921952691268
"1","0",0.0575315848872653,0.210489087047884,0.364363669788829,0.135921870932759,0.0266077898862662,0.105287895327672,0.0997981021293249
"0","1",0.0630270516583503,0.224462053274066,0.367159749987168,0.130486806149255,0.0251523173335265,0.0983027490632052,0.0914092725344299
"1","1",0.0995412263159767,0.299166536635556,0.358291017097697,0.100247894609556,0.0180516369625654,0.0670146924659568,0.0576869959126924
"0","2",0.0107813664164944,0.0505819711667853,0.173604650743818,0.136912947670805,0.0371136624631186,0.207936423620547,0.383068977918432
"1","2",0.290123586523495,0.420146521436249,0.209839982500285,0.0367890956356056,0.00599568226734259,0.0208163269999225,0.0162888046371001
