"Position_A","Nature_Ancestor_F","probability","number"
"0","0",0.0637254901960782,206
"1","0",0.827272727272716,220
"0","1",3.05902321569269e-08,49
"1","1",0.287356321839096,87
"0","2",3.05902320500684e-08,5
"1","2",3.05902320506105e-08,2
