"Position_A","Nature_Ancestor_F","probability","number"
"0","0",0.558823529411764,238
"1","0",0.752808988763501,178
"0","1",0.645586297760203,759
"1","1",0.710843373493622,83
"0","2",0.517857142857142,672
"1","2",0.26666666666722,15
