"Position_A","Position_Ancestor_A","Nature_Ancestor_F","probability","number"
"0","0","0",0.280251312466944,149
"1","0","0",0.435145790700651,189
"0","1","0",0.269511477331972,179
"1","1","0",0.447732136105221,129
"0","0","1",0.055454047384511,347
"1","0","1",0.0675940599067443,26
"0","1","1",0.102897506078677,503
"1","1","1",0.135919918270949,68
"0","0","2",2.35046274544812e-08,96
"1","0","2",5.15851860785266e-08,0
"0","1","2",0.0266222961730442,601
"1","1","2",0.0624999999999996,16
