datesUnik;tempMoyheure;tempMoy
11/07/2010;17.93010417;19
12/07/2010;18.445;20.26
13/07/2010;17.4928125;17.955
14/07/2010;19.10291667;20.3
15/07/2010;19.741875;20.99
16/07/2010;18.86114583;20.055
17/07/2010;19.51604167;21.04
18/07/2010;18.98916667;19.765
19/07/2010;19.32166667;20.26
20/07/2010;19.27770833;20.36
21/07/2010;18.99802083;20.49
22/07/2010;19.01239583;20.685
23/07/2010;17.92385417;18.76
24/07/2010;17.62166667;18.83
25/07/2010;17.501875;19.04
26/07/2010;17.67270833;18.495
27/07/2010;17.1909375;18.905
28/07/2010;17.49166667;19.15
29/07/2010;17.436875;17.635
30/07/2010;19.30354167;19.72
31/07/2010;18.79854167;19.8
01/08/2010;17.29864583;19.23
02/08/2010;17.066875;18.205
03/08/2010;17.08645833;18.66
04/08/2010;16.76302083;17.75
05/08/2010;17.17885417;18.675
06/08/2010;17.63541667;18.505
07/08/2010;18.1871875;19.245
08/08/2010;18.45885417;20.04
09/08/2010;18.14833333;19.485
10/08/2010;18.5734375;19.565
11/08/2010;17.97041667;18.905
12/08/2010;17.23375;18.03
13/08/2010;18.2459375;19.355
14/08/2010;17.09677083;17.45
15/08/2010;18.25927083;19.385
16/08/2010;18.51447917;20.395
17/08/2010;18.925625;20.405
18/08/2010;19.1371875;20.295
19/08/2010;19.61125;20.115
20/08/2010;19.44260417;20.825
21/08/2010;19.31791667;21.04
22/08/2010;19.02239583;20.385
23/08/2010;19.26239583;19.995
24/08/2010;19.0653125;20.24
25/08/2010;19.71197917;20.78
26/08/2010;18.41354167;19.3
27/08/2010;18.37208333;20.105
28/08/2010;18.94677083;20.085
29/08/2010;19.63114583;20.95
30/08/2010;19.49541667;21.14
31/08/2010;18.55885417;19.67
01/09/2010;18.66604167;18.865
02/09/2010;18.07833333;19.06
03/09/2010;18.6175;19.08
04/09/2010;20.26135417;21.5
05/09/2010;20.15833333;21.33
06/09/2010;20.78083333;21.6
07/09/2010;21.35375;22.27
08/09/2010;20.97541667;21.525
