Date de relevéUC;Traitement;Plant;UC disparue;numéro de l'Unité de Croissance;Position ;Diamètre basal UC (mm);IA Type;IA Diam stade F;IL1 Type;IL1 Diam stade F;IL2 Type;IL2 Diam stade F;IL3 Type;IL3 Diam stade F;IL4 Type;IL4 Diam Stade F;IL5 Type;IL5 Diam stadeF;IL6 Type;IL6 Diam stadeF
30/06/2006;PS;B11;P;511;L;3,6;F;4,2;;;;;;;;;;;;
30/06/2006;PS;B11;P;512;L;5,1;F;7,4;;;;;;;;;;;;
30/06/2006;PS;B11;P;514;L;5,3;F;6,2;;;;;;;;;;;;
30/06/2006;PS;B11;P;515;L;5,0;F;5,6;;;;;;;;;;;;
30/06/2006;PS;B11;P;520;L;3,1;F;5,0;;;;;;;;;;;;
30/06/2006;PS;B11;P;530;L;3,6;F;4,6;;;;;;;;;;;;
30/06/2006;PS;B11;P;532;L;4,7;F;5,6;;;;;;;;;;;;
30/06/2006;PS;B11;P;535;L;3,6;F;3,3;;;;;;;;;;;;
30/06/2006;PS;B11;P;536;L;3,4;F;4,3;;;;;;;;;;;;
30/06/2006;PS;B11;P;538;L;3,8;F;6,0;;;;;;;;;;;;
30/06/2006;PS;B11;P;539;L;4,4;F;7,8;;;;;;;;;;;;
30/06/2006;PS;B11;P;540;L;4,4;F;7,3;;;;;;;;;;;;
30/06/2006;PS;B11;P;541;L;5,4;F;4,9;;;;;;;;;;;;
30/06/2006;PS;B11;P;542;L;6,2;F;6,8;;;;;;;;;;;;
30/06/2006;PS;B11;P;543;L;3,6;F;5,5;;;;;;;;;;;;
30/06/2006;PS;B11;P;549;L;4,0;F;5,6;;;;;;;;;;;;
30/06/2006;PS;B11;P;552;L;3,8;F;2,6;;;;;;;;;;;;
30/06/2006;PS;B11;P;553;L;4,9;F;7,0;;;;;;;;;;;;
30/06/2006;PS;B11;P;555;L;4,9;F;5,0;;;;;;;;;;;;
30/06/2006;PS;B11;P;557;L;3,4;F;3,3;;;;;;;;;;;;
30/06/2006;PS;B11;P;559;L;3,5;F;5,0;;;;;;;;;;;;
30/06/2006;PS;B11;P;560;L;5,3;F;4,5;;;;;;;;;;;;
30/06/2006;PS;B11;P;561;L;3,0;F;3,7;;;;;;;;;;;;
30/06/2006;PS;B11;P;562;L;4,1;F;5,2;;;;;;;;;;;;
30/06/2006;PS;B11;P;563;L;4,4;F;4,6;;;;;;;;;;;;
30/06/2006;PS;B11;P;564;L;4,1;F;4,8;;;;;;;;;;;;
30/06/2006;PS;B11;P;565;L;4,4;F;5,1;;;;;;;;;;;;
30/06/2006;PS;B11;P;566;L;3,2;F;4,3;;;;;;;;;;;;
30/06/2006;PS;B11;P;567;L;3,5;F;4,5;;;;;;;;;;;;
30/06/2006;PS;B11;P;568;L;1,9;F;4,0;;;;;;;;;;;;
30/06/2006;PS;B11;P;570;L;3,4;F;2,8;;;;;;;;;;;;
30/06/2006;PS;B11;P;571;L;4,7;F;4,8;;;;;;;;;;;;
30/06/2006;PS;B11;P;572;L;5,5;F;5,6;;;;;;;;;;;;
30/06/2006;PS;B11;P;574;L;3,8;F;4,1;;;;;;;;;;;;
30/06/2006;PS;B11;P;575;L;5,7;F;5,2;;;;;;;;;;;;
30/06/2006;PS;B11;P;576;L;4,2;F;4,0;;;;;;;;;;;;
30/06/2006;PS;B11;P;577;L;2,5;F;2,9;;;;;;;;;;;;
30/06/2006;PS;B11;P;578;L;5,7;F;5,9;;;;;;;;;;;;
30/06/2006;PS;B11;P;580;L;4,5;F;4,2;;;;;;;;;;;;
30/06/2006;PS;B11;P;582;L;3,3;F;4,2;;;;;;;;;;;;
30/06/2006;PS;B11;P;584;L;3,7;F;3,7;;;;;;;;;;;;
30/06/2006;PS;B11;P;585;L;3,3;F;3,3;;;;;;;;;;;;
30/06/2006;PS;B11;P;586;L;3,4;F;3,6;;;;;;;;;;;;
30/06/2006;PS;B11;P;587;L;3,6;F;5,2;;;;;;;;;;;;
30/06/2006;PS;B11;P;588;L;4,1;F;5,3;;;;;;;;;;;;
30/06/2006;PS;B11;P;589;L;4,4;F;4,3;;;;;;;;;;;;
30/06/2006;PS;B11;P;590;L;4,3;F;5,5;;;;;;;;;;;;
30/06/2006;PS;B11;P;591;L;3,5;F;3,3;;;;;;;;;;;;
30/06/2006;PS;B11;P;593;L;5,4;F;4,1;;;;;;;;;;;;
30/06/2006;PS;B11;P;594;L;2,2;F;2,3;;;;;;;;;;;;
30/06/2006;PS;B11;P;595;L;3,8;F;5,6;;;;;;;;;;;;
30/06/2006;PS;B11;P;596;L;3,3;F;4,5;;;;;;;;;;;;
30/06/2006;PS;B11;P;597;L;3,8;F;5,3;;;;;;;;;;;;
30/06/2006;PS;B11;P;619;L;5,0;F;6,1;;;;;;;;;;;;
30/06/2006;PS;B11;P;650;L;4,3;F;6,1;;;;;;;;;;;;
30/06/2006;PS;B11;P;651;A;4,3;F;4,6;;;;;;;;;;;;
30/06/2006;PS;B11;P;654;L;3,5;F;3,4;;;;;;;;;;;;
30/06/2006;PS;B11;P;655;A;3,7;F;4,8;;;;;;;;;;;;
30/06/2006;PS;B11;P;657;L;2,8;F;4,7;;;;;;;;;;;;
30/06/2006;PS;B11;P;658;L;3,8;F;4,5;;;;;;;;;;;;
30/06/2006;PS;B11;P;659;L;3,9;F;4,7;;;;;;;;;;;;
30/06/2006;PS;B11;P;660;L;3,4;F;3,6;;;;;;;;;;;;
30/06/2006;PS;B11;P;662;L;3,7;F;5,1;;;;;;;;;;;;
30/06/2006;PS;B11;P;663;L;5,3;F;6,9;;;;;;;;;;;;
01/09/2006;PS;B11;P;670;A;5,9;F;6,0;;;;;;;;;;;;
01/09/2006;PS;B11;P;671;L;3,8;F;4,0;;;;;;;;;;;;
01/09/2006;PS;B11;P;672;A;5,8;F;7,0;;;;;;;;;;;;
30/06/2006;PS;B13;P;1;L;4,5;F;6,6;;;;;;;;;;;;
30/06/2006;PS;B13;P;4;L;3,3;F;5,2;;;;;;;;;;;;
30/06/2006;PS;B13;P;5;A;7,4;F;9,2;;;;;;;;;;;;
30/06/2006;PS;B13;P;8;L;3,7;F;4,7;;;;;;;;;;;;
30/06/2006;PS;B13;P;9;L;5,4;F;6,3;;;;;;;;;;;;
30/06/2006;PS;B13;P;10;L;4,5;F;5,8;;;;;;;;;;;;
30/06/2006;PS;B13;P;11;A;7,2;F;6,5;;;;;;;;;;;;
30/06/2006;PS;B13;P;12;A;6,1;F;6,5;;;;;;;;;;;;
30/06/2006;PS;B13;P;13;A;5,9;F;6,6;;;;;;;;;;;;
30/06/2006;PS;B13;P;14;A;4,8;F;4,9;;;;;;;;;;;;
30/06/2006;PS;B13;P;15;A;4,4;F;6,2;;;;;;;;;;;;
30/06/2006;PS;B13;P;16;A;4,9;F;5,9;;;;;;;;;;;;
30/06/2006;PS;B13;P;18;L;6,1;F;7,6;;;;;;;;;;;;
30/06/2006;PS;B13;P;19;L;4,3;F;6,0;;;;;;;;;;;;
30/06/2006;PS;B13;P;20;L;3,5;F;5,5;;;;;;;;;;;;
30/06/2006;PS;B13;P;21;A;7,6;F;6,6;F;4,9;;;;;;;;;;
30/06/2006;PS;B13;P;23;L;4,6;F;6,0;;;;;;;;;;;;
30/06/2006;PS;B13;P;24;L;3,9;F;5,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;27;L;3,4;F;4,6;;;;;;;;;;;;
03/07/2006;PS;B13;P;28;A;6,6;F;9,6;;;;;;;;;;;;
03/07/2006;PS;B13;P;32;A;4,3;F;5,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;34;A;5,3;F;8,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;36;A;4,1;F;5,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;37;A;7,5;F;9,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;38;A;6,9;F;6,4;F;6,1;;;;;;;;;;
03/07/2006;PS;B13;P;39;L;2,9;F;6,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;45;L;6,4;F;7,8;;;;;;;;;;;;
03/07/2006;PS;B13;P;48;L;4,6;F;6,7;;;;;;;;;;;;
03/07/2006;PS;B13;P;51;L;5,9;F;5,8;;;;;;;;;;;;
03/07/2006;PS;B13;P;53;L;4,6;F;7,5;;;;;;;;;;;;
03/07/2006;PS;B13;P;54;A;5,2;F;5,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;56;L;5,9;F;9,6;;;;;;;;;;;;
03/07/2006;PS;B13;P;58;L;5,1;F;6,6;;;;;;;;;;;;
03/07/2006;PS;B13;P;59;A;4,7;F;6,1;;;;;;;;;;;;
03/07/2006;PS;B13;P;60;A;4,4;F;6,5;;;;;;;;;;;;
03/07/2006;PS;B13;P;61;A;3,7;F;6,1;;;;;;;;;;;;
03/07/2006;PS;B13;P;62;A;7,7;F;8,1;;;;;;;;;;;;
03/07/2006;PS;B13;P;63;A;5,0;F;5,6;;;;;;;;;;;;
03/07/2006;PS;B13;P;65;A;7,8;F;7,4;;;;;;;;;;;;
03/07/2006;PS;B13;P;66;L;5,7;F;4,3;F;5,0;;;;;;;;;;
03/07/2006;PS;B13;P;67;L;5,4;F;8,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;68;A;6,8;F;6,5;F;5,7;;;;;;;;;;
03/07/2006;PS;B13;P;69;A;4,7;F;7,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;70;A;4,9;F;6,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;71;L;6,0;F;7,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;72;L;6,7;F;6,7;;;;;;;;;;;;
03/07/2006;PS;B13;P;73;A;4,6;F;5,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;75;A;5,4;F;5,1;;;;;;;;;;;;
03/07/2006;PS;B13;P;76;L;4,4;F;4,8;;;;;;;;;;;;
03/07/2006;PS;B13;P;77;A;7,0;F;6,8;;;;;;;;;;;;
03/07/2006;PS;B13;P;78;L;4,1;F;4,7;;;;;;;;;;;;
03/07/2006;PS;B13;P;79;A;7,1;F;7,7;;;;;;;;;;;;
03/07/2006;PS;B13;P;80;A;6,4;F;8,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;81;A;4,5;F;4,8;;;;;;;;;;;;
03/07/2006;PS;B13;P;82;L;5,1;F;6,6;;;;;;;;;;;;
03/07/2006;PS;B13;P;83;L;3,3;F;5,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;84;L;7,5;F;6,7;;;;;;;;;;;;
03/07/2006;PS;B13;P;85;L;5,6;F;8,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;86;L;4,6;F;7,4;;;;;;;;;;;;
03/07/2006;PS;B13;P;87;A;8,9;F;7,3;F;3,9;F;4,6;;;;;;;;
03/07/2006;PS;B13;P;88;A;7,9;F;8,1;;;;;;;;;;;;
03/07/2006;PS;B13;P;89;A;5,2;F;6,7;;;;;;;;;;;;
03/07/2006;PS;B13;P;90;A;3,9;F;4,7;;;;;;;;;;;;
03/07/2006;PS;B13;P;91;A;6,7;F;9,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;93;A;6,4;F;8,8;;;;;;;;;;;;
03/07/2006;PS;B13;P;94;A;6,6;F;6,6;F;4,5;F;5,2;;;;;;;;
03/07/2006;PS;B13;P;98;A;6,7;F;9,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;99;A;7,0;F;8,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;100;A;6,0;F;6,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;101;A;7,2;F;6,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;102;A;5,6;F;5,5;;;;;;;;;;;;
03/07/2006;PS;B13;P;103;L;4,0;F;4,4;;;;;;;;;;;;
03/07/2006;PS;B13;P;104;A;7,4;F;6,2;F;3,6;F;4,7;;;;;;;;
03/07/2006;PS;B13;P;105;A;8,7;F;7,9;F;8,2;;;;;;;;;;
03/07/2006;PS;B13;P;106;A;6,3;F;6,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;107;A;7,0;F;7,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;108;A;8,7;F;6,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;109;A;6,4;F;6,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;110;A;6,1;F;6,8;;;;;;;;;;;;
03/07/2006;PS;B13;P;111;A;7,2;F;5,6;;;;;;;;;;;;
03/07/2006;PS;B13;P;112;A;5,8;F;8,4;;;;;;;;;;;;
03/07/2006;PS;B13;P;113;A;5,7;F;9,1;;;;;;;;;;;;
03/07/2006;PS;B13;P;114;A;5,9;F;8,5;;;;;;;;;;;;
03/07/2006;PS;B13;P;115;A;5,1;F;4,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;116;A;3,8;F;3,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;117;A;5,0;F;5,4;;;;;;;;;;;;
03/07/2006;PS;B13;P;120;A;6,0;F;6,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;121;L;5,4;F;6,8;;;;;;;;;;;;
03/07/2006;PS;B13;P;123;A;7,3;F;7,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;124;A;4,4;F;4,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;125;A;8,2;F;7,0;F;4,0;F;5,8;F;5,6;;;;;;
03/07/2006;PS;B13;P;126;L;4,6;F;5,8;;;;;;;;;;;;
03/07/2006;PS;B13;P;127;L;3,4;F;4,8;;;;;;;;;;;;
03/07/2006;PS;B13;P;128;A;5,6;F;7,4;;;;;;;;;;;;
03/07/2006;PS;B13;P;129;A;6,2;F;7,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;130;A;4,7;F;6,1;;;;;;;;;;;;
03/07/2006;PS;B13;P;131;A;6,7;F;4,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;132;A;4,6;F;7,1;;;;;;;;;;;;
03/07/2006;PS;B13;P;133;L;4,7;F;6,1;;;;;;;;;;;;
03/07/2006;PS;B13;P;134;A;6,7;F;7,0;F;4,8;;;;;;;;;;
03/07/2006;PS;B13;P;135;A;5,3;F;6,4;;;;;;;;;;;;
03/07/2006;PS;B13;P;136;L;4,2;F;6,6;;;;;;;;;;;;
03/07/2006;PS;B13;P;137;L;2,9;F;4,7;;;;;;;;;;;;
03/07/2006;PS;B13;P;138;A;6,9;F;8,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;139;A;4,5;F;3,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;140;L;5,8;F;8,4;F;4,0;;;;;;;;;;
03/07/2006;PS;B13;P;141;A;7,9;F;8,3;F;5,0;F;5,6;F;6,2;F;5,6;F;4,3;;
03/07/2006;PS;B13;P;142;A;3,8;F;5,6;;;;;;;;;;;;
03/07/2006;PS;B13;P;143;A;4,9;F;7,5;;;;;;;;;;;;
03/07/2006;PS;B13;P;144;A;7,4;F;8,0;F;5,5;F;5,3;;;;;;;;
03/07/2006;PS;B13;P;145;A;4,5;F;6,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;146;A;5,0;F;7,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;147;L;4,4;F;6,5;;;;;;;;;;;;
03/07/2006;PS;B13;P;148;L;5,9;F;7,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;149;L;4,9;F;7,7;;;;;;;;;;;;
03/07/2006;PS;B13;P;150;A;8,2;F;9,3;F;4,8;F;3,9;;;;;;;;
03/07/2006;PS;B13;P;154;L;2,9;F;3,4;;;;;;;;;;;;
03/07/2006;PS;B13;P;155;L;3,9;F;5,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;156;A;6,9;F;7,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;164;L;5,2;F;6,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;165;L;4,1;F;5,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;166;L;2,9;F;5,5;;;;;;;;;;;;
03/07/2006;PS;B13;P;167;A;7,2;F;11,3;F;7,4;;;;;;;;;;
03/07/2006;PS;B13;P;169;L;3,6;F;4,5;;;;;;;;;;;;
03/07/2006;PS;B13;P;170;A;7,4;F;8,6;F;5,1;;;;;;;;;;
03/07/2006;PS;B13;P;176;A;5,4;F;7,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;187;L;2,8;F;4,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;194;L;5,5;F;8,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;195;L;5,4;F;6,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;196;L;5,9;F;7,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;197;L;4,4;F;7,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;199;A;5,1;F;5,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;201;L;4,6;F;6,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;202;A;8,3;F;8,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;205;A;5,0;F;5,1;;;;;;;;;;;;
03/07/2006;PS;B13;P;206;L;4,8;F;6,4;;;;;;;;;;;;
03/07/2006;PS;B13;P;208;A;7,2;F;6,8;;;;;;;;;;;;
03/07/2006;PS;B13;P;209;A;4,1;F;7,4;;;;;;;;;;;;
03/07/2006;PS;B13;P;210;L;6,3;F;8,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;211;L;2,6;F;6,4;;;;;;;;;;;;
03/07/2006;PS;B13;P;212;A;7,1;F;9,8;;;;;;;;;;;;
03/07/2006;PS;B13;P;217;A;7,2;F;6,8;F;5,1;F;5,5;;;;;;;;
03/07/2006;PS;B13;P;218;A;6,6;F;9,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;219;A;6,3;F;8,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;220;L;4,3;F;6,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;221;L;3,2;F;5,6;;;;;;;;;;;;
03/07/2006;PS;B13;P;222;A;8,0;F;5,7;F;4,6;F;5,7;;;;;;;;
03/07/2006;PS;B13;P;228;L;4,4;F;10,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;232;A;5,7;F;6,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;233;A;9,0;F;6,1;F;5,6;F;7,1;F;4,9;F;4,0;;;;
03/07/2006;PS;B13;P;234;L;6,4;F;7,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;235;L;5,1;F;8,5;;;;;;;;;;;;
03/07/2006;PS;B13;P;236;A;4,0;F;4,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;237;A;3,4;F;5,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;238;A;5,4;F;9,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;239;A;10,1;F;9,0;F;5,0;F;5,7;F;6,0;F;6,3;;;;
03/07/2006;PS;B13;P;240;L;4,0;F;5,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;242;L;6,1;F;9,1;;;;;;;;;;;;
03/07/2006;PS;B13;P;245;A;8,7;F;8,8;F;6,8;F;3,1;F;6,9;;;;;;
03/07/2006;PS;B13;P;246;A;9,1;F;7,7;F;4,9;F;4,2;F;5,1;;;;;;
03/07/2006;PS;B13;P;247;A;5,3;F;5,6;;;;;;;;;;;;
03/07/2006;PS;B13;P;253;L;3,7;F;5,7;;;;;;;;;;;;
03/07/2006;PS;B13;P;257;A;5,7;F;8,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;258;A;5,5;F;8,5;F;4,6;F;5,8;;;;;;;;
03/07/2006;PS;B13;P;259;A;8,0;F;8,8;;;;;;;;;;;;
03/07/2006;PS;B13;P;260;A;5,6;F;5,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;261;A;9,3;F;8,3;F;5,2;F;6,4;F;3,6;;;;;;
03/07/2006;PS;B13;P;262;L;5,0;F;8,4;;;;;;;;;;;;
03/07/2006;PS;B13;P;263;A;6,8;F;8,0;F;6,5;F;7,0;;;;;;;;
03/07/2006;PS;B13;P;264;A;8,8;F;7,0;F;5,2;F;5,6;F;4,7;;;;;;
03/07/2006;PS;B13;P;265;A;10,5;F;10,0;F;3,5;F;4,3;F;5,5;F;6,7;;;;
03/07/2006;PS;B13;P;266;A;4,5;F;8,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;267;A;2,8;F;5,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;268;L;3,7;F;8,1;;;;;;;;;;;;
03/07/2006;PS;B13;P;269;L;5,1;F;7,5;;;;;;;;;;;;
03/07/2006;PS;B13;P;270;A;6,1;F;6,4;F;4,2;;;;;;;;;;
03/07/2006;PS;B13;P;271;A;7,8;F;7,4;F;3,9;F;5,5;;;;;;;;
03/07/2006;PS;B13;P;272;L;5,0;F;6,5;;;;;;;;;;;;
03/07/2006;PS;B13;P;273;L;4,4;F;6,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;274;L;5,7;F;7,7;;;;;;;;;;;;
03/07/2006;PS;B13;P;275;L;2,8;F;6,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;276;A;9,6;F;7,0;F;4,1;F;6,2;F;4,0;F;3,0;;;;
03/07/2006;PS;B13;P;277;L;10,1;F;7,3;F;4,7;F;7,5;F;3,7;MF;2,6;MF;1,7;;
03/07/2006;PS;B13;P;279;L;4,6;F;8,5;;;;;;;;;;;;
03/07/2006;PS;B13;P;280;L;5,7;F;6,6;;;;;;;;;;;;
03/07/2006;PS;B13;P;281;L;3,9;F;7,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;282;L;5,2;F;6,5;;;;;;;;;;;;
03/07/2006;PS;B13;P;285;L;3,0;F;5,6;;;;;;;;;;;;
03/07/2006;PS;B13;P;286;A;6,9;F;7,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;287;L;4,6;F;5,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;288;L;5,3;F;6,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;290;L;3,7;F;3,5;;;;;;;;;;;;
03/07/2006;PS;B13;P;291;L;6,0;F;5,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;292;L;5,7;F;7,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;293;L;3,9;F;8,6;;;;;;;;;;;;
03/07/2006;PS;B13;P;294;A;7,9;F;7,2;;;F;3,0;;;;;;;;
03/07/2006;PS;B13;P;295;L;3,5;F;7,1;;;;;;;;;;;;
03/07/2006;PS;B13;P;296;L;3,7;F;4,4;;;;;;;;;;;;
03/07/2006;PS;B13;P;297;L;4,5;F;7,4;;;;;;;;;;;;
03/07/2006;PS;B13;P;298;L;4,6;F;5,7;;;;;;;;;;;;
03/07/2006;PS;B13;P;299;L;4,7;F;6,1;;;;;;;;;;;;
03/07/2006;PS;B13;P;300;L;4,5;F;5,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;306;L;3,9;F;6,7;;;;;;;;;;;;
03/07/2006;PS;B13;P;308;A;5,2;F;6,6;;;;;;;;;;;;
03/07/2006;PS;B13;P;312;L;3,1;F;5,7;;;;;;;;;;;;
03/07/2006;PS;B13;P;313;L;4,2;F;5,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;314;A;7,7;F;5,0;F;3,4;F;5,1;F;6,7;;;;;;
03/07/2006;PS;B13;P;320;A;4,9;F;6,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;322;A;5,0;F;5,5;;;;;;;;;;;;
03/07/2006;PS;B13;P;323;A;9,5;F;8,8;;4,6;F;3,5;F;5,3;;;;;;
03/07/2006;PS;B13;P;324;L;6,2;F;6,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;325;A;7,4;F;7,0;F;6,0;;;;;;;;;;
03/07/2006;PS;B13;P;328;L;5,2;F;5,7;;;;;;;;;;;;
03/07/2006;PS;B13;P;329;A;9,4;F;9,2;MF;3,6;F;4,7;F;4,6;;;;;;
03/07/2006;PS;B13;P;330;A;7,4;F;6,0;F;4,4;F;2,4;;;;;;;;
03/07/2006;PS;B13;P;331;L;4,1;F;4,8;;;;;;;;;;;;
03/07/2006;PS;B13;P;332;A;6,4;F;4,8;;;;;;;;;;;;
03/07/2006;PS;B13;P;333;L;3,9;F;3,8;;;;;;;;;;;;
03/07/2006;PS;B13;P;334;A;6,2;F;6,5;;;;;;;;;;;;
03/07/2006;PS;B13;P;335;A;5,0;F;8,8;;;;;;;;;;;;
03/07/2006;PS;B13;P;337;L;3,9;F;4,1;;;;;;;;;;;;
03/07/2006;PS;B13;P;341;A;7,2;F;6,8;F;4,4;F;4,5;F;4,5;F;5,0;;;;
03/07/2006;PS;B13;P;343;L;4,1;F;5,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;344;A;4,4;F;5,1;;;;;;;;;;;;
03/07/2006;PS;B13;P;345;A;7,9;F;6,6;F;4,4;F;4,2;F;3,2;;;;;;
03/07/2006;PS;B13;P;346;A;7,3;F;8,2;F;4,3;F;5,1;F;5,6;;;;;;
03/07/2006;PS;B13;P;347;L;5,2;F;10,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;348;A;8,6;F;9,8;F;3,6;F;4,7;F;4,3;F;5,1;F;4,4;;
03/07/2006;PS;B13;P;351;A;4,5;F;5,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;353;L;5,3;F;6,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;354;L;5,3;F;8,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;355;A;9,5;F;6,7;F;5,0;F;4,3;F;5,7;F;4,6;F;5,2;F;4,6
03/07/2006;PS;B13;P;356;A;5,9;F;5,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;357;A;4,0;F;4,5;;;;;;;;;;;;
03/07/2006;PS;B13;P;358;L;3,8;F;4,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;359;L;3,0;F;2,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;360;L;3,7;F;5,5;;;;;;;;;;;;
03/07/2006;PS;B13;P;361;A;6,8;F;6,9;F;4,0;;;;;;;;;;
03/07/2006;PS;B13;P;362;L;3,8;F;5,4;;;;;;;;;;;;
03/07/2006;PS;B13;P;363;A;6,8;F;6,3;F;2,2;;;;;;;;;;
03/07/2006;PS;B13;P;364;A;5,7;F;6,0;;;;;;;;;;;;
03/07/2006;PS;B13;P;365;A;5,8;F;9,7;;;;;;;;;;;;
03/07/2006;PS;B13;P;366;L;3,3;F;4,3;;;;;;;;;;;;
03/07/2006;PS;B13;P;367;L;4,7;F;5,8;;;;;;;;;;;;
03/07/2006;PS;B13;P;368;L;4,7;F;7,7;F;1,9;F;4,1;F;3,7;;;;;;
03/07/2006;PS;B13;P;370;L;5,7;F;5,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;371;A;8,6;F;6,6;F;3,6;F;4,2;F;4,6;;;;;;
03/07/2006;PS;B13;P;372;A;8,5;F;6,4;;;;;;;;;;;;
03/07/2006;PS;B13;P;373;A;6,1;F;9,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;374;A;6,5;F;5,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;375;A;5,2;F;6,8;;;;;;;;;;;;
03/07/2006;PS;B13;P;376;A;4,1;F;6,2;;;;;;;;;;;;
03/07/2006;PS;B13;P;377;A;5,2;F;9,6;;;;;;;;;;;;
03/07/2006;PS;B13;P;378;L;4,0;F;5,9;;;;;;;;;;;;
03/07/2006;PS;B13;P;379;A;7,2;F;8,5;F;5,9;F;4,8;F;5,2;F;4,9;;;;
03/07/2006;PS;B13;P;380;A;6,0;F;5,8;F;5,0;F;4,6;F;5,7;;;;;;
03/07/2006;PS;B13;P;381;A;6,7;F;8,3;F;5,1;F;4,8;F;5,1;;;;;;
