"burst_date_mother","position_mother_L","position_ancestor_L","nature_ancestor_V","probas"
"1","0","0","0",0.764087787755141
"2","0","0","0",0.92413329849374
"3","0","0","0",0.999999796555885
"4","0","0","0",0.862936122557397
"5","0","0","0",0.204758023896217
"10","0","0","0",0.725776142398311
"12","0","0","0",0.980827528933832
"1","1","0","0",0.582590412278264
"2","1","0","0",0.83997901409949
"3","1","0","0",0.999999527896808
"4","1","0","0",0.730682310226496
"5","1","0","0",0.0998741187431168
"10","1","0","0",0.532825303882123
"12","1","0","0",0.956607836793419
"1","0","1","0",0.720364274035423
"2","0","1","0",0.906440242698163
"3","0","1","0",0.999999744213021
"4","0","1","0",0.833541838724906
"5","0","1","0",0.169979688522732
"10","0","1","0",0.67794485488894
"12","0","1","0",0.976013084295765
"1","1","1","0",0.526091959943318
"2","1","1","0",0.806763891470327
"3","1","1","0",0.99999940643237
"4","1","1","0",0.683333399232847
"5","1","1","0",0.0810937856720199
"10","1","1","0",0.475653431899101
"12","1","1","0",0.946046082516865
"1","0","0","1",0.57947977751076
"2","0","0","1",0.838253967322573
"3","0","0","1",0.999999521825461
"4","0","0","1",0.728160338478618
"5","0","0","1",0.0987312243855492
"10","0","0","1",0.529643224210563
"12","0","0","1",0.956074316099214
"1","1","0","1",0.372579083141011
"2","1","0","1",0.690719932749766
"3","1","0","1",0.99999889037024
"4","1","0","1",0.53581414756496
"5","1","0","1",0.0450791433029882
"10","1","0","1",0.326711939864859
"12","1","0","1",0.903656548029604
"1","0","1","1",0.522905083271355
"2","0","1","1",0.804764005916147
"3","0","1","1",0.999999398798966
"4","0","1","1",0.680561878095365
"5","0","1","1",0.0801466657649654
"10","0","1","1",0.472467483984111
"12","0","1","1",0.945390114964997
"1","1","1","1",0.320794716786462
"2","1","1","1",0.639808599497558
"3","1","1","1",0.999998604880861
"4","1","1","1",0.478650153137084
"5","1","1","1",0.0361882166597485
"10","1","1","1",0.278473121391712
"12","1","1","1",0.881798861024136
"6","0","0","0",0
"7","0","0","0",0
"8","0","0","0",0
"9","0","0","0",0
"11","0","0","0",0
"6","1","0","0",0
"7","1","0","0",0
"8","1","0","0",0
"9","1","0","0",0
"11","1","0","0",0
"6","0","1","0",0
"7","0","1","0",0
"8","0","1","0",0
"9","0","1","0",0
"11","0","1","0",0
"6","1","1","0",0
"7","1","1","0",0
"8","1","1","0",0
"9","1","1","0",0
"11","1","1","0",0
"6","0","0","1",0
"7","0","0","1",0
"8","0","0","1",0
"9","0","0","1",0
"11","0","0","1",0
"6","1","0","1",0
"7","1","0","1",0
"8","1","0","1",0
"9","1","0","1",0
"11","1","0","1",0
"6","0","1","1",0
"7","0","1","1",0
"8","0","1","1",0
"9","0","1","1",0
"11","0","1","1",0
"6","1","1","1",0
"7","1","1","1",0
"8","1","1","1",0
"9","1","1","1",0
"11","1","1","1",0
