"position_mother_L","nature_mother_V","10","12","1","4"
"0","0",0.521803393253917,0.172145182164157,0.096844862203329,0.209206562378597
"1","0",0.241501901061735,0.15667021164761,0.126304015275983,0.475523872014671
"0","1",0.980422950608178,0.0100590020642786,0.00378678604716709,0.00573126128037671
"1","1",0.935949774484433,0.0321669190421728,0.0125108426344797,0.0193724638389149
