"burst_date_mother","position_mother_L","position_ancestor_L","nature_ancestor_V","probas"
"1","0","0","0",2.31402360410815e-07
"10","0","0","0",0.709040477319152
"12","0","0","0",1.24428850887513
"1","1","0","0",8.31528731408683e-08
"10","1","0","0",0.254788899981785
"12","1","0","0",0.447126660010934
"1","0","1","0",3.14469686060168e-07
"10","0","1","0",0.963567251045569
"12","0","1","0",1.69095516596964
"1","1","1","0",1.13002554793247e-07
"10","1","1","0",0.346251374647355
"12","1","1","0",0.607633302240931
"1","0","0","1",5.57914885720544e-07
"10","0","0","1",1.70950821837972
"12","0","0","1",3.00000000000004
"1","1","0","1",2.00482940767592e-07
"10","1","0","1",0.614300216142294
"12","1","0","1",1.07802970972179
"1","0","1","1",7.58191570083198e-07
"10","0","1","1",2.32317644382171
"12","0","1","1",4.07692063514674
"1","1","1","1",2.72451012736762e-07
"10","1","1","1",0.834817742455196
"12","1","1","1",1.46501385628866
"2","0","0","0",0
"3","0","0","0",0
"4","0","0","0",0
"5","0","0","0",0
"6","0","0","0",0
"7","0","0","0",0
"8","0","0","0",0
"9","0","0","0",0
"11","0","0","0",0
"2","1","0","0",0
"3","1","0","0",0
"4","1","0","0",0
"5","1","0","0",0
"6","1","0","0",0
"7","1","0","0",0
"8","1","0","0",0
"9","1","0","0",0
"11","1","0","0",0
"2","0","1","0",0
"3","0","1","0",0
"4","0","1","0",0
"5","0","1","0",0
"6","0","1","0",0
"7","0","1","0",0
"8","0","1","0",0
"9","0","1","0",0
"11","0","1","0",0
"2","1","1","0",0
"3","1","1","0",0
"4","1","1","0",0
"5","1","1","0",0
"6","1","1","0",0
"7","1","1","0",0
"8","1","1","0",0
"9","1","1","0",0
"11","1","1","0",0
"2","0","0","1",0
"3","0","0","1",0
"4","0","0","1",0
"5","0","0","1",0
"6","0","0","1",0
"7","0","0","1",0
"8","0","0","1",0
"9","0","0","1",0
"11","0","0","1",0
"2","1","0","1",0
"3","1","0","1",0
"4","1","0","1",0
"5","1","0","1",0
"6","1","0","1",0
"7","1","0","1",0
"8","1","0","1",0
"9","1","0","1",0
"11","1","0","1",0
"2","0","1","1",0
"3","0","1","1",0
"4","0","1","1",0
"5","0","1","1",0
"6","0","1","1",0
"7","0","1","1",0
"8","0","1","1",0
"9","0","1","1",0
"11","0","1","1",0
"2","1","1","1",0
"3","1","1","1",0
"4","1","1","1",0
"5","1","1","1",0
"6","1","1","1",0
"7","1","1","1",0
"8","1","1","1",0
"9","1","1","1",0
"11","1","1","1",0
