"burst_date_mother","position_mother_L","position_ancestor_L","nature_ancestor_V","probas"
"1","0","0","0",1.98793751633389
"2","0","0","0",2.1602819476889
"3","0","0","0",1.83218077126574
"4","0","0","0",1.59775717710417
"5","0","0","0",1
"10","0","0","0",1.70604220596879
"12","0","0","0",2.81559834689545
"1","1","0","0",1.0850116688871
"2","1","0","0",1.17907685833669
"3","1","0","0",0.999999999999998
"4","1","0","0",0.872052147998682
"5","1","0","0",0.545797672196483
"10","1","0","0",0.931153864686722
"12","1","0","0",1.53674702357581
"1","0","1","0",1.71938939187507
"2","0","1","0",1.86845201813256
"3","0","1","0",1.5846736410113
"4","0","1","0",1.3819180525208
"5","0","1","0",0.864911184455093
"10","0","1","0",1.47557498509485
"12","0","1","0",2.43524250116315
"1","1","1","0",0.938438727684739
"2","1","1","0",1.01979676210757
"3","1","1","0",0.864911184455092
"4","1","1","0",0.754247656232149
"5","1","1","0",0.472066511132293
"10","1","1","0",0.805365392016131
"12","1","1","0",1.32914968836879
"1","0","0","1",1.37552586058084
"2","0","0","1",1.49477720540836
"3","0","0","1",1.26775213578276
"4","0","0","1",1.10554597313927
"5","0","0","1",0.691936164632351
"10","0","0","1",1.18047230069896
"12","0","0","1",1.94821432129603
"1","1","0","1",0.750758812751086
"2","1","0","1",0.81584591916425
"3","1","0","1",0.691936164632351
"4","1","0","1",0.603404418645612
"5","1","0","1",0.3776571479649
"10","1","0","1",0.644299033813922
"12","1","0","1",1.06333084150323
"1","0","1","1",1.18970770132358
"2","0","1","1",1.29284952322622
"3","0","1","1",1.09649300135534
"4","0","1","1",0.956199077097448
"5","0","1","1",0.598463327719482
"10","0","1","1",1.02100369581397
"12","0","1","1",1.68503235620453
"1","1","1","1",0.649339693976642
"2","1","1","1",0.705634260277206
"3","1","1","1",0.598463327719481
"4","1","1","1",0.521891230436213
"5","1","1","1",0.326639891164255
"10","1","1","1",0.557261440479272
"12","1","1","1",0.919686737592186
"6","0","0","0",0
"7","0","0","0",0
"8","0","0","0",0
"9","0","0","0",0
"11","0","0","0",0
"6","1","0","0",0
"7","1","0","0",0
"8","1","0","0",0
"9","1","0","0",0
"11","1","0","0",0
"6","0","1","0",0
"7","0","1","0",0
"8","0","1","0",0
"9","0","1","0",0
"11","0","1","0",0
"6","1","1","0",0
"7","1","1","0",0
"8","1","1","0",0
"9","1","1","0",0
"11","1","1","0",0
"6","0","0","1",0
"7","0","0","1",0
"8","0","0","1",0
"9","0","0","1",0
"11","0","0","1",0
"6","1","0","1",0
"7","1","0","1",0
"8","1","0","1",0
"9","1","0","1",0
"11","1","0","1",0
"6","0","1","1",0
"7","0","1","1",0
"8","0","1","1",0
"9","0","1","1",0
"11","0","1","1",0
"6","1","1","1",0
"7","1","1","1",0
"8","1","1","1",0
"9","1","1","1",0
"11","1","1","1",0
