"burst_date_mother","position_mother_L","nature_mother_V","probas"
"1","0","0",3.00691508826382
"2","0","0",4.06039165538636
"3","0","0",2.13185530113022
"4","0","0",4.08980244859985
"5","0","0",3
"10","0","0",0.875400367526894
"12","0","0",3.28523263474689
"1","1","0",1.41046865923296
"2","1","0",1.90462816741535
"3","1","0",0.999999999999999
"4","1","0",1.91842403489187
"5","1","0",1.40722496428793
"10","1","0",0.41062841697689
"12","1","0",1.54102045903641
"1","0","1",2.15728135453954
"2","0","1",2.91308765068939
"3","0","1",1.52947840451323
"4","0","1",2.93418813206624
"5","0","1",2.15232019317028
"10","0","1",0.628047296045606
"12","0","1",2.35695751300924
"1","1","1",1.01192672570031
"2","1","1",1.36645655506966
"3","1","1",0.717440064390093
"4","1","1",1.37635426312032
"5","1","1",1.00959956899008
"10","1","1",0.294601277916302
"12","1","1",1.10558981735753
"6","0","0",0
"7","0","0",0
"8","0","0",0
"9","0","0",0
"11","0","0",0
"6","1","0",0
"7","1","0",0
"8","1","0",0
"9","1","0",0
"11","1","0",0
"6","0","1",0
"7","0","1",0
"8","0","1",0
"9","0","1",0
"11","0","1",0
"6","1","1",0
"7","1","1",0
"8","1","1",0
"9","1","1",0
"11","1","1",0
