"Burst_Month","Position_Ancestor_A","11","12","1","2","3"
"9-10","0",0.0943901686078589,0.330858401206833,0.528004987799058,0.0467464423833007,2.94919644261427e-12
"11","0",0.0299258338299925,0.149720925323174,0.678217578861393,0.142135661975476,9.96447369061570e-12
"12","0",1.50897610237934e-11,9.2027517363995e-11,2.84515628409764e-09,0.980035663602631,0.0199643334450954
"9-10","1",0.0304745528059845,0.151949947430575,0.67770905801252,0.139866441741141,9.77951053471315e-12
"11","1",0.009217478916393,0.0527319405475559,0.583459972895143,0.354590607607867,3.30415694804742e-11
"12","1",4.55066491279696e-12,2.77530170061101e-11,8.58022395489271e-10,0.936724945162044,0.0632750539476303
