"Position_A","Nature_F","probability","number"
"0","0",0.926905190198279,29
"1","0",1.91824997760388,23
"0","1",1.56888982620792,106
"1","1",3.24685081690232,96
"0","2",1.74429462211212,32
"1","2",3.60985476743892,120
