"burst_date_mother","position_mother_L","position_ancestor_L","nature_ancestor_V","probas"
"1","0","0","0",0.0662968268062075
"2","0","0","0",0.949076550677068
"3","0","0","0",0.0168964072872397
"4","0","0","0",1.33567449527627e-08
"5","0","0","0",0.475722238655204
"9","0","0","0",0.847601789625063
"10","0","0","0",0.841756818859907
"11","0","0","0",0.865661640281998
"12","0","0","0",0.804536883536381
"1","1","0","0",0.0267056064148815
"2","1","0","0",0.878079658290509
"3","1","0","0",0.00659773016092252
"4","1","0","0",5.16148835451743e-09
"5","1","0","0",0.259612416454811
"9","1","0","0",0.682463768170539
"10","1","0","0",0.67273068670732
"11","1","0","0",0.713477922240972
"12","1","0","0",0.613986023196885
"1","0","1","0",0.0671125354515476
"2","0","1","0",0.949706099802012
"3","0","1","0",0.0171154404872041
"4","0","1","0",1.35329075453045e-08
"5","0","1","0",0.478991213414157
"9","0","1","0",0.849286622136663
"10","0","1","0",0.843494338654776
"11","0","1","0",0.867178100168851
"12","0","1","0",0.806589178569376
"1","1","1","0",0.0270483006437933
"2","1","1","0",0.879475455993079
"3","1","1","0",0.0066841662231627
"4","1","1","0",5.22956341177665e-09
"5","1","1","0",0.26213888067239
"9","1","1","0",0.685296427444532
"10","1","1","0",0.675608901708649
"11","1","1","0",0.716148984780156
"12","1","1","0",0.617086809788969
"1","0","0","1",0.0379464197164366
"2","0","0","1",0.911918452703749
"3","0","0","1",0.00945705757328607
"4","0","0","1",7.4197329472073e-09
"5","0","0","1",0.335131583781164
"9","0","0","1",0.755476193873863
"10","0","0","1",0.747151928782828
"11","0","0","1",0.781640817496338
"12","0","0","1",0.695723752248489
"1","1","0","1",0.015013302194022
"2","1","0","1",0.800031457856568
"3","1","0","1",0.00367584929600158
"4","1","0","1",2.86723039157922e-09
"5","1","0","1",0.163028848262927
"9","1","0","1",0.544194137133343
"10","1","0","1",0.533122227561258
"11","1","0","1",0.580410184175033
"12","1","0","1",0.469094486881882
"1","0","1","1",0.0384276642750962
"2","0","1","1",0.912965248007643
"3","0","1","1",0.0095805920673135
"4","0","1","1",7.51759207414527e-09
"5","0","1","1",0.338057411490562
"9","0","1","1",0.75788859266179
"10","0","1","1",0.749619234418422
"11","0","1","1",0.783868931948818
"12","0","1","1",0.698490382150887
"1","1","1","1",0.0152083017717775
"2","1","1","1",0.80211942325538
"3","1","1","1",0.00372414965588144
"4","1","1","1",2.90504639737628e-09
"5","1","1","1",0.164824636823852
"9","1","1","1",0.547442322914698
"10","1","1","1",0.536382095864015
"11","1","1","1",0.583597764535198
"12","1","1","1",0.472358951525586
"6","0","0","0",0
"7","0","0","0",0
"8","0","0","0",0
"6","1","0","0",0
"7","1","0","0",0
"8","1","0","0",0
"6","0","1","0",0
"7","0","1","0",0
"8","0","1","0",0
"6","1","1","0",0
"7","1","1","0",0
"8","1","1","0",0
"6","0","0","1",0
"7","0","0","1",0
"8","0","0","1",0
"6","1","0","1",0
"7","1","0","1",0
"8","1","0","1",0
"6","0","1","1",0
"7","0","1","1",0
"8","0","1","1",0
"6","1","1","1",0
"7","1","1","1",0
"8","1","1","1",0
