"burst_date_mother","position_mother_L","position_ancestor_L","nature_ancestor_V","0","1","2","3","4","5","6","7","8","9"
"1","0","0","0",0.00293958433027433,0.156527862586618,0.360675404200164,0.162864285863787,0.10018508405656,0.0361364717474564,0.169073094159045,0.0105018647227085,0.000548231881562056,0.000548116451825287
"3","0","0","0",0.000679272322798334,0.0412289455693578,0.158034769141454,0.131949125417783,0.122510238725489,0.0567308520590508,0.440435814339491,0.0436930611299251,0.00236488407306468,0.00237303722158666
"8","0","0","0",0.000811473935799147,0.0488542298082719,0.180267524334071,0.142526890134485,0.126305809523361,0.0566313703290388,0.403744640808019,0.0368894795670033,0.00198164278892832,0.00198693877102307
"10","0","0","0",0.00186524080871998,0.105479892604541,0.299906208431211,0.170041762431256,0.118725958466535,0.0458778026060207,0.239926657556009,0.0164478858352668,0.000864113019269919,0.000864478241170974
"12","0","0","0",0.000815202427948666,0.0490674947842813,0.180863893106097,0.142786505726103,0.126379810158193,0.0566170032854288,0.402791445809009,0.0367281572255479,0.00197262576183843,0.00197786171555292
"1","1","0","0",0.00208047839051236,0.11620915647728,0.315620212611998,0.169835266719227,0.114917100237456,0.0436275554184226,0.221386976698725,0.0147735515330206,0.000774756663944776,0.00077494524941335
"3","1","0","0",0.000480433813248861,0.0295226351399027,0.120177909332207,0.109780014089662,0.110688767802872,0.054420976800866,0.507787117294464,0.0604551160631582,0.00333448407541825,0.00335254558820108
"8","1","0","0",0.00057395922376537,0.0350648478194817,0.138694828485644,0.121293503969688,0.117399367091864,0.0560059413009618,0.474149404957644,0.0512151700704346,0.00279544964468093,0.00280752743583534
"10","1","0","0",0.00131970071888454,0.0770517596831371,0.248609536254594,0.16430476184279,0.126906061963546,0.0520589328781044,0.304236958817347,0.0230695420732403,0.00122067779294877,0.00122206797540669
"12","1","0","0",0.000576597033063056,0.035220227280785,0.13919819051797,0.121588370956869,0.117555838988107,0.0560359646689769,0.473252030203698,0.050995307377509,0.00278276084116158,0.00279471213185989
