"position_mother_L","nature_mother_V","9","10","11","12","4"
"0","0",0.0283947579364214,0.23238472886553,0.487584954981082,0.184419971231866,0.0672155869851012
"1","0",0.0580821983870033,0.36864057771575,0.435822669753223,0.104431067723701,0.0330234864203235
"0","1",0.126075781631353,0.509152672366669,0.300999424810302,0.0493846209208149,0.014387500270861
"1","1",0.23336192507209,0.552708531187434,0.182656583264903,0.0244022254158133,0.00687073505975977
