"burst_date_mother","position_mother_L","nature_mother_V","8","9","11","1","2","3"
"2","0","0",0.0225976080877535,0.0226763232679995,0.0777740547738654,0.00784699130690977,0.389259893449592,0.479845129113879
"3","0","0",0.0630805742283902,0.0582571211253234,0.16873975581197,0.0147956639257195,0.454552517329556,0.240574367579041
"5","0","0",1.38595803398538e-10,1.45673805717475e-10,5.56853733493611e-10,6.17186029265064e-11,5.59535069117423e-09,0.999999993501807
"10","0","0",1.38595803398509e-10,1.45673805717445e-10,5.56853733493494e-10,6.17186029264935e-11,5.59535069117305e-09,0.999999993501807
"12","0","0",0.00731394627414999,0.00757302196054629,0.0279138215088889,0.00299673763267268,0.210955467204311,0.743247005419431
"2","1","0",0.0313182380224182,0.0308705334939164,0.101839084786567,0.00994191286455981,0.428551617899485,0.397478612933054
"3","1","0",0.0860485657261407,0.0758045312514184,0.20176630758553,0.0165380698352621,0.435146850897028,0.184695674704621
"5","1","0",1.93810455755647e-10,2.03708236340899e-10,7.78696563595525e-10,8.63064411823593e-11,7.82446104311871e-09,0.999999990913017
"10","1","0",1.93810455755606e-10,2.03708236340856e-10,7.78696563595362e-10,8.63064411823413e-11,7.82446104311707e-09,0.999999990913017
"12","1","0",0.0101980066766322,0.0104969868424575,0.0381535976254147,0.00404651057474591,0.262827590723969,0.674277307556781
"2","0","1",0.909300209319328,0.0443235333754459,0.0302062781978685,0.00108871502606411,0.0129583445274857,0.00212291955380739
"3","0","1",0.966881701571638,0.0166926874184133,0.010813311852884,0.00038165202287066,0.00450062671093487,0.000730020423258759
"5","0","1",6.00982720979931e-08,6.31674460713162e-08,2.41464258561147e-07,2.67625622503381e-08,2.42626287052826e-06,0.99999718224459
"10","0","1",6.00982720979803e-08,6.31674460713032e-08,2.41464258561096e-07,2.67625622503325e-08,2.42626287052775e-06,0.99999718224459
"12","0","1",0.761612998564306,0.105987152359567,0.0833544361475146,0.00319905027034451,0.0392147969883218,0.00663156566994605
"2","1","1",0.933419258394071,0.0329725788265816,0.0219913334842556,0.000785529198034873,0.00931226029025645,0.00151903980680013
"3","1","1",0.976091190877471,0.0121074654345932,0.00778150492458218,0.000273768225066084,0.00322391700672886,0.000522153531558822
"5","1","1",8.40405909962249e-08,8.83324770170904e-08,3.37660215947221e-07,3.74243858571917e-08,3.39284812390423e-06,0.999996059694206
"10","1","1",8.40405909962069e-08,8.83324770170722e-08,3.3766021594715e-07,3.74243858571838e-08,3.39284812390352e-06,0.999996059694206
"12","1","1",0.817105985567658,0.0845022765722281,0.0628218688861012,0.00235079467278465,0.0284677986627196,0.00475127563850886
"1","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"4","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"6","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"7","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"8","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"9","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"11","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"4","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"6","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"7","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"8","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"9","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"11","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"4","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"6","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"7","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"8","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"9","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"11","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"4","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"6","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"7","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"8","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"9","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"11","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
