"Flowering_Week","Nb_Inflorescences","Position_A","Position_Ancestor_A","Nature_Ancestor_F","1","3","4","5","6","7","8","9","10"
"9","5","0","0","0",0.0223384298094509,0.0529868634446404,0.0590556448428899,0.191691967552571,0.327355343827005,0.211634495698396,0.0920704722333063,0.028043647264697,0.014823135327043
"1","1","1","0","0",0.0532975927839348,0.113865959138524,0.109513488743095,0.267150314552781,0.279041186234685,0.117593296393944,0.0416858172245824,0.0117828594235342,0.00606948550492037
"3","1","1","0","0",0.00279409997998996,0.00709662184222915,0.00879086696657557,0.0373279999468369,0.13177817093986,0.252350733039912,0.292343758519004,0.158230266620233,0.109287482145359
"4","1","1","0","0",0.0178534296620322,0.0430107157204212,0.0490658650351771,0.168012431489239,0.322054651953728,0.236076942750261,0.110631491988852,0.0347331964036752,0.0185612749966144
"5","1","1","0","0",0.00559745209036311,0.0140762710168863,0.0171624968530354,0.0696661472554791,0.210662294827356,0.295141535474841,0.233863495179448,0.0962709647953558,0.057559342507236
"6","1","1","0","0",0.00307114814720136,0.00779261945217272,0.00963780165738586,0.0407375959803934,0.141440467081559,0.260939597477726,0.287028997599309,0.148958198709913,0.10039357389434
"7","1","1","0","0",0.00138529162347893,0.00353610528311405,0.00441578609975361,0.0191997465759758,0.0741739184092233,0.177460639011229,0.29530770984153,0.225914642037738,0.198606161117957
"8","1","1","0","0",0.000962807307058532,0.00246136667908017,0.00308116626321985,0.0134942760976359,0.0536662084020618,0.139181554296185,0.272158724927166,0.252063521124336,0.262930374903256
"9","1","1","0","0",0.00254929431798874,0.00648048000768504,0.0080388489528538,0.0342737272092084,0.122823174323731,0.243457465180738,0.296463405260442,0.167349755654134,0.118563849093219
"1","2","1","0","0",0.0576254793671435,0.121363995814779,0.114530499623823,0.270726935082543,0.270349526406772,0.110328542400595,0.0386156259727004,0.0108687216941451,0.00559067363749832
"3","2","1","0","0",0.00303413078090585,0.00769970423275271,0.0095248927093277,0.0402848843268401,0.140177478127679,0.259874707475772,0.287768762996101,0.150137959010324,0.101497480340298
"4","2","1","0","0",0.01936203313045,0.0464017387439924,0.0525182428600389,0.176548994762345,0.324829773349097,0.227429285365219,0.103635080213381,0.0321608773855729,0.0171139741899042
"5","2","1","0","0",0.0060768409490354,0.0152559583443176,0.0185509200968576,0.0747437725206869,0.220702187649128,0.296406502196952,0.224887445935692,0.0901402298607415,0.0532361424465888
"6","2","1","0","0",0.00333489953844142,0.0084539388398891,0.0104400359735699,0.043937979861037,0.150198523763764,0.267858600896254,0.281572897026884,0.141031908849224,0.0931712152509357
"7","2","1","0","0",0.00150447949672134,0.00383871723058124,0.00479039718364263,0.0207862678260658,0.0796626533549668,0.186557245297236,0.29839591095357,0.218686898342455,0.185777430314762
"8","2","1","0","0",0.00104568349122702,0.00267244680827667,0.00334380189757837,0.0146236348334033,0.0578231847215767,0.147515451166739,0.278641080014671,0.247106226463038,0.24722849060349
"9","2","1","0","0",0.00276835315196504,0.00703187117717275,0.00871193673873683,0.0370086171641578,0.130855169677123,0.251476285009434,0.292807025762668,0.15914631001645,0.110194431302293
"1","3","1","0","0",0.202188198944962,0.272472338971785,0.157945921719834,0.210321948588235,0.111434540587347,0.0317686030454871,0.00984677160907232,0.00266696796239863,0.0013547085708786
"3","3","1","0","0",0.0124558921651487,0.0305772434598825,0.0358994809264476,0.131856851500358,0.299201837016858,0.26969166398437,0.145273133288936,0.0485105106854675,0.0265333869725317
"4","3","1","0","0",0.0756393899890488,0.150210354283547,0.131465393886414,0.276757583963111,0.236932139148571,0.0872576540291007,0.0293863016336176,0.0081674631522316,0.00418371991435817
"5","3","1","0","0",0.0247127978569291,0.0581415769430927,0.0640208961154733,0.202324937694065,0.327267803648485,0.200220314076715,0.0844940447833405,0.0254317192238781,0.0133859096580218
"6","3","1","0","0",0.0136778122878671,0.033433764647856,0.0389956925367691,0.14088835529154,0.306650909208994,0.261891897420612,0.135739816895407,0.0445305816377004,0.0241911700732539
"7","3","1","0","0",0.0062058449771044,0.0155727275443032,0.0189224414149362,0.0760891052317333,0.223266798069431,0.296582720316505,0.222560438442798,0.088619095328295,0.0521808286748943
"8","3","1","0","0",0.00431955426008083,0.010911883002962,0.0134004232002365,0.0555051653183336,0.179475479362167,0.285373123905546,0.260153519624363,0.117434655289602,0.0734261960367087
"9","3","1","0","0",0.0113742220173457,0.0280278596090766,0.0330998446945902,0.123399196257546,0.291109705208915,0.276474002192023,0.154834972935005,0.0526658365374091,0.0290143605480896
"1","5","1","0","0",0.293829484431922,0.303505220024516,0.141367011812088,0.159371513999741,0.0736255459365879,0.0198082775390787,0.00603959338055771,0.00162779886134901,0.000825554014159846
"3","5","1","0","0",0.0202883649353374,0.0484660754630716,0.0545912332560347,0.181493985733024,0.325992213701521,0.222332255512904,0.0997472135544603,0.030758494106077,0.0163301637375705
"4","5","1","0","0",0.118437718326695,0.205424350960343,0.153348807529708,0.262707758417112,0.177341494281103,0.0568970237457663,0.0182835717628332,0.00500690845320417,0.00255236652323576
"5","5","1","0","0",0.0399408962817224,0.0892237457310667,0.0912064123737429,0.247986300310189,0.30605641677156,0.146676471563865,0.0549026721364574,0.0158111964403962,0.00819588839100061
"6","5","1","0","0",0.0222613282734792,0.0528180228672825,0.0588907607460535,0.191326161520319,0.32733070107148,0.212022442212454,0.0923384722337336,0.0281372442704281,0.0148748668047699
"7","5","1","0","0",0.0101485721386643,0.0251153961899656,0.0298592789882794,0.11325589890988,0.27991202498521,0.283753950625981,0.167202152642141,0.0583089600065371,0.032443765513342
"8","5","1","0","0",0.00707240271209041,0.0176930478362061,0.0213951465596929,0.0849011662222691,0.239114771218155,0.296321789206523,0.207880506779314,0.0795775876040051,0.046043581861745
"9","5","1","0","0",0.0185392915153402,0.0445568766199613,0.0506472900034305,0.17196985120954,0.323462308985275,0.232092988701446,0.107341228693491,0.0335155495963446,0.0178746146751717
"1","1","0","1","0",0.0601553924012594,0.125641700044462,0.117278490448329,0.272361736848023,0.265365613895475,0.106450287800062,0.0370103740655906,0.0103938985232559,0.00534250597354202
"3","1","0","1","0",0.00317541316833984,0.0080541976807703,0.00995540855234445,0.0420080285676653,0.14495264590513,0.263811304937379,0.28490713712456,0.145726786887556,0.0974090771762556
"4","1","0","1","0",0.0202481724931436,0.048376786736018,0.0545020178934685,0.181283930919218,0.32594947404811,0.22255000246318,0.0999100526235495,0.0308168539698362,0.0163627088534766
"5","1","0","1","0",0.00635890153463773,0.0159481811604663,0.0193620801578143,0.0776738595538153,0.22623758418862,0.296711570190428,0.219847942184755,0.0868784386430657,0.0509814423863975
"6","1","0","1","0",0.00349013800498154,0.00884259737010356,0.0109103747902191,0.0458011722658286,0.155162050970059,0.271426141488792,0.278253067146815,0.136729622135671,0.0893848358275302
"7","1","0","1","0",0.00157464713534842,0.0040167491621185,0.00501054654868443,0.0217155913334906,0.0828357522245639,0.191608756196564,0.299720911034699,0.214546671248126,0.178970375116405
"8","1","0","1","0",0.0010944767307936,0.00279666165265497,0.00349823812496051,0.0152862117724666,0.0602392805733595,0.152220655969994,0.281936984310678,0.244097225577847,0.238830265287245
"9","1","0","1","0",0.00289729573700698,0.0073560296285344,0.00910684699440724,0.0386038003866969,0.13543434945639,0.255721212544383,0.290429203678614,0.154654304311124,0.105796957262843
"1","2","0","1","0",0.0650019126100651,0.133624937173896,0.122185938322534,0.274681593936809,0.256063217611936,0.0996760609338708,0.0342602243154853,0.00958535468321853,0.00492076041218559
"3","2","0","1","0",0.00344808790954142,0.00873736220382243,0.0107831063900677,0.0452979690177449,0.153831192445533,0.270494281309337,0.279157981594617,0.137870165221413,0.0903798539079239
"4","2","0","1","0",0.0219546068444255,0.0521454378641189,0.0582325145962823,0.189857574236683,0.327213498349496,0.213576783275658,0.0934196785645802,0.0285157015704405,0.0150842046983155
"5","2","0","1","0",0.0069030513536061,0.0172796995150885,0.0209150246241573,0.0832093178714847,0.236197241212758,0.296546916728257,0.210622085119642,0.0811990703092864,0.0471275932657202
"6","2","0","1","0",0.00378973562114322,0.00959146379756737,0.0118142555797991,0.0493546898336899,0.164359954377888,0.277380415018876,0.271730620950732,0.129097379270941,0.082881485549363
"7","2","0","1","0",0.00171009889975059,0.00436017077935983,0.00543470838224503,0.023499806407487,0.0888421303384115,0.200767588769674,0.301412030445356,0.206828009084284,0.167145456893432
"8","2","0","1","0",0.0011886732235219,0.00303633918343991,0.00379598285659237,0.0165604675601757,0.0648391203515926,0.16090418541856,0.287346772774111,0.238198492683536,0.224129965948471
"9","2","0","1","0",0.00314616373453286,0.00798083681321926,0.00986637264360453,0.041652332728327,0.143974058185184,0.263024341564718,0.285507648236115,0.146619924629875,0.0982283214644248
"1","3","0","1","0",0.223677347352804,0.283038601164868,0.155173381261491,0.19729000826563,0.100457380672206,0.0281444586303898,0.00867972036853393,0.00234733259678699,0.00119176968728896
"3","3","0","1","0",0.0141370656089305,0.0345009963273025,0.0401414902479406,0.144146335389496,0.309045289606409,0.258960889784988,0.132458853059108,0.0431960217301692,0.0234130582456569
"4","3","0","1","0",0.085113455874573,0.163955154366892,0.138219437992992,0.276012878189471,0.221447194069398,0.0783549568261951,0.0260168805120256,0.00719826874583973,0.00368177342261289
"5","3","0","1","0",0.028001380102641,0.0651397004265845,0.0705507124761172,0.215201926976614,0.324997583195317,0.186011300428156,0.0757938175731505,0.0225105840218244,0.0117929947995951
"6","3","0","1","0",0.0155213163505047,0.0376968497181089,0.0435370635297591,0.153538977488749,0.315103981915254,0.250221747814449,0.123429355262082,0.0396104599327426,0.0213402479883515
"7","3","0","1","0",0.00704947043551673,0.0176371044515998,0.0213302202878464,0.0846729163608747,0.238724558676574,0.296356615655658,0.208248231064592,0.0797934196172509,0.0461874634500875
"8","3","0","1","0",0.00490802286946106,0.0123726482709072,0.01514395070155,0.0621419361459835,0.194696460697242,0.291250850203464,0.247659489845649,0.10666624493863,0.0651603963271128
"9","3","0","1","0",0.012911311033746,0.0316447835210464,0.0370616191427545,0.135286016683268,0.302172451916907,0.266790956099699,0.141574879229452,0.0469480375814272,0.0256099447916996
"1","5","0","1","0",0.321137995261786,0.306636717328085,0.13492567910683,0.146532737405701,0.0657885391194601,0.0175004539426726,0.00531931872983149,0.00143234568121875,0.000726213424414923
"3","5","0","1","0",0.0230020649478243,0.0544363246297446,0.0604652558378677,0.19478572253532,0.327490838443389,0.208341027110309,0.0898243031959427,0.0272624679542105,0.0143919953453923
"4","5","0","1","0",0.132503979159173,0.220064258688377,0.156703317444271,0.254569719856059,0.162649942324253,0.0507069590728446,0.0161467744519268,0.00440934690097705,0.00224570210211916
"5","5","0","1","0",0.0451620756003325,0.0991342819372769,0.0989072636873065,0.257188929949943,0.29564557711143,0.133888530666921,0.0488959547303285,0.013961320682034,0.00721606563442867
"6","5","0","1","0",0.0252321283271695,0.0592575537483523,0.0650784186342075,0.20449489594112,0.327055490331721,0.197857220086129,0.0829947037759692,0.0249224682823159,0.0131071208730146
"7","5","0","1","0",0.0115219597056234,0.0283772159896223,0.0334855287910351,0.124581001513527,0.292307084606047,0.275561275653804,0.153459613562464,0.0520574890077269,0.0286488311701505
"8","5","0","1","0",0.0080328762488186,0.0200279615528475,0.0240898289208417,0.0942277033062228,0.254177531293629,0.293828987802759,0.193424036402068,0.0714662361061887,0.0407248383666258
"9","5","0","1","0",0.0210240620800598,0.0500959730928444,0.0562126970268494,0.1852686853109,0.326659660958033,0.21840118675507,0.0968544798140157,0.0297271778852457,0.0157560770769821
"1","1","1","1","0",0.050255259991373,0.108455913388368,0.105734354046505,0.26396784908993,0.285239082451527,0.123242420817946,0.0441328520209087,0.0125171701996992,0.00645509799374278
"3","1","1","1","0",0.00262660879812069,0.00667518585382152,0.00827672207121952,0.0352425704670615,0.125694989440059,0.246409746030913,0.295236875945435,0.164368300493174,0.115469000900195
"4","1","1","1","0",0.0167984199635964,0.0406176736633526,0.0465940547321172,0.161665385945815,0.319357304424579,0.242368075901459,0.116089241820314,0.0367850654555762,0.0197247780931916
"5","1","1","1","0",0.00526280198120479,0.0132503727280796,0.0161859198879535,0.0660471004899017,0.203149056859216,0.293598261289874,0.240433661617761,0.101057385117275,0.0610154400287349
"6","1","1","1","0",0.00288709750805767,0.00733040237037243,0.00907564760485182,0.038478027441111,0.135076090919402,0.255397494623455,0.290622242083545,0.155001020760137,0.106131976689069
"7","1","1","1","0",0.00130214060855458,0.00332483685607656,0.00415394564591062,0.0180869490361296,0.0702694471134122,0.170705374683449,0.292427245433913,0.231073817384642,0.208656243237913
"8","1","1","1","0",0.00090499259144677,0.00231404260602414,0.00289770968577292,0.012703467766194,0.0507260308152811,0.133100878912783,0.266896136522592,0.255338721698894,0.275118019401012
"9","1","1","1","0",0.00239644264572766,0.00609522858434917,0.00756756047260432,0.0323466884230354,0.117023506881373,0.237199447464647,0.298636316603568,0.173538500282043,0.125196308642653
"1","2","1","1","0",0.054350285029473,0.115710951896854,0.110771716613741,0.268117688287283,0.276910777484224,0.115747388520823,0.0408977004377298,0.011547443961997,0.005946047767875
"3","2","1","1","0",0.00285229220606814,0.00724292567535008,0.00896912325583105,0.0380482735809707,0.13384836568336,0.254277384651092,0.291274946698912,0.156195232259985,0.10729145598843
"4","2","1","1","0",0.018219529535896,0.0438369603240369,0.0499124769876512,0.170140982049464,0.322837851288347,0.233939675868934,0.108851425242095,0.0340726633339414,0.0181884353696349
"5","2","1","1","0",0.00571369470669684,0.0143626919442326,0.0175002986351147,0.0709088120320454,0.213172789963303,0.295543467411905,0.231639433637658,0.0947106063570226,0.0564482053120217
"6","2","1","1","0",0.00313509226618318,0.00795306434093143,0.00983265819415767,0.0415175532029235,0.143602290562282,0.262722713672607,0.285733929213634,0.146960683507291,0.0985420150399904
"7","2","1","1","0",0.00141418445695006,0.00360948631599953,0.00450667373784333,0.0195852648357853,0.0755160361772861,0.179727608652304,0.296161946582171,0.224142226615337,0.195336572626324
"8","2","1","1","0",0.000982897117288946,0.00251254553755293,0.00314486847530913,0.0137684999812047,0.054680094498689,0.141242362831815,0.273839421808773,0.250885307580125,0.258944002169242
"9","2","1","1","0",0.00260240132542763,0.0066142342013179,0.008202279918811,0.0349396447151552,0.124800206253901,0.245500161710113,0.295629114239845,0.16529141373392,0.116420543901508
"1","3","1","1","0",0.192373920724887,0.266859484677894,0.158852210035213,0.216460559779247,0.117039764484819,0.0336718575850071,0.0104644571452513,0.00283653398476991,0.00144121158291233
"3","3","1","1","0",0.0117160334111724,0.0288355876235305,0.0339905828245437,0.126120487837203,0.293834064140788,0.274354378048335,0.151687543948108,0.0512790545370697,0.0281822676292481
"4","3","1","1","0",0.0714179508838552,0.143778775994495,0.128013511073095,0.276364742077985,0.244304010030232,0.0918327926781077,0.0311575991180352,0.00868055763478648,0.00445006050940788
"5","3","1","1","0",0.0232620491018164,0.0550023112555429,0.061012824239342,0.195971359681053,0.327508030620439,0.207072921477983,0.0889729137783684,0.0269678883277379,0.0142297015177165
"6","3","1","1","0",0.0128663191778684,0.0315394721792671,0.0369472426218003,0.134950625684726,0.30188966330537,0.267078116889357,0.141932244999734,0.0470979757986695,0.0256983393432078
"7","3","1","1","0",0.00583503483483107,0.0146614207130932,0.0178521369569388,0.0721981221715945,0.215740691911567,0.295895589802561,0.229350251207181,0.0931338130566189,0.0553329393456147
"8","3","1","1","0",0.00406099273333051,0.0102681152607476,0.0126282968229829,0.0525247074620685,0.172275419305439,0.281838933144097,0.265786422794547,0.122860712085319,0.0777564003914697
"9","3","1","1","0",0.0106979166219446,0.0264239135875429,0.0313207939337229,0.117878125991604,0.285221839989108,0.280567225041708,0.161438432257705,0.0556392147574931,0.0308125378191703
"1","5","1","1","0",0.281134408672635,0.301205772226065,0.144221477798051,0.165696028559397,0.0776857405260933,0.0210254428057481,0.00642130447012756,0.00173152661972253,0.000878298322160909
"3","5","1","1","0",0.0190922650889655,0.0457980112933725,0.0519078881601677,0.175067328773695,0.32441794052491,0.228944402196989,0.104822789930125,0.0325930898665238,0.0173562841652515
"4","5","1","1","0",0.112117416821761,0.198322428785823,0.151333869106795,0.266040569118981,0.184618289565049,0.0601174018130539,0.0194112520838985,0.00532363632496924,0.0027151363796688
"5","5","1","1","0",0.0376306844646121,0.0847206725207218,0.0875550324842208,0.243052058538719,0.310443042074641,0.153064317884212,0.058031107148801,0.0167876719101457,0.00871541297392753
"6","5","1","1","0",0.0209513998913776,0.0499353710225768,0.0560535227947907,0.1849017306352,0.326603148322143,0.21878483675921,0.0971329596237051,0.0298260187626016,0.0158110121883961
"7","5","1","1","0",0.00954443968711934,0.0236704748855906,0.0282347838119692,0.108025369288983,0.273472411906851,0.28705614544607,0.173997503577514,0.0615519298708834,0.034446941525019
"8","5","1","1","0",0.0066501607069998,0.0166615240249885,0.0201952512010612,0.0806557394185404,0.23168236514988,0.296736322551946,0.214829606849757,0.0837449678332207,0.048844062263607
"9","5","1","1","0",0.0174444721666189,0.0420852117638775,0.0481133890677895,0.165590144894234,0.321089352388477,0.238492795380583,0.112687375216668,0.0355013511637995,0.0189959079579524
"1","1","0","0","1",0.0547515009758697,0.116410528130719,0.111244750586087,0.268469301494005,0.276101277187341,0.115057701300359,0.0406046542551266,0.0114600430214555,0.00590024304903736
"3","1","0","0","1",0.00287450351741626,0.00729875220468226,0.00903711068954913,0.0383226152605306,0.134632749662262,0.254994936861548,0.29085952395319,0.155431179269455,0.106548628581367
"4","1","0","0","1",0.0183592049991139,0.0441516278470279,0.0502339818862236,0.170943293783201,0.323117307026984,0.233130702923306,0.10818675081867,0.0338270954956847,0.0180500352197894
"5","1","0","0","1",0.0057580596033373,0.0144719443202382,0.0176290311964895,0.0713811418976097,0.214117856305996,0.295680002336973,0.230798605719915,0.0941280655466641,0.0560352930727772
"6","1","0","0","1",0.00315949881455952,0.00801428458718772,0.00990697093311731,0.0418145650706863,0.144420847474224,0.263384898727631,0.285234348215511,0.146211462196686,0.0978531239803976
"7","1","0","0","1",0.00142521297147342,0.00363749217773366,0.00454135299452414,0.0197322627353605,0.0760263634444803,0.180582300440848,0.296469404996407,0.223468890811286,0.194116719427886
"8","1","0","0","1",0.000990565574777932,0.00253207902636639,0.00316917786369717,0.0138730961308331,0.0550660522109458,0.142022046882845,0.274461882568385,0.250431079729568,0.257454020012582
"9","1","0","0","1",0.00262267180981089,0.00666527368209839,0.00826461744107762,0.0351933302774385,0.125549737447487,0.246262720509912,0.295301156827429,0.164517794102904,0.115622697901842
"1","2","0","0","1",0.059190066801891,0.124018530010592,0.116245515997334,0.271774769127114,0.267257723317351,0.107900385343082,0.03760790513548,0.0105703948260168,0.00543470944113966
"3","2","0","0","1",0.0031214198684316,0.00791876448854047,0.00979101388710711,0.0413510033944122,0.143142156973571,0.262347358889856,0.286012562670342,0.147383551644468,0.0989321681832714
"4","2","0","0","1",0.0199096798009769,0.0476238071521583,0.0537480484481781,0.179498832949979,0.325562479611382,0.224396099422138,0.101302057301001,0.031317073334059,0.0166419219801284
"5","2","0","0","1",0.00625111708245115,0.0156838242989273,0.0190526107943754,0.0765591401905606,0.224153568599755,0.29662965938626,0.22175266474939,0.0880971468166276,0.0518202680816529
"6","2","0","0","1",0.00343081168351508,0.00869411734639706,0.0107307894452027,0.0450909089362915,0.153281494725087,0.270104126316242,0.279528656364098,0.13834401437436,0.0907950808088059
"7","2","0","0","1",0.00154783027825411,0.00394871894597747,0.00492644332643036,0.0213608284617276,0.0816280771775717,0.189703783282754,0.299253923356374,0.216118097899372,0.181512297271539
"8","2","0","0","1",0.0010758285521945,0.00274919335942067,0.00343923111491912,0.0150331864943259,0.0593185940547201,0.150439528864261,0.28071982121183,0.245252803382239,0.24197181296609
"9","2","0","0","1",0.00284801790990551,0.00723218152727096,0.00895603667322236,0.0379954432325324,0.133697055191326,0.254138181745179,0.291354431351434,0.156343062160067,0.107435590209063
"1","3","0","0","1",0.206816407475547,0.274943141110028,0.15743396695383,0.207465104142964,0.108927578260776,0.0309291134410664,0.0095753777122688,0.00259255140050274,0.00131675950301779
"3","3","0","0","1",0.0128107534727481,0.0314093645263462,0.0368058547357407,0.134535394664906,0.301537237299666,0.267432622969099,0.142375972795799,0.047284456908251,0.0258083426274441
"4","3","0","0","1",0.0776527704894318,0.153210078599763,0.133011890480612,0.276773682965528,0.233519412861297,0.0852178537475228,0.0286054137331424,0.00794205184270502,0.00406684527999734
"5","3","0","0","1",0.0254078673233279,0.0596342687560584,0.0654340065829103,0.205217142819987,0.326969867282667,0.197068031331153,0.0824988832965625,0.0247546061866882,0.013015326420646
"6","3","0","0","1",0.0140669895332171,0.0343383751060828,0.039967282204572,0.143653894202159,0.308693175813122,0.259407504785395,0.132949645393093,0.0433945513727341,0.0235285815896243
"7","3","0","0","1",0.00638379702096605,0.0160092121351592,0.0194334718317078,0.07793046435199,0.226713547334981,0.296724674669945,0.219411678489286,0.0866016383510133,0.0507915158149514
"8","3","0","0","1",0.00444365894304839,0.0112204590916281,0.0137697124072644,0.056921635960238,0.182816905172656,0.286847349542769,0.257474534457524,0.114991839057551,0.0715139053673205
"9","3","0","0","1",0.0116986322096475,0.0287945144566738,0.0339453720000597,0.125983050971768,0.293699245369308,0.274462928754901,0.151844854104412,0.051347914812917,0.0282234873203127
"1","5","0","0","1",0.299767224754383,0.304391220537003,0.139997431879157,0.156492315636783,0.0718225690713225,0.0192725491065032,0.00587198772807418,0.00158228519400527,0.000802416092769764
"3","5","0","0","1",0.0208616551112479,0.0497368981142427,0.0558566343328037,0.184446750401343,0.326530572597877,0.219260073547242,0.0974790474559525,0.0299489864697079,0.0158793819695837
"4","5","0","0","1",0.121440643656482,0.208682351320239,0.154189871286284,0.261043284971605,0.17403773016884,0.0554699339175673,0.0177873865299517,0.00486784699901721,0.00248095115001412
"5","5","0","0","1",0.0410462438590863,0.0913524519040221,0.0928992461956079,0.250149470461059,0.303897755326699,0.143788330845228,0.0535170836712936,0.0153815894220721,0.00796782831493181
"6","5","0","0","1",0.0228890661585082,0.0541900013424368,0.0602264475360268,0.194265813576595,0.327477212102029,0.208896059518187,0.0901992650557355,0.0273924679928139,0.0144636667176675
"7","5","0","0","1",0.0104383940209612,0.0258063762637881,0.0306321893564017,0.11571012108768,0.282775150434188,0.282091122664566,0.164114391406402,0.056869802596638,0.0315624521693754
