"Burst_Month","Position_A","Position_Ancestor_A","Nature_Ancestor_F","probability","number"
"9","0","0","0",0.203936396721649,1
"10","0","0","0",0.227583584157018,0
"11","0","0","0",0.230090357066523,1
"12","0","0","0",0.255171780159678,1
"9","1","0","0",0.719482697293138,3
"10","1","0","0",0.802909405192744,13
"11","1","0","0",0.81175323965989,4
"12","1","0","0",0.900239896426921,20
"9","0","1","0",0.293115913086845,0
"10","0","1","0",0.327103798763349,9
"11","0","1","0",0.330706760481233,4
"12","0","1","0",0.366756059917968,9
"9","1","1","0",1.03410588378252,2
"10","1","1","0",1.15401432609554,17
"11","1","1","0",1.16672548828482,14
"12","1","1","0",1.29390654870961,37
"9","0","0","1",0.198082298866716,0
"10","0","0","1",0.221050681775448,0
"11","0","0","1",0.223485496495301,1
"12","0","0","1",0.24784694459876,5
"9","1","0","1",0.698829581014763,0
"10","1","0","1",0.779861482888518,0
"11","1","0","1",0.788451450595166,0
"12","1","0","1",0.874398052933967,0
"9","0","1","1",0.284701871916987,2
"10","0","1","1",0.31771411807141,0
"11","0","1","1",0.3212136549431,2
"12","0","1","1",0.356228140928696,3
"9","1","1","1",1.00442134912691,0
"10","1","1","1",1.12088775869728,0
"11","1","1","1",1.13323404051944,0
"12","1","1","1",1.25676430400464,1
"9","0","0","2",0.472838777093362,0
"10","0","0","2",0.527666200586081,0
"11","0","0","2",0.533478304045962,0
"12","0","0","2",0.591631089001339,0
"9","1","0","2",1.6681638206654,0
"10","1","0","2",1.86159365062369,0
"11","1","0","2",1.88209861168745,0
"12","1","0","2",2.08726023681859,0
"9","0","1","2",0.679606838791787,0
"10","0","1","2",0.758409791857602,0
"11","0","1","2",0.766763474868503,0
"12","0","1","2",0.850345939473895,0
"9","1","1","2",2.39763656381632,0
"10","1","1","2",2.67565148483036,0
"11","1","1","2",2.70512307735447,0
"12","1","1","2",2.99999999999999,1
