"Position_A","Nature_F","probability","number"
"0","0",0.692675870459656,86
"1","0",0.817756467938827,58
"0","1",0.54254622521171,74
"1","1",0.702484907120177,61
"0","2",0.383234446042097,19
"1","2",0.552980240226102,23
