"Nature_Ancestor_F","1","2","3","4","5","6","7"
"0",0.0691659122646634,0.236713987622001,0.361520734007521,0.124915581879456,0.0240674331720773,0.0943048882101363,0.0893114628441445
"1",0.0702312816637679,0.239148259717952,0.361658280612975,0.123969128353437,0.0238269152878443,0.0931820873210941,0.0879840470429291
"2",0.0141611845048655,0.0643414536706914,0.200993284912298,0.144968878352578,0.0377624652328498,0.201211371442195,0.336561361884522
