"burst_date_mother","position_mother_L","nature_mother_V","8","9","10","11","12","1"
"1","0","0",0.00508774114859254,0.0447505247538648,0.0541416080933898,0.00756325630695487,0.175512887597313,0.712943982099885
"3","0","0",0.00233336763597228,0.0210942075964301,0.0269723353913548,0.00390216280354892,0.101209419074889,0.844488507497804
"4","0","0",5.48256470087007e-09,5.07527208830563e-08,6.81803638082253e-08,1.01858701134335e-08,2.97071200235e-07,0.99999956832728
"10","0","0",6.65982952058577e-10,6.16507973781393e-09,8.28206677468101e-09,1.23730730570603e-09,3.60861135564617e-08,0.99999994756345
"12","0","0",2.95568912269535e-09,2.73611488662312e-08,3.6756515783004e-08,5.4912747336427e-09,1.60153211143413e-07,0.99999976728216
"1","1","0",0.0068322051426414,0.0590779142321709,0.0691199730451775,0.00945757988970244,0.206851705017713,0.648660622672595
"3","1","0",0.0031364004316334,0.0281263321539013,0.035377447893372,0.00506460359006412,0.126835444750331,0.801459771180699
"4","1","0",7.37533597662298e-09,6.82743171117985e-08,9.17185819265599e-08,1.37023841621698e-08,3.99630393085232e-07,0.999999419298988
"10","1","0",8.95903341281754e-10,8.29347884398153e-09,1.11413230904986e-08,1.66446863866686e-09,4.8544289082557e-08,0.999999929460537
"12","1","0",3.97609540985183e-09,3.68071650165421e-08,4.94461368755069e-08,7.38705267233224e-09,2.15443625768101e-07,0.999999686939924
"1","0","1",0.0303445214052552,0.212645992586292,0.172267717631798,0.019225880669193,0.276829048999734,0.288686838707728
"3","0","1",0.0141106977086841,0.113902669912082,0.117153843919933,0.014852706500307,0.269815661085103,0.470164420873892
"4","0","1",3.35510691927874e-08,3.10585948864042e-07,4.1723576046932e-07,6.23333071336723e-08,1.81794986880499e-06,0.999997358344046
"10","0","1",4.07554527412663e-09,3.7727783622209e-08,5.06828805785583e-08,7.57181716399357e-09,2.20832286803893e-07,0.999999679109687
"12","0","1",1.80876171940221e-08,1.67439094344496e-07,2.24934841874094e-07,3.360434797554e-08,9.80071100744153e-07,0.999998575862998
"1","1","1",0.0403973002291827,0.261182783560041,0.186996579392378,0.0196699501944487,0.25998251006982,0.231770876554129
"3","1","1",0.0188901759275175,0.146029283724347,0.139151348812021,0.0169037840286569,0.281563723617243,0.397461683890214
"4","1","1",4.51340602026299e-08,4.17810924835829e-07,5.61279786774602e-07,8.38528785382747e-08,2.44556622442334e-06,0.999996446356125
"10","1","1",5.48256470086941e-09,5.07527208830504e-08,6.81803638082171e-08,1.01858701134325e-08,2.97071200234964e-07,0.99999956832728
"12","1","1",2.43320891809556e-08,2.25244855157888e-07,3.02590080369528e-07,4.52057198536791e-08,1.318424751001e-06,0.999998084202504
"2","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"5","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"6","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"7","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"8","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"9","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"11","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"2","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"5","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"6","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"7","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"8","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"9","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"11","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"2","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"5","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"6","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"7","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"8","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"9","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"11","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"2","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"5","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"6","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"7","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"8","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"9","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"11","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
