"burst_date_mother","position_mother_L","nature_mother_V","probas"
"1","0","0",0.999999999965028
"3","0","0",0.999999999933443
"4","0","0",0.999999999841627
"10","0","0",1
"12","0","0",1
"1","1","0",0.999999999833923
"3","1","0",0.999999999683928
"4","1","0",0.999999999247902
"10","1","0",1
"12","1","0",1
"1","0","1",0.872202994372479
"3","0","1",0.781949251406888
"4","0","1",0.601127252052927
"10","0","1",0.999999999966651
"12","0","1",0.99999999957242
"1","1","1",0.589685286518226
"3","1","1",0.430244777152507
"4","1","1",0.240900231256011
"10","1","1",0.999999999841627
"12","1","1",0.999999997969462
"2","0","0",0
"5","0","0",0
"6","0","0",0
"7","0","0",0
"8","0","0",0
"9","0","0",0
"11","0","0",0
"2","1","0",0
"5","1","0",0
"6","1","0",0
"7","1","0",0
"8","1","0",0
"9","1","0",0
"11","1","0",0
"2","0","1",0
"5","0","1",0
"6","0","1",0
"7","0","1",0
"8","0","1",0
"9","0","1",0
"11","0","1",0
"2","1","1",0
"5","1","1",0
"6","1","1",0
"7","1","1",0
"8","1","1",0
"9","1","1",0
"11","1","1",0
