"position_mother_L","nature_mother_V","9","10","12","1","3"
"0","0",0.00302374420680756,0.16994412492305,0.699575393029447,0.0823762961800691,0.0450804416606261
"1","0",0.00660474977370292,0.307748289314825,0.623174878436797,0.041390946194937,0.0210811362797388
"0","1",0.022436272254994,0.590366477533364,0.368259558944663,0.0127379283608862,0.0061997629060927
"1","1",0.0479028069816989,0.728356762004935,0.215011743946339,0.00589097859429211,0.0028377084727349
