"burst_date_mother","position_mother_L","position_ancestor_L","nature_ancestor_V","0","1","2","3","4","5","6","7","8","9","10"
"1","0","0","0",0.0187714864586351,0.113996029177333,0.388144779228561,0.191172328532306,0.120928198513448,0.0336188773230952,0.124926915635737,0.00739324045256184,0.000349466690881539,0.000349381553473416,0.000349296433969193
"2","0","0","0",0.00575069454659245,0.0384879933977922,0.203165856762327,0.180435091553968,0.173471454706415,0.0613774943111215,0.309924756239698,0.0239282554134957,0.00115122588998895,0.00115279996057227,0.00115437721802936
"3","0","0","0",0.00305197270067841,0.0208605101789888,0.124292934180182,0.135345801553273,0.160357837315726,0.06585357013326,0.439724201455658,0.0439990077991267,0.00216398100180604,0.00217137559944602,0.00217880808185378
"8","0","0","0",0.00340207813118885,0.0231896835930625,0.13590097899731,0.14370317901563,0.164746208780747,0.0659917244540049,0.417529727149185,0.0396907446883877,0.00194278370403467,0.00194854985186532,0.00195434163458508
"10","0","0","0",0.0110536840601814,0.0710488025677641,0.306376095744744,0.202526093409719,0.153539379282177,0.0469722530291981,0.194121952219593,0.0125691057229517,0.000597393256015044,0.000597544642906622,0.000597696064750131
"11","0","0","0",0.0110536840601815,0.0710488025677651,0.306376095744747,0.202526093409719,0.153539379282176,0.0469722530291977,0.194121952219591,0.0125691057229517,0.000597393256014156,0.000597544642906622,0.000597696064750131
"12","0","0","0",0.00588266219097342,0.0393310556331839,0.206464541831816,0.181756892809864,0.173334221700926,0.0610014695944507,0.305443873590921,0.0234046479835825,0.00112539709305026,0.00112687726162819,0.00112836030960461
"1","1","0","0",0.0108698652891101,0.0699638604880283,0.303624598636225,0.20244170775177,0.154405802444556,0.0473987059659835,0.196691722203432,0.0127805053264598,0.000607577564137318,0.000607743949689654,0.000607910380608367
"2","1","0","0",0.0033115145610145,0.0225884154025418,0.132942235814602,0.141633012256614,0.163727603649035,0.0659937569671397,0.42307584668374,0.0407224890377574,0.00199556260877753,0.00200169911821257,0.00200786390056418
"3","1","0","0",0.00175544529545328,0.0121219844190521,0.0769881741734273,0.0943686694001791,0.129155144026854,0.0595601948690342,0.541287257980623,0.0734775032129761,0.00373699921452808,0.00376179306510549,0.00378683434276705
"8","1","0","0",0.00195711224524856,0.0134930141945989,0.0848258551904119,0.101967723639844,0.136090171846128,0.061451303797023,0.523530346243929,0.0665519935507836,0.0033577749792576,0.00337743541342672,0.00339726889934922
"10","1","0","0",0.00637965261011909,0.0424905488820946,0.218486111732521,0.186216546480389,0.172488529540949,0.0595593225418435,0.289641066521371,0.0216216794653552,0.0010376653692632,0.00103884674868626,0.00104003010740816
"11","1","0","0",0.00637965261011919,0.0424905488820953,0.218486111732523,0.18621654648039,0.172488529540949,0.0595593225418432,0.289641066521368,0.0216216794653548,0.00103766536926408,0.00103884674868537,0.00104003010740816
"12","1","0","0",0.00338769832551285,0.0230942706645194,0.135433201989264,0.143378589752108,0.164589549312322,0.0659936367968473,0.418401552069686,0.0398510741450168,0.00195097740608074,0.00195680030383449,0.00196264923480849
"1","0","1","0",0.014317549468483,0.0898185897802184,0.348089080858433,0.200297858535626,0.138606897495671,0.0403451064468545,0.157437003533256,0.00970793074464105,0.000460004569638794,0.000459994384623963,0.000459984182554996
"2","0","1","0",0.00437245221503673,0.029578739547437,0.16579444299301,0.162402493657387,0.171687354347699,0.0648321630864083,0.365573680558528,0.0312088293266568,0.00151343551888306,0.00151661143931103,0.0015197973096428
"3","0","1","0",0.00231901194707677,0.0159424241445121,0.0984313822406977,0.114374225499259,0.146310539230956,0.0638142600561509,0.493329218229631,0.0569172469284405,0.0028402446466691,0.00285386454291803,0.0028675825336888
"8","0","1","0",0.00258525421000917,0.0177354698126476,0.108079467979752,0.122588470600156,0.152308755945304,0.0649013436800289,0.472681728373804,0.0514348009597163,0.00255082183127742,0.00256154691737498,0.00257233968992998
"10","0","1","0",0.00841525596044283,0.0551805713163533,0.261797783740239,0.197774364949328,0.165594511318402,0.0536810334114529,0.238727318430379,0.016469542839942,0.000786042204714565,0.000786539197242142,0.000787036631504701
"11","0","1","0",0.00841525596044297,0.0551805713163542,0.261797783740241,0.197774364949328,0.165594511318401,0.0536810334114524,0.238727318430377,0.0164695428399415,0.000786042204714565,0.000786539197242142,0.000787036631504701
"12","0","1","0",0.00447293407375601,0.0302347828452827,0.168710884393396,0.164017632139755,0.17207387286235,0.0646281878380219,0.360881635018035,0.0305324284440914,0.00147954100343439,0.00148254442898121,0.00148555695289665
"1","1","1","0",0.00827494616457259,0.0543186083358039,0.259089224953137,0.197253906737245,0.166179528263772,0.0540717862427286,0.241667026327755,0.0167451025968375,0.000799429661300421,0.000799956629067733,0.000800484087780551
"2","1","1","0",0.00251637964999461,0.0172723479881005,0.105612132442933,0.12053289264738,0.150866311672103,0.0646643667380861,0.477892118377743,0.0527495272501051,0.00261989839896126,0.0026312829885583,0.00264274184603508
"3","1","1","0",0.00133344166476873,0.00923875927783235,0.0599632461112599,0.0766735538437227,0.111045760352586,0.0537654079877696,0.579265401684402,0.0939038712661944,0.00489249788315049,0.00493665251665043,0.00498140741166309
"8","1","1","0",0.00148670070446071,0.0102880956989679,0.0662462513198581,0.083397423280603,0.11824938110705,0.0562047292215399,0.565528488419537,0.0852968458910295,0.00439869429830564,0.00443388682808088,0.00446950323056705
"10","1","1","0",0.00485140634027045,0.0326965749411362,0.179414002445298,0.169637952548714,0.173107526888842,0.0637718282107935,0.344193180647929,0.0282269888538238,0.00136439189098569,0.00136684418586697,0.00136930304633931
"11","1","1","0",0.00485140634027053,0.0326965749411367,0.179414002445301,0.169637952548715,0.173107526888842,0.0637718282107933,0.344193180647926,0.0282269888538234,0.00136439189098481,0.00136684418586785,0.00136930304633931
"12","1","1","0",0.00257431801386826,0.0176619670208058,0.107689007312258,0.122265214721511,0.152084538600985,0.0648656199325526,0.473502969074881,0.0516391787426805,0.00256154644397188,0.00257237263294785,0.00258326750353788
"1","0","0","1",0.0336302346127508,0.184198907594466,0.446365445598654,0.153957185869779,0.0825885229401745,0.0212603148842425,0.0733412805672351,0.00408164924047139,0.000192260203135786,0.000192152869875506,0.00019204561921482
"2","0","0","1",0.0104120788501128,0.0672486645057603,0.29655862301443,0.202098147673307,0.1565609779224,0.048487390580211,0.203391138474569,0.0133388586905258,0.000634498694101815,0.000634706736785562,0.000634914857797542
"3","0","0","1",0.00553801808602679,0.0371256802076704,0.197752177095167,0.178173046801238,0.173602769676131,0.0619739708930551,0.317419923122166,0.0248229095996695,0.00119542588855304,0.00119716691932747,0.0011989117109944
"8","0","0","1",0.00617154347308595,0.0411705156708895,0.213528000427068,0.184444773061287,0.172901115019697,0.0601669785290615,0.296060760209647,0.0223343452325542,0.00107269175387714,0.00107398868796216,0.00107528793487099
"10","0","0","1",0.0199273999246523,0.120014555613058,0.396153481650119,0.188318999000692,0.116903542243811,0.0322007090954728,0.118534982293789,0.00696008643787205,0.000328841599434471,0.000328747904306037,0.000328654236792958
"11","0","0","1",0.0199273999246527,0.12001455561306,0.396153481650121,0.188318999000691,0.11690354224381,0.0322007090954722,0.118534982293787,0.00696008643787205,0.000328841599434471,0.000328747904306037,0.000328654236792958
"12","0","0","1",0.0106498707076438,0.0686614044026463,0.30026756780525,0.202301199406011,0.155442352341837,0.0479171196877247,0.199856309154552,0.0130429390477192,0.000620226866714813,0.000620412462254638,0.000620598117646032
"1","1","0","1",0.0195989389425013,0.118314735828852,0.393962542187406,0.189140443239134,0.118024627519863,0.0325922179195063,0.120285380989808,0.00707802190279772,0.000334455349933371,0.00033436381506502,0.000334272305133165
"2","1","0","1",0.00600770095165378,0.0401282578762498,0.209548114505108,0.182954090153181,0.173168071366902,0.0606419091467344,0.301312641972747,0.0229291228638183,0.00110196553006303,0.00110336284865609,0.00110476278488725
"3","1","0","1",0.00318875635415884,0.0217720308585273,0.128883021522906,0.138726350346836,0.162220623719996,0.0659561714398826,0.43080800819662,0.0422094096257301,0.00207183993876625,0.00207853184674223,0.00208525614983435
