"burst_date_mother","position_mother_L","position_ancestor_L","nature_ancestor_V","1","2","3","4","9","10","11","12"
"10","1","1","0",0.00122344764127079,0.000158148627254011,0.0309594838529771,0.0854664209321284,0.00487518771091097,0.0049396740587587,0.0392469832329306,0.83313065394377
"11","1","1","0",0.0032397027703292,0.000417824867632714,0.0777995900409995,0.180169978271018,0.0090010550363403,0.00899790594435357,0.0673971834780465,0.65297675959128
"12","1","1","0",0.129150636137375,0.0143192301433881,0.658369018967027,0.139911916164583,0.0024774885642137,0.00232903327743061,0.0138376800791923,0.0396049966667902
"1","0","0","1",0.190041320814197,0.0194463090505902,0.655409624360955,0.0974785699954478,0.00163377802510312,0.00153310870402246,0.00905380533005351,0.0254034837196311
"2","0","0","1",0.0334821319839282,0.00417085679687264,0.448257990273976,0.304733090466571,0.00752707050844048,0.0071709797133952,0.0446056009688363,0.15005227928798
"3","0","0","1",0.0266255566031655,0.00334321943103784,0.397403470233197,0.32149924895273,0.00856818349429678,0.00819323034631425,0.0516403415063141,0.182726749432944
"5","0","0","1",0.0125199473727151,0.00159774713846218,0.242902104115578,0.323197819798143,0.0111827992804329,0.0108566194463143,0.0723388098657238,0.325404152982631
"9","0","0","1",0.000369101516783666,4.77579003982194e-05,0.00955710785676834,0.0287214645454805,0.00175142051049106,0.00178794546056598,0.0147020394944712,0.943063162715041
"10","0","0","1",0.00168860981839718,0.000218162896916795,0.0422080149457783,0.111574313861476,0.00615523439795695,0.00621442059789279,0.0485939157973907,0.783347327684192
"11","0","0","1",0.00446802796452318,0.000575440550824967,0.104052065525359,0.219436895928485,0.0102467575454698,0.010179714789698,0.074289808800663,0.576751288894977
"12","0","0","1",0.169976906365652,0.0178693455312595,0.660350313248612,0.108931056978513,0.00185196011130984,0.00173864502747145,0.0102833880073897,0.0289983847297931
"1","1","0","1",0.169343857598962,0.0178178009411255,0.660455399414856,0.109325790060665,0.00185959825173176,0.00174584404342737,0.0103265263221664,0.0291251833670659
"2","1","0","1",0.029220445240201,0.00365803913463456,0.418051492797692,0.315501385550323,0.00814940558489929,0.00778060157905924,0.0487673867609958,0.168871243352195
"3","1","0","1",0.0232156287056446,0.00292655356432907,0.36723856611603,0.328148466081345,0.00916558847799454,0.00878590281177882,0.0558624021024453,0.204656892140433
"5","1","0","1",0.0108962984495094,0.00139312205803676,0.21881968101417,0.314544362911898,0.0114006416898039,0.0111028330294635,0.0748646291045508,0.356978431742568
"9","1","0","1",0.000320722803007705,4.15004658567872e-05,0.0083153689661268,0.0251157922261133,0.00153770020780598,0.00157050065533009,0.0129421504741858,0.950156264201574
"10","1","0","1",0.00146753498924937,0.000189648160734065,0.0368965518438431,0.0995413346002582,0.00557801231377011,0.00564098755195316,0.0444361792979977,0.806249751242194
"11","1","0","1",0.003884484263058,0.000500616577178222,0.0917820899814008,0.202139758210165,0.00973652270126618,0.00969996605319012,0.0716187398772515,0.61063782233649
"12","1","0","1",0.151057121731973,0.0162813413674919,0.661863648444348,0.121773293315934,0.00210468987064938,0.00197697539339936,0.0117141364907305,0.0332287933854742
"1","0","1","1",0.217793184156796,0.0214472771456357,0.644438881255317,0.0844267498520579,0.00139283528527012,0.00130635753064079,0.00770182084598969,0.0214928939282927
"2","0","1","1",0.0394861123687405,0.00488443546866355,0.484297335885658,0.288903686719213,0.00677402094218926,0.00643816143494735,0.0397131638829589,0.12950308329763
"3","0","1","1",0.0314400182218812,0.00392577964031283,0.434318430563596,0.309990364503002,0.00781545652937532,0.0074529823085564,0.0465194396944083,0.158537528538867
"5","0","1","1",0.0148226583449858,0.00188663768407702,0.274328756393326,0.330206776974372,0.0107829965253714,0.0104297585001987,0.0685359457869051,0.289006469790764
"9","0","1","1",0.000437979129871133,5.66655377993445e-05,0.0113193705592525,0.033776144282178,0.00204802279602433,0.00208936255138284,0.0171282179644141,0.933144237179078
"10","0","1","1",0.00200322593041698,0.000258718177794296,0.0496610327292026,0.127613468804102,0.00688987294803575,0.00694054803275762,0.0537381657946878,0.752894967583003
"11","0","1","1",0.0052977478448905,0.000681658945447849,0.120899092012369,0.240457686175764,0.0107755091733395,0.0106666809188303,0.0767059311000904,0.534515693829269
"12","0","1","1",0.195505991230736,0.0198568080939845,0.653585800602398,0.09467839622522,0.00158141174777793,0.001483806732403,0.00875944725802047,0.0245483381094598
"1","1","1","1",0.194800178144187,0.0198042442655103,0.65383160296802,0.095033138966884,0.00158802506590794,0.00149003244200718,0.0087966056250024,0.0246561725224808
"2","1","1","1",0.0344874928647491,0.00429106946240038,0.454785426468315,0.302104290731759,0.00739142753721089,0.00703861360721092,0.0437135614840166,0.146188117844338
"3","1","1","1",0.0274308796840456,0.00344113209643952,0.40401119541684,0.319703808837618,0.00843488636806022,0.00806165979986206,0.0507188729860244,0.17819756481111
"5","1","1","1",0.012904284858346,0.00164607208889865,0.248361095448969,0.324746619144398,0.0111216514045299,0.0107899906356858,0.0717126622018311,0.318717624217341
"9","1","1","1",0.000380575956562277,4.92419352831338e-05,0.0098511440538511,0.0295699150973975,0.00180145191813107,0.0018388180878838,0.0151126179648237,0.941396234986067
"10","1","1","1",0.00174103301565031,0.000224922465758447,0.0434584527656272,0.11433300177582,0.00628444550942023,0.00634244604422865,0.0495110469495923,0.778104651473902
"11","1","1","1",0.00460634055877488,0.000593160893425269,0.106908470495184,0.22321554872979,0.0103495275748557,0.0102753510177896,0.0747933160803334,0.569258284649847
"12","1","1","1",0.174341475373372,0.0182217348804112,0.659534764987559,0.106268899480072,0.00180065588496581,0.00169029663889553,0.00999379843517578,0.0281483743195482
"4","0","0","0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"6","0","0","0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"7","0","0","0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"8","0","0","0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"4","1","0","0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"6","1","0","0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"7","1","0","0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"8","1","0","0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"4","0","1","0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"6","0","1","0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"7","0","1","0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"8","0","1","0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"4","1","1","0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"6","1","1","0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"7","1","1","0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"8","1","1","0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"4","0","0","1",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"6","0","0","1",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"7","0","0","1",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"8","0","0","1",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"4","1","0","1",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"6","1","0","1",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"7","1","0","1",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"8","1","0","1",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"4","0","1","1",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"6","0","1","1",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"7","0","1","1",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"8","0","1","1",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"4","1","1","1",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"6","1","1","1",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"7","1","1","1",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"8","1","1","1",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
