"is_loaded","burst_date_mother","position_mother_L","position_ancestor_L","nature_ancestor_V","probas"
"0","03-10","0","0","0",1.07726473991606
"1","03-10","0","0","0",1.33326434400988
"0","03-11","0","0","0",1.45175211068311
"1","03-11","0","0","0",1.79674434128949
"0","03-12","0","0","0",1.53548615067039
"1","03-12","0","0","0",1.90037681505229
"0","04-01","0","0","0",1.29978675920483
"1","04-01","0","0","0",1.60866616779733
"0","04-02","0","0","0",1.35192721284355
"1","04-02","0","0","0",1.67319720194445
"0","04-03","0","0","0",1.21640597984913
"1","04-03","0","0","0",1.50547090300163
"0","04-04","0","0","0",1.16177939920212
"1","04-04","0","0","0",1.4378629422904
"0","04-05","0","0","0",0.807990361968364
"1","04-05","0","0","0",0.999999999999998
"0","03-10","1","0","0",0.804073423258823
"1","03-10","1","0","0",0.99515224575204
"0","03-11","1","0","0",1.08359184711749
"1","03-11","1","0","0",1.34109501563574
"0","03-12","1","0","0",1.14609116941139
"1","03-12","1","0","0",1.41844658470848
"0","04-01","1","0","0",0.970164482559558
"1","04-01","1","0","0",1.20071293944165
"0","04-02","1","0","0",1.00908226339291
"1","04-02","1","0","0",1.24887908431811
"0","04-03","1","0","0",0.907928834991857
"1","04-03","1","0","0",1.12368770436819
"0","04-04","1","0","0",0.867155401986718
"1","04-04","1","0","0",1.07322493287447
"0","04-05","1","0","0",0.603086272329552
"1","04-05","1","0","0",0.746402804682419
"0","03-10","0","1","0",1.04403130767362
"1","03-10","0","1","0",1.29213336794047
"0","03-11","0","1","0",1.40696580735811
"1","03-11","0","1","0",1.7413150868911
"0","03-12","0","1","0",1.4881166665903
"1","03-12","0","1","0",1.84175051663371
"0","04-01","0","1","0",1.25968856087801
"1","04-01","0","1","0",1.55903909275508
"0","04-02","0","1","0",1.31022049047534
"1","04-02","0","1","0",1.62157935557979
"0","04-03","0","1","0",1.17888006424759
"1","04-03","0","1","0",1.45902738415801
"0","04-04","0","1","0",1.12593870423326
"1","04-04","0","1","0",1.39350511742532
"0","04-05","0","1","0",0.783063998046802
"1","04-05","0","1","0",0.969150171716355
"0","03-10","1","1","0",0.779267896223848
"1","03-10","1","1","0",0.964451969854508
"0","03-11","1","1","0",1.05016322470436
"1","03-11","1","1","0",1.29972246469133
"0","03-12","1","1","0",1.11073445363765
"1","03-12","1","1","0",1.3746877511407
"0","04-01","1","1","0",0.940235074865707
"1","04-01","1","1","0",1.16367115144193
"0","04-02","1","1","0",0.977952248843172
"1","04-02","1","1","0",1.21035137901987
"0","04-03","1","1","0",0.87991938633859
"1","04-03","1","1","0",1.08902213164399
"0","04-04","1","1","0",0.840403806740195
"1","04-04","1","1","0",1.04011612798557
"0","04-05","1","1","0",0.584481164387963
"1","04-05","1","1","0",0.723376406327537
"0","03-10","0","0","1",0.911057233618142
"1","03-10","0","0","1",1.12755953103041
"0","03-11","0","0","1",1.22776622389155
"1","03-11","0","0","1",1.51953077868473
"0","03-12","0","0","1",1.29858122414528
"1","03-12","0","0","1",1.60717415116409
"0","04-01","0","0","1",1.09924708872112
"1","04-01","0","0","1",1.36047054576643
"0","04-02","0","0","1",1.1433429694193
"1","04-02","0","0","1",1.41504530652317
"0","04-03","0","0","1",1.02873084571975
"1","04-03","0","0","1",1.27319692677229
"0","04-04","0","0","1",0.98253241407874
"1","04-04","0","0","1",1.2160199679674
"0","04-05","0","0","1",0.68332828198051
"1","04-05","0","0","1",0.845713407169655
"0","03-10","1","0","1",0.680015674398789
"1","03-10","1","0","1",0.841613596407494
"0","03-11","1","0","1",0.916408153006998
"1","03-11","1","0","1",1.13418203501155
"0","03-12","1","0","1",0.969264667809967
"1","03-12","1","0","1",1.19959929404197
"0","04-01","1","0","1",0.820481110060431
"1","04-01","1","0","1",1.01545903104789
"0","04-02","1","0","1",0.85339439908849
"1","04-02","1","0","1",1.05619378554159
"0","04-03","1","0","1",0.767847588508541
"1","04-03","1","0","1",0.950317757055873
"0","04-04","1","0","1",0.733364949559761
"1","04-04","1","0","1",0.907640714640694
"0","04-05","1","0","1",0.510038146189073
"1","04-05","1","0","1",0.631242859068957
"0","03-10","0","1","1",0.882951274404452
"1","03-10","0","1","1",1.09277451311854
"0","03-11","0","1","1",1.18988984671204
"1","03-11","0","1","1",1.4726535150906
"0","03-12","0","1","1",1.25852021636803
"1","03-12","0","1","1",1.55759310457877
"0","04-01","0","1","1",1.06533550479278
"1","04-01","0","1","1",1.31850026304459
"0","04-02","0","1","1",1.1080710351434
"1","04-02","0","1","1",1.37139140180336
"0","04-03","0","1","1",0.996994675779209
"1","04-03","0","1","1",1.2339190202101
"0","04-04","0","1","1",0.952221457821297
"1","04-04","0","1","1",1.17850596076612
"0","04-05","0","1","1",0.662247721820054
"1","04-05","0","1","1",0.819623293781297
"0","03-10","1","1","1",0.659037307613401
"1","03-10","1","1","1",0.815649961477143
"0","03-11","1","1","1",0.888137118849001
"1","03-11","1","1","1",1.09919271398905
"0","03-12","1","1","1",0.939363019246627
"1","03-12","1","1","1",1.16259186181159
"0","04-01","1","1","1",0.795169408705094
"1","04-01","1","1","1",0.984132294310988
"0","04-02","1","1","1",0.827067328418387
"1","04-02","1","1","1",1.02361038862338
"0","04-03","1","1","1",0.744159622255043
"1","04-03","1","1","1",0.921000617435803
"0","04-04","1","1","1",0.7107407667966
"1","04-04","1","1","1",0.879640154450786
"0","04-05","1","1","1",0.494303556961032
"1","04-05","1","1","1",0.611769125261404
"0","03-05","0","0","0",0
"1","03-05","0","0","0",0
"0","03-06","0","0","0",0
"1","03-06","0","0","0",0
"0","03-07","0","0","0",0
"1","03-07","0","0","0",0
"0","03-08","0","0","0",0
"1","03-08","0","0","0",0
"0","03-09","0","0","0",0
"1","03-09","0","0","0",0
"0","04-06","0","0","0",0
"1","04-06","0","0","0",0
"0","04-07","0","0","0",0
"1","04-07","0","0","0",0
"0","03-05","1","0","0",0
"1","03-05","1","0","0",0
"0","03-06","1","0","0",0
"1","03-06","1","0","0",0
"0","03-07","1","0","0",0
"1","03-07","1","0","0",0
"0","03-08","1","0","0",0
"1","03-08","1","0","0",0
"0","03-09","1","0","0",0
"1","03-09","1","0","0",0
"0","04-06","1","0","0",0
"1","04-06","1","0","0",0
"0","04-07","1","0","0",0
"1","04-07","1","0","0",0
"0","03-05","0","1","0",0
"1","03-05","0","1","0",0
"0","03-06","0","1","0",0
"1","03-06","0","1","0",0
"0","03-07","0","1","0",0
"1","03-07","0","1","0",0
"0","03-08","0","1","0",0
"1","03-08","0","1","0",0
"0","03-09","0","1","0",0
"1","03-09","0","1","0",0
"0","04-06","0","1","0",0
"1","04-06","0","1","0",0
"0","04-07","0","1","0",0
"1","04-07","0","1","0",0
"0","03-05","1","1","0",0
"1","03-05","1","1","0",0
"0","03-06","1","1","0",0
"1","03-06","1","1","0",0
"0","03-07","1","1","0",0
"1","03-07","1","1","0",0
"0","03-08","1","1","0",0
"1","03-08","1","1","0",0
"0","03-09","1","1","0",0
"1","03-09","1","1","0",0
"0","04-06","1","1","0",0
"1","04-06","1","1","0",0
"0","04-07","1","1","0",0
"1","04-07","1","1","0",0
"0","03-05","0","0","1",0
"1","03-05","0","0","1",0
"0","03-06","0","0","1",0
"1","03-06","0","0","1",0
"0","03-07","0","0","1",0
"1","03-07","0","0","1",0
"0","03-08","0","0","1",0
"1","03-08","0","0","1",0
"0","03-09","0","0","1",0
"1","03-09","0","0","1",0
"0","04-06","0","0","1",0
"1","04-06","0","0","1",0
"0","04-07","0","0","1",0
"1","04-07","0","0","1",0
"0","03-05","1","0","1",0
"1","03-05","1","0","1",0
"0","03-06","1","0","1",0
"1","03-06","1","0","1",0
"0","03-07","1","0","1",0
"1","03-07","1","0","1",0
"0","03-08","1","0","1",0
"1","03-08","1","0","1",0
"0","03-09","1","0","1",0
"1","03-09","1","0","1",0
"0","04-06","1","0","1",0
"1","04-06","1","0","1",0
"0","04-07","1","0","1",0
"1","04-07","1","0","1",0
"0","03-05","0","1","1",0
"1","03-05","0","1","1",0
"0","03-06","0","1","1",0
"1","03-06","0","1","1",0
"0","03-07","0","1","1",0
"1","03-07","0","1","1",0
"0","03-08","0","1","1",0
"1","03-08","0","1","1",0
"0","03-09","0","1","1",0
"1","03-09","0","1","1",0
"0","04-06","0","1","1",0
"1","04-06","0","1","1",0
"0","04-07","0","1","1",0
"1","04-07","0","1","1",0
"0","03-05","1","1","1",0
"1","03-05","1","1","1",0
"0","03-06","1","1","1",0
"1","03-06","1","1","1",0
"0","03-07","1","1","1",0
"1","03-07","1","1","1",0
"0","03-08","1","1","1",0
"1","03-08","1","1","1",0
"0","03-09","1","1","1",0
"1","03-09","1","1","1",0
"0","04-06","1","1","1",0
"1","04-06","1","1","1",0
"0","04-07","1","1","1",0
"1","04-07","1","1","1",0
