"Burst_Month","Position_A","probability","number"
"10","0",13.2722955372445,9
"12","0",12.4623946470305,23
"1","0",10.4293471456674,44
"2","0",9.25246958849847,102
"3","0",10.2188953108405,7
"4","0",8.1964358495569,20
"5","0",5.40505334116164,2
"10","1",14.8497800549401,3
"12","1",13.9436180385634,29
"1","1",11.6689317831399,48
"2","1",10.3521759268141,137
"3","1",11.4334666030157,8
"4","1",9.17062683382771,18
"5","1",6.04747333091208,4
