"Burst_Month","Position_A","4","6","7","8","9","10","17"
"1","0",0,0,2,0,6,0,0
"2","0",0,1,2,4,3,0,0
"1","1",0,0,1,0,4,0,0
"2","1",1,3,1,6,5,0,0
